order_id,date,customer_id,product_id,store_id,quantity,unit_price,discount,revenue,year,month,month_name,year_month
36,2021-05-19,17,116,2,3,780,0.05,2223.0,2021,5,May,2021-05
37,2022-07-25,18,86,16,2,4617,0.05,8772.3,2022,7,Jul,2022-07
38,2024-03-15,18,74,16,2,4074,0.15,6925.8,2024,3,Mar,2024-03
39,2022-01-25,18,13,4,4,3102,0.15,10546.8,2022,1,Jan,2022-01
40,2023-04-22,18,60,2,1,696,0.15,591.6,2023,4,Apr,2023-04
41,2022-11-26,19,103,4,2,1769,0.05,3361.1,2022,11,Nov,2022-11
42,2024-01-04,19,58,5,4,1703,0.1,6130.8,2024,1,Jan,2024-01
43,2023-08-06,19,32,3,4,4708,0.0,18832.0,2023,8,Aug,2023-08
44,2021-04-14,20,84,18,1,964,0.05,915.8,2021,4,Apr,2021-04
45,2021-12-07,21,53,16,4,1951,0.15,6633.4,2021,12,Dec,2021-12
46,2021-05-01,22,22,13,1,3398,0.1,3058.2,2021,5,May,2021-05
47,2023-07-21,22,37,14,5,4186,0.05,19883.5,2023,7,Jul,2023-07
48,2022-01-24,22,38,7,1,4944,0.0,4944.0,2022,1,Jan,2022-01
49,2022-10-05,22,8,2,5,4105,0.05,19498.75,2022,10,Oct,2022-10
50,2021-04-27,23,66,3,2,761,0.0,1522.0,2021,4,Apr,2021-04
51,2024-10-14,24,111,8,4,1182,0.05,4491.6,2024,10,Oct,2024-10
52,2024-03-31,24,77,2,5,871,0.15,3701.75,2024,3,Mar,2024-03
53,2024-09-08,24,75,19,5,2791,0.1,12559.5,2024,9,Sep,2024-09
54,2022-02-23,25,86,11,2,2375,0.15,4037.5,2022,2,Feb,2022-02
55,2021-09-26,25,86,10,4,2790,0.0,11160.0,2021,9,Sep,2021-09
56,2021-01-20,25,59,20,5,1019,0.0,5095.0,2021,1,Jan,2021-01
57,2024-01-07,26,28,17,3,1285,0.1,3469.5,2024,1,Jan,2024-01
58,2021-05-21,26,113,8,3,2534,0.05,7221.9,2021,5,May,2021-05
59,2023-06-17,27,107,18,3,4533,0.0,13599.0,2023,6,Jun,2023-06
60,2024-09-29,28,105,18,3,1048,0.05,2986.8,2024,9,Sep,2024-09
61,2022-06-26,28,15,4,5,1473,0.1,6628.5,2022,6,Jun,2022-06
62,2022-08-01,29,78,7,3,1867,0.1,5040.9,2022,8,Aug,2022-08
63,2023-11-02,30,63,9,1,956,0.15,812.6,2023,11,Nov,2023-11
64,2022-07-21,30,6,1,3,1271,0.1,3431.7,2022,7,Jul,2022-07
65,2021-11-27,30,95,15,5,3703,0.0,18515.0,2021,11,Nov,2021-11
66,2021-08-18,30,10,5,5,495,0.1,2227.5,2021,8,Aug,2021-08
67,2024-04-07,31,71,5,4,1244,0.0,4976.0,2024,4,Apr,2024-04
68,2022-09-24,31,47,2,3,1920,0.05,5472.0,2022,9,Sep,2022-09
69,2024-09-27,32,14,12,5,3529,0.05,16762.75,2024,9,Sep,2024-09
70,2022-04-30,32,111,6,2,3577,0.0,7154.0,2022,4,Apr,2022-04
71,2022-01-03,32,95,11,4,2232,0.1,8035.2,2022,1,Jan,2022-01
72,2021-11-23,32,101,4,4,517,0.15,1757.8,2021,11,Nov,2021-11
73,2022-04-01,33,26,15,3,2700,0.05,7695.0,2022,4,Apr,2022-04
74,2022-04-02,34,4,7,4,2889,0.1,10400.4,2022,4,Apr,2022-04
75,2021-05-23,34,99,9,3,4373,0.15,11151.15,2021,5,May,2021-05
76,2024-10-23,34,108,18,3,426,0.0,1278.0,2024,10,Oct,2024-10
77,2022-06-19,34,23,19,3,513,0.0,1539.0,2022,6,Jun,2022-06
78,2024-05-06,34,56,12,3,3774,0.0,11322.0,2024,5,May,2024-05
79,2023-02-28,35,116,19,2,2286,0.0,4572.0,2023,2,Feb,2023-02
80,2024-12-22,35,56,1,5,4610,0.05,21897.5,2024,12,Dec,2024-12
81,2023-01-16,36,56,3,3,2771,0.0,8313.0,2023,1,Jan,2023-01
82,2022-09-08,37,65,10,4,2872,0.15,9764.8,2022,9,Sep,2022-09
83,2024-11-28,38,38,18,2,1771,0.15,3010.7,2024,11,Nov,2024-11
84,2024-09-23,38,49,6,5,4862,0.1,21879.0,2024,9,Sep,2024-09
85,2023-04-12,38,71,1,3,2550,0.05,7267.5,2023,4,Apr,2023-04
86,2023-05-31,39,101,19,5,2839,0.15,12065.75,2023,5,May,2023-05
87,2023-06-24,39,57,7,5,4076,0.05,19361.0,2023,6,Jun,2023-06
88,2024-09-11,39,11,10,5,2945,0.0,14725.0,2024,9,Sep,2024-09
89,2022-04-27,40,87,10,2,1831,0.05,3478.9,2022,4,Apr,2022-04
90,2021-02-20,40,6,8,4,796,0.15,2706.4,2021,2,Feb,2021-02
91,2023-04-29,40,114,19,2,3345,0.15,5686.5,2023,4,Apr,2023-04
92,2023-03-30,41,32,5,1,1073,0.15,912.05,2023,3,Mar,2023-03
93,2022-03-25,42,23,17,4,611,0.05,2321.8,2022,3,Mar,2022-03
94,2021-09-06,43,59,5,4,4551,0.1,16383.6,2021,9,Sep,2021-09
95,2023-06-26,43,79,17,4,4688,0.15,15939.2,2023,6,Jun,2023-06
96,2021-11-22,44,96,16,4,2323,0.05,8827.4,2021,11,Nov,2021-11
97,2024-07-29,45,36,17,4,2159,0.1,7772.4,2024,7,Jul,2024-07
98,2023-06-20,45,10,10,2,2425,0.1,4365.0,2023,6,Jun,2023-06
99,2022-10-17,46,115,18,1,1333,0.05,1266.35,2022,10,Oct,2022-10
100,2022-04-19,46,50,5,2,726,0.15,1234.2,2022,4,Apr,2022-04
101,2023-04-15,46,43,18,4,3606,0.0,14424.0,2023,4,Apr,2023-04
102,2022-02-28,46,107,14,4,4984,0.0,19936.0,2022,2,Feb,2022-02
103,2024-03-25,46,49,16,1,3081,0.1,2772.9,2024,3,Mar,2024-03
104,2023-03-10,47,110,14,5,4673,0.05,22196.75,2023,3,Mar,2023-03
105,2023-09-27,47,29,9,4,4178,0.0,16712.0,2023,9,Sep,2023-09
106,2023-03-08,47,44,13,2,4028,0.05,7653.2,2023,3,Mar,2023-03
107,2024-06-28,47,69,1,4,4823,0.0,19292.0,2024,6,Jun,2024-06
108,2021-06-21,47,83,14,2,3982,0.05,7565.8,2021,6,Jun,2021-06
109,2021-04-13,48,34,13,3,1933,0.15,4929.15,2021,4,Apr,2021-04
110,2022-11-01,48,44,13,3,3653,0.1,9863.1,2022,11,Nov,2022-11
111,2021-06-17,48,61,1,5,626,0.1,2817.0,2021,6,Jun,2021-06
112,2022-04-05,48,84,3,1,454,0.05,431.3,2022,4,Apr,2022-04
113,2022-02-13,49,108,1,5,1448,0.05,6878.0,2022,2,Feb,2022-02
114,2021-09-16,49,61,4,5,1985,0.15,8436.25,2021,9,Sep,2021-09
115,2024-12-03,49,33,12,2,1138,0.05,2162.2,2024,12,Dec,2024-12
116,2022-09-30,50,14,19,1,2755,0.15,2341.75,2022,9,Sep,2022-09
117,2023-03-24,51,92,7,1,2189,0.0,2189.0,2023,3,Mar,2023-03
118,2024-11-28,51,99,10,5,1191,0.0,5955.0,2024,11,Nov,2024-11
119,2022-12-13,52,69,14,3,764,0.1,2062.8,2022,12,Dec,2022-12
120,2021-01-26,52,109,14,4,1064,0.15,3617.6,2021,1,Jan,2021-01
121,2023-01-12,53,82,15,2,3767,0.05,7157.3,2023,1,Jan,2023-01
122,2023-12-05,53,84,9,5,4608,0.15,19584.0,2023,12,Dec,2023-12
123,2023-08-11,53,56,19,3,2840,0.05,8094.0,2023,8,Aug,2023-08
124,2021-06-27,54,36,15,2,4006,0.15,6810.2,2021,6,Jun,2021-06
125,2022-11-20,55,4,16,3,1689,0.15,4306.95,2022,11,Nov,2022-11
126,2022-03-11,55,46,9,3,2490,0.1,6723.0,2022,3,Mar,2022-03
127,2024-02-13,56,2,17,2,901,0.05,1711.9,2024,2,Feb,2024-02
128,2023-04-13,57,63,18,2,4100,0.15,6970.0,2023,4,Apr,2023-04
129,2023-07-07,57,102,1,1,2610,0.05,2479.5,2023,7,Jul,2023-07
130,2023-04-09,58,89,8,3,4964,0.1,13402.8,2023,4,Apr,2023-04
131,2023-08-28,58,71,17,3,3685,0.1,9949.5,2023,8,Aug,2023-08
132,2022-12-22,58,90,15,3,2711,0.1,7319.7,2022,12,Dec,2022-12
133,2022-04-18,58,16,7,3,1179,0.05,3360.15,2022,4,Apr,2022-04
134,2022-01-28,59,28,16,3,4497,0.1,12141.9,2022,1,Jan,2022-01
135,2021-07-25,59,107,7,3,2063,0.1,5570.1,2021,7,Jul,2021-07
136,2022-01-03,59,39,1,5,1236,0.1,5562.0,2022,1,Jan,2022-01
137,2021-04-04,60,7,18,3,1234,0.15,3146.7,2021,4,Apr,2021-04
138,2021-07-30,61,112,1,5,2529,0.15,10748.25,2021,7,Jul,2021-07
139,2023-09-08,61,57,11,2,620,0.1,1116.0,2023,9,Sep,2023-09
140,2023-09-06,61,15,3,4,4228,0.0,16912.0,2023,9,Sep,2023-09
141,2024-03-27,61,81,2,2,1422,0.1,2559.6,2024,3,Mar,2024-03
142,2021-06-24,61,32,4,5,3609,0.05,17142.75,2021,6,Jun,2021-06
143,2023-12-07,62,49,15,4,2635,0.15,8959.0,2023,12,Dec,2023-12
144,2022-09-18,62,73,20,1,1012,0.05,961.4,2022,9,Sep,2022-09
145,2024-07-05,62,28,9,1,1486,0.05,1411.7,2024,7,Jul,2024-07
146,2021-12-22,63,71,3,2,221,0.15,375.7,2021,12,Dec,2021-12
147,2023-07-12,64,89,20,4,2585,0.0,10340.0,2023,7,Jul,2023-07
148,2022-04-20,65,37,10,4,783,0.05,2975.4,2022,4,Apr,2022-04
149,2022-06-26,66,101,19,2,3682,0.0,7364.0,2022,6,Jun,2022-06
150,2024-01-21,67,29,5,3,1365,0.0,4095.0,2024,1,Jan,2024-01
151,2021-05-03,67,22,10,5,4862,0.1,21879.0,2021,5,May,2021-05
152,2023-06-19,67,16,15,3,3497,0.1,9441.9,2023,6,Jun,2023-06
153,2023-10-22,67,70,16,4,858,0.0,3432.0,2023,10,Oct,2023-10
154,2023-06-04,67,95,11,5,2251,0.0,11255.0,2023,6,Jun,2023-06
155,2021-07-07,68,30,19,5,369,0.1,1660.5,2021,7,Jul,2021-07
156,2024-03-26,68,6,6,4,4451,0.15,15133.4,2024,3,Mar,2024-03
157,2022-07-24,69,24,19,4,4228,0.0,16912.0,2022,7,Jul,2022-07
158,2023-08-21,69,45,14,3,2830,0.0,8490.0,2023,8,Aug,2023-08
159,2021-11-26,69,43,14,4,2561,0.15,8707.4,2021,11,Nov,2021-11
160,2024-02-01,69,5,15,1,2776,0.1,2498.4,2024,2,Feb,2024-02
161,2022-10-25,70,15,13,5,209,0.15,888.25,2022,10,Oct,2022-10
162,2023-04-27,71,7,7,5,3163,0.15,13442.75,2023,4,Apr,2023-04
163,2024-07-04,72,57,2,2,2387,0.05,4535.3,2024,7,Jul,2024-07
164,2022-08-13,72,57,16,1,436,0.05,414.2,2022,8,Aug,2022-08
165,2024-12-24,73,21,10,5,312,0.15,1326.0,2024,12,Dec,2024-12
166,2021-07-10,74,29,4,4,1162,0.05,4415.6,2021,7,Jul,2021-07
167,2023-10-18,74,120,10,5,2439,0.15,10365.75,2023,10,Oct,2023-10
168,2023-09-16,75,61,8,4,4715,0.05,17917.0,2023,9,Sep,2023-09
169,2023-02-25,75,25,20,5,1318,0.0,6590.0,2023,2,Feb,2023-02
170,2022-07-20,75,99,14,3,4359,0.1,11769.3,2022,7,Jul,2022-07
171,2021-01-06,75,37,10,5,4950,0.15,21037.5,2021,1,Jan,2021-01
172,2021-11-01,76,58,18,4,3027,0.1,10897.2,2021,11,Nov,2021-11
173,2024-02-05,76,98,18,4,3930,0.1,14148.0,2024,2,Feb,2024-02
174,2022-01-22,77,90,8,5,3337,0.05,15850.75,2022,1,Jan,2022-01
175,2023-04-22,77,6,11,4,3323,0.15,11298.2,2023,4,Apr,2023-04
176,2024-09-21,78,102,5,4,503,0.05,1911.4,2024,9,Sep,2024-09
177,2023-10-26,79,76,11,1,3806,0.0,3806.0,2023,10,Oct,2023-10
178,2023-12-14,80,117,15,1,1380,0.15,1173.0,2023,12,Dec,2023-12
179,2024-09-02,81,20,3,4,2371,0.1,8535.6,2024,9,Sep,2024-09
180,2024-06-30,81,89,13,1,2891,0.15,2457.35,2024,6,Jun,2024-06
181,2022-10-11,82,81,16,5,494,0.0,2470.0,2022,10,Oct,2022-10
182,2022-04-26,83,81,10,2,940,0.15,1598.0,2022,4,Apr,2022-04
183,2021-07-21,84,98,4,4,1562,0.1,5623.2,2021,7,Jul,2021-07
184,2021-03-01,84,6,11,1,2603,0.1,2342.7,2021,3,Mar,2021-03
185,2023-02-07,85,56,5,2,4551,0.15,7736.7,2023,2,Feb,2023-02
186,2024-03-05,86,88,6,2,1634,0.0,3268.0,2024,3,Mar,2024-03
187,2024-06-02,87,112,13,5,2172,0.15,9231.0,2024,6,Jun,2024-06
188,2024-04-09,88,19,8,4,2280,0.15,7752.0,2024,4,Apr,2024-04
189,2022-06-07,88,86,1,4,2556,0.05,9712.8,2022,6,Jun,2022-06
190,2021-06-01,88,57,12,5,2650,0.15,11262.5,2021,6,Jun,2021-06
191,2024-11-14,88,33,15,3,1831,0.15,4669.05,2024,11,Nov,2024-11
192,2023-09-17,89,14,8,4,4885,0.1,17586.0,2023,9,Sep,2023-09
193,2024-03-23,89,38,10,1,3442,0.1,3097.8,2024,3,Mar,2024-03
194,2021-01-17,89,73,2,5,4269,0.1,19210.5,2021,1,Jan,2021-01
195,2022-04-17,90,78,12,2,1757,0.1,3162.6,2022,4,Apr,2022-04
196,2024-10-20,90,97,5,1,522,0.1,469.8,2024,10,Oct,2024-10
197,2023-06-22,91,5,19,3,1276,0.0,3828.0,2023,6,Jun,2023-06
198,2022-08-28,92,42,14,2,1844,0.05,3503.6,2022,8,Aug,2022-08
199,2024-01-10,92,113,12,5,4310,0.1,19395.0,2024,1,Jan,2024-01
200,2021-12-03,92,33,16,3,2974,0.0,8922.0,2021,12,Dec,2021-12
201,2023-08-18,92,10,5,2,3455,0.1,6219.0,2023,8,Aug,2023-08
202,2021-07-04,92,102,13,1,2366,0.0,2366.0,2021,7,Jul,2021-07
203,2023-07-21,93,48,9,5,3321,0.1,14944.5,2023,7,Jul,2023-07
204,2021-08-10,93,87,8,4,405,0.1,1458.0,2021,8,Aug,2021-08
205,2024-06-03,93,29,3,4,2675,0.15,9095.0,2024,6,Jun,2024-06
206,2021-08-27,94,18,2,1,2693,0.15,2289.05,2021,8,Aug,2021-08
207,2021-08-26,95,13,8,5,1311,0.15,5571.75,2021,8,Aug,2021-08
208,2023-07-19,95,48,18,4,1465,0.15,4981.0,2023,7,Jul,2023-07
209,2024-09-03,95,13,16,5,3543,0.1,15943.5,2024,9,Sep,2024-09
210,2021-03-09,95,89,12,2,3832,0.15,6514.4,2021,3,Mar,2021-03
211,2022-04-29,96,110,12,1,3209,0.1,2888.1,2022,4,Apr,2022-04
212,2021-05-05,97,51,9,2,1200,0.15,2040.0,2021,5,May,2021-05
213,2021-07-07,97,85,7,5,374,0.0,1870.0,2021,7,Jul,2021-07
214,2022-11-15,98,32,5,5,1881,0.0,9405.0,2022,11,Nov,2022-11
215,2024-02-10,98,27,19,2,2108,0.1,3794.4,2024,2,Feb,2024-02
216,2021-10-30,99,101,20,1,2471,0.05,2347.45,2021,10,Oct,2021-10
217,2021-09-24,100,70,9,2,1100,0.0,2200.0,2021,9,Sep,2021-09
218,2021-09-27,100,2,12,2,2852,0.0,5704.0,2021,9,Sep,2021-09
219,2021-12-23,100,34,2,2,3648,0.0,7296.0,2021,12,Dec,2021-12
220,2021-05-11,100,61,15,3,4404,0.0,13212.0,2021,5,May,2021-05
221,2023-07-15,100,65,8,5,555,0.1,2497.5,2023,7,Jul,2023-07
222,2023-07-28,101,83,1,1,4123,0.15,3504.55,2023,7,Jul,2023-07
223,2023-05-24,101,88,4,4,3833,0.0,15332.0,2023,5,May,2023-05
224,2021-06-15,101,42,20,2,738,0.05,1402.2,2021,6,Jun,2021-06
225,2022-07-18,102,80,19,5,2863,0.15,12167.75,2022,7,Jul,2022-07
226,2024-05-08,102,68,10,4,4341,0.15,14759.4,2024,5,May,2024-05
227,2021-07-23,103,102,4,5,1961,0.15,8334.25,2021,7,Jul,2021-07
228,2023-07-14,104,114,8,4,2976,0.15,10118.4,2023,7,Jul,2023-07
229,2023-03-28,105,54,4,3,3696,0.1,9979.2,2023,3,Mar,2023-03
230,2024-09-24,106,33,12,2,4085,0.0,8170.0,2024,9,Sep,2024-09
231,2021-07-06,106,107,3,1,3737,0.0,3737.0,2021,7,Jul,2021-07
232,2023-02-03,106,104,5,5,691,0.1,3109.5,2023,2,Feb,2023-02
233,2024-10-04,107,16,14,3,3664,0.0,10992.0,2024,10,Oct,2024-10
234,2022-08-13,108,77,10,3,1048,0.05,2986.8,2022,8,Aug,2022-08
235,2021-11-13,108,85,16,2,1086,0.1,1954.8,2021,11,Nov,2021-11
236,2024-02-14,109,48,4,3,4903,0.05,13973.55,2024,2,Feb,2024-02
237,2023-05-29,109,109,18,5,4760,0.0,23800.0,2023,5,May,2023-05
238,2024-06-01,109,119,9,1,1677,0.1,1509.3,2024,6,Jun,2024-06
239,2024-12-10,110,98,10,3,3075,0.0,9225.0,2024,12,Dec,2024-12
240,2022-01-07,111,112,5,5,3483,0.0,17415.0,2022,1,Jan,2022-01
241,2021-10-18,111,95,1,1,4545,0.05,4317.75,2021,10,Oct,2021-10
242,2023-02-10,111,54,15,3,1489,0.1,4020.3,2023,2,Feb,2023-02
243,2022-10-01,112,93,11,5,895,0.0,4475.0,2022,10,Oct,2022-10
244,2021-11-15,113,21,20,1,868,0.1,781.2,2021,11,Nov,2021-11
245,2023-06-27,113,85,14,4,3821,0.15,12991.4,2023,6,Jun,2023-06
246,2022-07-14,113,28,17,1,3027,0.15,2572.95,2022,7,Jul,2022-07
247,2021-08-16,113,37,19,4,4516,0.1,16257.6,2021,8,Aug,2021-08
248,2021-04-04,113,29,13,5,648,0.0,3240.0,2021,4,Apr,2021-04
249,2022-02-23,114,39,7,2,2293,0.1,4127.4,2022,2,Feb,2022-02
250,2022-11-03,114,16,1,4,3727,0.05,14162.6,2022,11,Nov,2022-11
251,2021-09-22,115,49,18,2,4298,0.1,7736.4,2021,9,Sep,2021-09
252,2021-05-28,116,51,2,4,353,0.15,1200.2,2021,5,May,2021-05
253,2021-06-09,117,111,11,5,3716,0.15,15793.0,2021,6,Jun,2021-06
254,2024-12-24,117,82,14,3,1143,0.15,2914.65,2024,12,Dec,2024-12
255,2021-02-12,118,42,6,5,3969,0.1,17860.5,2021,2,Feb,2021-02
256,2021-06-30,118,56,4,2,3769,0.15,6407.3,2021,6,Jun,2021-06
257,2023-12-10,118,11,13,3,2981,0.05,8495.85,2023,12,Dec,2023-12
258,2022-11-14,119,100,6,1,4381,0.0,4381.0,2022,11,Nov,2022-11
259,2023-12-23,119,66,7,3,3076,0.05,8766.6,2023,12,Dec,2023-12
260,2022-04-29,119,14,5,3,1816,0.05,5175.6,2022,4,Apr,2022-04
261,2024-05-18,120,20,3,2,4247,0.15,7219.9,2024,5,May,2024-05
262,2024-02-29,120,98,19,4,4824,0.1,17366.4,2024,2,Feb,2024-02
263,2024-07-08,121,41,5,4,759,0.15,2580.6,2024,7,Jul,2024-07
264,2023-06-25,122,81,10,3,660,0.1,1782.0,2023,6,Jun,2023-06
265,2023-11-06,123,10,10,4,3902,0.0,15608.0,2023,11,Nov,2023-11
266,2021-04-27,124,48,10,1,939,0.15,798.15,2021,4,Apr,2021-04
267,2023-08-06,124,75,18,1,3884,0.05,3689.8,2023,8,Aug,2023-08
268,2022-10-21,125,78,16,5,1435,0.0,7175.0,2022,10,Oct,2022-10
269,2023-07-12,125,14,11,1,4333,0.05,4116.35,2023,7,Jul,2023-07
270,2021-03-22,125,32,15,4,4493,0.05,17073.4,2021,3,Mar,2021-03
271,2023-01-16,125,48,10,4,3548,0.1,12772.8,2023,1,Jan,2023-01
272,2024-10-22,126,77,2,3,739,0.1,1995.3,2024,10,Oct,2024-10
273,2021-07-13,126,72,13,3,2264,0.05,6452.4,2021,7,Jul,2021-07
274,2022-11-14,127,11,19,2,3065,0.1,5517.0,2022,11,Nov,2022-11
275,2024-09-05,128,90,13,2,894,0.1,1609.2,2024,9,Sep,2024-09
276,2024-02-19,128,49,11,2,4512,0.0,9024.0,2024,2,Feb,2024-02
277,2024-08-16,129,86,14,5,3164,0.0,15820.0,2024,8,Aug,2024-08
278,2023-01-13,129,40,6,2,2999,0.15,5098.3,2023,1,Jan,2023-01
279,2022-01-29,129,29,5,2,832,0.1,1497.6,2022,1,Jan,2022-01
280,2021-07-27,130,65,18,5,509,0.1,2290.5,2021,7,Jul,2021-07
281,2024-06-19,130,17,20,4,1463,0.05,5559.4,2024,6,Jun,2024-06
282,2022-01-06,130,107,20,2,3785,0.0,7570.0,2022,1,Jan,2022-01
283,2023-04-22,131,47,8,4,2534,0.15,8615.6,2023,4,Apr,2023-04
284,2022-04-25,131,69,8,3,4042,0.05,11519.7,2022,4,Apr,2022-04
285,2023-01-24,131,87,19,4,3982,0.1,14335.2,2023,1,Jan,2023-01
286,2023-02-22,131,65,17,4,1527,0.05,5802.6,2023,2,Feb,2023-02
287,2024-05-23,132,18,9,1,4136,0.1,3722.4,2024,5,May,2024-05
288,2024-02-10,133,120,4,5,1221,0.1,5494.5,2024,2,Feb,2024-02
289,2021-06-21,134,98,6,3,3880,0.05,11058.0,2021,6,Jun,2021-06
290,2023-06-15,134,12,8,4,3063,0.0,12252.0,2023,6,Jun,2023-06
291,2023-04-30,134,7,13,5,3263,0.05,15499.25,2023,4,Apr,2023-04
292,2023-03-02,134,11,12,2,430,0.1,774.0,2023,3,Mar,2023-03
293,2021-07-22,135,108,11,2,1327,0.0,2654.0,2021,7,Jul,2021-07
294,2022-08-11,135,118,16,2,4042,0.15,6871.4,2022,8,Aug,2022-08
295,2024-06-14,135,1,3,1,2296,0.05,2181.2,2024,6,Jun,2024-06
296,2021-11-03,136,71,20,5,3667,0.0,18335.0,2021,11,Nov,2021-11
297,2022-08-14,137,31,10,1,591,0.05,561.45,2022,8,Aug,2022-08
298,2023-05-10,137,82,20,4,714,0.0,2856.0,2023,5,May,2023-05
299,2023-10-21,137,77,18,1,4421,0.05,4199.95,2023,10,Oct,2023-10
300,2021-10-22,138,38,14,1,3090,0.05,2935.5,2021,10,Oct,2021-10
301,2024-03-14,138,54,6,1,4488,0.1,4039.2,2024,3,Mar,2024-03
302,2021-05-19,138,68,18,5,4358,0.0,21790.0,2021,5,May,2021-05
303,2023-03-11,139,112,16,1,3369,0.1,3032.1,2023,3,Mar,2023-03
304,2022-06-04,139,96,1,3,753,0.1,2033.1,2022,6,Jun,2022-06
305,2022-05-09,140,94,4,5,2923,0.05,13884.25,2022,5,May,2022-05
306,2021-04-01,140,46,18,3,1634,0.15,4166.7,2021,4,Apr,2021-04
307,2024-11-25,140,62,6,2,716,0.15,1217.2,2024,11,Nov,2024-11
308,2021-03-17,141,38,7,1,1834,0.0,1834.0,2021,3,Mar,2021-03
309,2022-10-09,142,120,10,5,3462,0.15,14713.5,2022,10,Oct,2022-10
310,2022-06-03,142,5,7,3,3124,0.0,9372.0,2022,6,Jun,2022-06
311,2024-09-04,143,43,9,1,3214,0.15,2731.9,2024,9,Sep,2024-09
312,2023-03-31,143,96,15,4,2977,0.05,11312.6,2023,3,Mar,2023-03
313,2023-10-14,144,89,16,3,4453,0.1,12023.1,2023,10,Oct,2023-10
314,2021-06-19,144,94,14,1,3727,0.05,3540.65,2021,6,Jun,2021-06
315,2024-01-23,144,38,11,1,855,0.1,769.5,2024,1,Jan,2024-01
316,2024-09-15,145,38,10,4,3690,0.05,14022.0,2024,9,Sep,2024-09
317,2024-11-13,145,57,12,4,546,0.1,1965.6,2024,11,Nov,2024-11
318,2024-06-13,145,56,9,1,814,0.15,691.9,2024,6,Jun,2024-06
319,2023-01-15,146,66,6,1,1369,0.15,1163.65,2023,1,Jan,2023-01
320,2021-03-13,146,17,3,2,3200,0.1,5760.0,2021,3,Mar,2021-03
321,2023-02-24,146,73,2,5,1456,0.15,6188.0,2023,2,Feb,2023-02
322,2023-01-30,147,48,15,1,4901,0.05,4655.95,2023,1,Jan,2023-01
323,2023-12-21,148,47,13,3,2483,0.05,7076.55,2023,12,Dec,2023-12
324,2021-08-21,148,4,6,4,4441,0.15,15099.4,2021,8,Aug,2021-08
325,2024-02-25,148,16,9,3,3855,0.05,10986.75,2024,2,Feb,2024-02
326,2024-06-07,149,37,16,2,1204,0.05,2287.6,2024,6,Jun,2024-06
