date,product_id,sales_qty,inventory_qty,purchase_qty,unit_price,avg_demand_7,avg_demand_30,demand_volatility,inventory_coverage,demand_change,inventory_stress,stockout_risk,overstock_risk,mismatch_type,risk_score,lost_sales_qty,lost_revenue,excess_inventory_qty,overstock_cost
2/14/2023,P001,26,365,10,173,24.85714286,26.23333333,4.375255095,14.68390805,0.428571429,0.068101761,0,0,Balanced,1.432341695,0,0,0,0
2/15/2023,P001,20,345,19,173,25,26,4.163331999,13.8,0.142857143,0.072463768,0,0,Balanced,1.313802912,0,0,0,0
2/16/2023,P001,28,317,5,173,25,26.1,4.163331999,12.68,0,0.078864353,0,0,Balanced,1.288431776,0,0,0,0
2/17/2023,P001,30,287,17,173,25.71428571,26.06666667,4.572172559,11.16111111,0.714285714,0.089596814,0,0,Balanced,1.559307318,0,0,0,0
2/18/2023,P001,20,267,38,173,25.57142857,25.83333333,4.755948656,10.44134078,-0.142857143,0.095773141,0,0,Balanced,1.503242596,0,0,0,0
2/19/2023,P001,25,242,34,173,24.57142857,25.76666667,3.823486317,9.848837209,-1,0.101534829,0,0,Balanced,1.39781331,0,0,0,0
2/20/2023,P001,26,216,23,173,25,25.76666667,3.785938897,8.64,0.428571429,0.115740741,0,0,Balanced,1.279366325,0,0,0,0
2/21/2023,P001,20,196,6,173,24.14285714,25.26666667,4.180453382,8.118343195,-0.857142857,0.123177843,0,0,Balanced,1.487153507,0,0,0,0
2/22/2023,P001,32,164,16,173,25.85714286,25.63333333,4.63424109,6.342541436,1.714285714,0.157665505,0,0,Balanced,1.811962222,0,0,0,0
2/23/2023,P001,21,143,28,173,24.85714286,25.3,4.84522347,5.752873563,-1,0.173826174,0,0,Balanced,1.740480128,0,0,0,0
2/24/2023,P001,24,367,15,173,24,25.13333333,4.281744193,15.29166667,-0.857142857,0.065395095,0,0,Balanced,1.488649377,0,0,0,0
2/25/2023,P001,28,339,6,173,25.14285714,25.36666667,4.099941928,13.48295455,1.142857143,0.07416772,0,0,Balanced,1.495637867,0,0,0,0
2/26/2023,P001,30,309,5,173,25.85714286,25.73333333,4.488079449,11.95027624,0.714285714,0.083680074,0,0,Balanced,1.531121015,0,0,0,0
2/27/2023,P001,22,287,32,173,25.28571429,25.76666667,4.715728495,11.35028249,-0.571428571,0.088103534,0,0,Balanced,1.57305603,0,0,0,0
2/28/2023,P001,26,261,8,173,26.14285714,25.7,4.099941928,9.983606557,0.857142857,0.100164204,0,0,Balanced,1.451493252,0,0,0,0
3/1/2023,P001,17,244,34,173,24,25.4,4.434711565,10.16666667,-2.142857143,0.098360656,0,0,Balanced,1.808165226,0,0,0,0
3/2/2023,P001,22,222,11,173,24.14285714,25.13333333,4.33699479,9.195266272,0.142857143,0.108751609,0,0,Balanced,1.38404567,0,0,0,0
3/3/2023,P001,26,196,26,173,24.42857143,25.1,4.391550328,8.023391813,0.285714286,0.124635569,0,0,Balanced,1.43692574,0,0,0,0
3/4/2023,P001,25,171,30,173,24,25.03333333,4.123105626,7.125,-0.428571429,0.140350877,0,0,Balanced,1.392821412,0,0,0,0
3/5/2023,P001,20,151,33,173,22.57142857,24.66666667,3.359421719,6.689873418,-1.428571429,0.149479659,0,0,Balanced,1.368280631,0,0,0,0
3/6/2023,P001,22,129,29,173,22.57142857,24.3,3.359421719,5.715189873,0,0.174972315,0,0,Balanced,1.095312673,0,0,0,0
3/7/2023,P001,26,322,14,173,22.57142857,24.4,3.359421719,14.26582278,0,0.070097604,0,0,Balanced,1.042875318,0,0,0,0
3/8/2023,P001,29,293,24,173,24.28571429,24.53333333,3.093772547,12.06470588,1.714285714,0.082886397,0,0,Balanced,1.312432105,0,0,0,0
3/9/2023,P001,24,269,18,173,24.57142857,24.56666667,2.935821456,10.94767442,0.285714286,0.091343601,0,0,Balanced,0.983561094,0,0,0,0
3/10/2023,P001,26,243,37,173,24.57142857,24.8,2.935821456,9.889534884,0,0.10111699,0,0,Balanced,0.931304932,0,0,0,0
3/11/2023,P001,25,218,9,173,24.57142857,24.7,2.935821456,8.872093023,0,0.112712975,0,0,Balanced,0.937102924,0,0,0,0
3/12/2023,P001,34,184,10,173,26.57142857,25,3.90969491,6.924731183,2,0.144409938,0,0,Balanced,1.645113442,0,0,0,0
3/13/2023,P001,26,158,26,173,27.14285714,25.16666667,3.38765265,5.821052632,0.571428571,0.171790235,0,0,Balanced,1.216476627,0,0,0,0
3/14/2023,P001,22,136,21,173,26.57142857,24.83333333,3.90969491,5.11827957,-0.571428571,0.195378151,0,0,Balanced,1.384883263,0,0,0,0
3/15/2023,P001,24,521,19,173,25.85714286,24.86666667,3.848314411,20.14917127,-0.714285714,0.049629833,0,0,Balanced,1.322166383,0,0,0,0
3/16/2023,P001,34,487,32,173,27.28571429,25.13333333,4.785891965,17.84816754,1.428571429,0.056028161,0,0,Balanced,1.749495956,0,0,0,0
3/17/2023,P001,21,466,6,173,26.57142857,25.16666667,5.349677338,17.53763441,-0.714285714,0.057020233,0,0,Balanced,1.776270461,0,0,0,0
3/18/2023,P001,28,438,22,173,27,25.16666667,5.322906474,16.22222222,0.428571429,0.061643836,0,0,Balanced,1.713408146,0,0,0,0
3/19/2023,P001,19,419,31,173,24.85714286,24.8,5.047394424,16.85632184,-2.142857143,0.059324923,0,0,Balanced,1.972452218,0,0,0,0
3/20/2023,P001,23,396,25,173,24.42857143,24.9,5.061526214,16.21052632,-0.428571429,0.061688312,0,0,Balanced,1.635016306,0,0,0,0
3/21/2023,P001,26,370,27,173,25,24.93333333,4.966554809,14.8,0.571428571,0.067567568,0,0,Balanced,1.638035941,0,0,0,0
3/22/2023,P001,19,351,11,173,24.28571429,24.7,5.468524655,14.45294118,-0.714285714,0.069190069,0,0,Balanced,1.818009574,0,0,0,0
3/23/2023,P001,32,319,23,173,24,25.1,4.898979486,13.29166667,-0.285714286,0.07523511,0,0,Balanced,1.564454258,0,0,0,0
3/24/2023,P001,24,295,13,173,24.42857143,24.83333333,4.720774755,12.07602339,0.428571429,0.082808717,0,0,Balanced,1.543351071,0,0,0,0
3/25/2023,P001,16,279,16,173,22.71428571,24.66666667,5.345224838,12.28301887,-1.714285714,0.08141321,0,0,Balanced,1.9871312,0,0,0,0
3/26/2023,P001,30,249,34,173,24.28571429,24.86666667,5.677860093,10.25294118,1.571428571,0.097532989,0,0,Balanced,2.066410237,0,0,0,0
3/27/2023,P001,27,222,11,173,24.85714286,24.83333333,5.72795983,8.931034483,0.571428571,0.111969112,0,0,Balanced,1.888658219,0,0,0,0
3/28/2023,P001,24,198,6,173,24.57142857,24.63333333,5.711308748,8.058139535,-0.285714286,0.124098124,0,0,Balanced,1.832584544,0,0,0,0
3/29/2023,P001,21,177,21,173,24.85714286,24.6,5.429197959,7.120689655,0.285714286,0.140435835,0,0,Balanced,1.756120162,0,0,0,0
3/30/2023,P001,28,149,15,173,24.28571429,24.66666667,4.715728495,6.135294118,-0.571428571,0.162991371,0,0,Balanced,1.610499948,0,0,0,0
3/31/2023,P001,31,389,16,173,25.28571429,25.13333333,5.345224838,15.38418079,1,0.065001836,0,0,Balanced,1.83606837,0,0,0,0
4/1/2023,P001,18,371,7,173,25.57142857,25,4.790864322,14.50837989,0.285714286,0.068925683,0,0,Balanced,1.528864996,0,0,0,0
4/2/2023,P001,22,349,25,173,24.42857143,24.86666667,4.503966506,14.28654971,-1.142857143,0.069995907,0,0,Balanced,1.614759334,0,0,0,0
4/3/2023,P001,27,322,18,173,24.42857143,24.93333333,4.503966506,13.18128655,0,0.075865129,0,0,Balanced,1.389122516,0,0,0,0
4/4/2023,P001,16,306,19,173,23.28571429,24.8,5.529143566,13.14110429,-1.142857143,0.076097106,0,0,Balanced,1.925363051,0,0,0,0
4/5/2023,P001,28,278,14,173,24.28571429,25,5.677860093,11.44705882,1,0.087358684,0,0,Balanced,1.94703737,0,0,0,0
4/6/2023,P001,19,259,14,173,23,24.76666667,5.715476066,11.26086957,-1.285714286,0.088803089,0,0,Balanced,2.016187221,0,0,0,0
4/7/2023,P001,29,230,21,173,22.71428571,24.76666667,5.282495803,10.12578616,-0.285714286,0.098757764,0,0,Balanced,1.69127048,0,0,0,0
4/8/2023,P001,16,214,29,173,22.42857143,24.5,5.623081683,9.541401274,-0.285714286,0.104806409,0,0,Balanced,1.796470566,0,0,0,0
4/9/2023,P001,24,190,31,173,22.71428571,24.43333333,5.648430039,8.364779874,0.285714286,0.119548872,0,0,Balanced,1.811446305,0,0,0,0
4/10/2023,P001,27,163,37,173,22.71428571,24.5,5.648430039,7.176100629,0,0.139351446,0,0,Balanced,1.764204735,0,0,0,0
4/11/2023,P001,28,135,15,173,24.42857143,24.3,5.061526214,5.526315789,1.714285714,0.180952381,0,0,Balanced,1.951791198,0,0,0,0
4/12/2023,P001,31,598,17,173,24.85714286,24.46666667,5.520524475,24.05747126,0.428571429,0.041567129,0,0,Balanced,1.762655192,0,0,0,0
4/13/2023,P001,20,578,5,173,25,24.4,5.354126135,23.12,0.142857143,0.043252595,0,0,Balanced,1.656435567,0,0,0,0
4/14/2023,P001,24,554,35,173,24.28571429,24.4,5.056820006,22.81176471,-0.714285714,0.043837029,0,0,Balanced,1.681821659,0,0,0,0
4/15/2023,P001,36,518,37,173,27.14285714,24.46666667,5.2417736,19.08421053,2.857142857,0.052399338,0,0,Balanced,2.170160321,0,0,0,0
4/16/2023,P001,26,492,25,173,27.42857143,24.63333333,5.094347942,17.9375,0.285714286,0.055749129,0,0,Balanced,1.613321804,0,0,0,0
4/17/2023,P001,37,455,20,173,28.85714286,24.93333333,6.229729032,15.76732673,1.428571429,0.063422292,0,0,Balanced,2.186344141,0,0,0,0
4/18/2023,P001,22,433,27,173,28,25.03333333,6.757711644,15.46428571,-0.857142857,0.064665127,0,0,Balanced,2.231074628,0,0,0,0
4/19/2023,P001,20,413,14,173,26.42857143,24.93333333,7.207800008,15.62702703,-1.571428571,0.063991698,0,0,Balanced,2.508621566,0,0,0,0
4/20/2023,P001,27,386,37,173,27.42857143,24.96666667,6.629659188,14.07291667,1,0.071058475,0,0,Balanced,2.224426994,0,0,0,0
4/21/2023,P001,20,366,26,173,26.85714286,25,7.128079953,13.62765957,-0.571428571,0.073380172,0,0,Balanced,2.289399786,0,0,0,0
4/22/2023,P001,31,335,10,173,26.14285714,24.96666667,6.256425269,12.81420765,-0.714285714,0.07803838,0,0,Balanced,2.058803913,0,0,0,0
4/23/2023,P001,23,312,14,173,25.71428571,24.93333333,6.369570517,12.13333333,-0.428571429,0.082417582,0,0,Balanced,2.037794232,0,0,0,0
4/24/2023,P001,23,289,20,173,23.71428571,25.16666667,3.98807747,12.18674699,-2,0.082056352,0,0,Balanced,1.637451417,0,0,0,0
4/25/2023,P001,38,251,17,173,26,25.43333333,6.582805886,9.653846154,2.285714286,0.103585657,0,0,Balanced,2.483777452,0,0,0,0
4/26/2023,P001,21,230,24,173,26.14285714,25.23333333,6.440201121,8.797814208,0.142857143,0.113664596,0,0,Balanced,2.017464063,0,0,0,0
4/27/2023,P001,28,202,8,173,26.28571429,25.36666667,6.47338875,7.684782609,0.142857143,0.130127298,0,0,Balanced,2.035651703,0,0,0,0
4/28/2023,P001,16,186,24,173,25.71428571,25.2,7.250615737,7.233333333,-0.571428571,0.138248848,0,0,Balanced,2.358594859,0,0,0,0
4/29/2023,P001,20,166,26,173,24.14285714,24.93333333,7.104659772,6.875739645,-1.571428571,0.145438898,0,0,Balanced,2.518403095,0,0,0,0
4/30/2023,P001,30,136,33,173,25.14285714,24.9,7.403345447,5.409090909,1,0.18487395,0,0,Balanced,2.513440609,0,0,0,0
5/1/2023,P001,13,408,20,173,23.71428571,24.73333333,8.731442907,17.20481928,-1.428571429,0.058123249,0,0,Balanced,2.934208782,0,0,0,0
5/2/2023,P001,24,384,27,173,21.71428571,24.8,6.129553701,17.68421053,-2,0.056547619,0,0,Balanced,2.26713992,0,0,0,0
5/3/2023,P001,17,367,34,173,21.14285714,24.46666667,6.388233231,17.35810811,-0.571428571,0.057609965,0,0,Balanced,2.059560666,0,0,0,0
5/4/2023,P001,22,345,34,173,20.28571429,24.66666667,5.677860093,17.00704225,-0.857142857,0.058799172,0,0,Balanced,1.904186185,0,0,0,0
5/5/2023,P001,34,311,7,173,22.85714286,24.86666667,7.267016156,13.60625,2.571428571,0.073495636,0,0,Balanced,2.731138379,0,0,0,0
5/6/2023,P001,27,284,28,173,23.85714286,25.13333333,7.289914756,11.90419162,1,0.084004024,0,0,Balanced,2.428976439,0,0,0,0
5/7/2023,P001,25,259,17,173,23.14285714,25,6.817344826,11.19135802,-0.714285714,0.089354661,0,0,Balanced,2.232737921,0,0,0,0
5/8/2023,P001,26,233,36,173,25,25.33333333,5.163977795,9.32,1.857142857,0.107296137,0,0,Balanced,1.974269979,0,0,0,0
5/9/2023,P001,27,206,16,173,25.42857143,25.43333333,5.191568256,8.101123596,0.428571429,0.123439667,0,0,Balanced,1.704904596,0,0,0,0
5/10/2023,P001,31,175,12,173,27.42857143,25.56666667,3.95209408,6.380208333,2,0.156734694,0,0,Balanced,1.663995571,0,0,0,0
5/11/2023,P001,22,153,28,173,27.42857143,25.36666667,3.95209408,5.578125,0,0.179271709,0,0,Balanced,1.275264078,0,0,0,0
5/12/2023,P001,19,134,20,173,25.28571429,24.96666667,3.860668583,5.299435028,-2.142857143,0.18869936,0,0,Balanced,1.681121684,0,0,0,0
5/13/2023,P001,28,451,36,173,25.42857143,25.23333333,3.95209408,17.73595506,0.142857143,0.056382642,0,0,Balanced,1.242390974,0,0,0,0
5/14/2023,P001,19,432,38,173,24.57142857,25.06666667,4.649628761,17.58139535,-0.857142857,0.056878307,0,0,Balanced,1.594756353,0,0,0,0
5/15/2023,P001,24,408,39,173,24.28571429,24.66666667,4.608480795,16.8,-0.285714286,0.05952381,0,0,Balanced,1.469449,0,0,0,0
5/16/2023,P001,24,384,36,173,23.85714286,24.6,4.450789122,16.09580838,-0.428571429,0.062127976,0,0,Balanced,1.45201501,0,0,0,0
5/17/2023,P001,25,359,21,173,23,24.2,3.265986324,15.60869565,-0.857142857,0.064066852,0,0,Balanced,1.183257895,0,0,0,0
5/18/2023,P001,29,330,6,173,24,24.43333333,3.915780041,13.75,1,0.072727273,0,0,Balanced,1.411097649,0,0,0,0
5/19/2023,P001,24,306,30,173,24.71428571,24.56666667,3.251373336,12.38150289,0.714285714,0.08076564,0,0,Balanced,1.158651964,0,0,0,0
5/20/2023,P001,28,278,21,173,24.71428571,24.6,3.251373336,11.24855491,0,0.088900308,0,0,Balanced,1.019862155,0,0,0,0
5/21/2023,P001,15,263,6,173,24.14285714,24.43333333,4.525062483,10.89349112,-0.571428571,0.091797936,0,0,Balanced,1.517703427,0,0,0,0
5/22/2023,P001,25,238,12,173,24.28571429,24.23333333,4.535573676,9.8,0.142857143,0.102040816,0,0,Balanced,1.44026394,0,0,0,0
5/23/2023,P001,21,217,10,173,23.85714286,24.16666667,4.705619741,9.095808383,-0.428571429,0.10994075,0,0,Balanced,1.552370583,0,0,0,0
5/24/2023,P001,23,194,13,173,23.57142857,24.16666667,4.685336802,8.23030303,-0.285714286,0.121502209,0,0,Balanced,1.523495002,0,0,0,0
5/25/2023,P001,24,170,5,173,22.85714286,23.7,4.059087395,7.4375,-0.714285714,0.134453782,0,0,Balanced,1.427810252,0,0,0,0
5/26/2023,P001,31,139,9,173,23.85714286,24.03333333,5.113008619,5.826347305,1,0.171634121,0,0,Balanced,1.819719646,0,0,0,0
5/27/2023,P001,22,596,13,173,23,23.83333333,4.795831523,25.91304348,-0.857142857,0.038590604,0,0,Balanced,1.62947333,0,0,0,0
5/28/2023,P001,20,576,18,173,23.71428571,23.96666667,3.638419332,24.28915663,0.714285714,0.041170635,0,0,Balanced,1.25496826,0,0,0,0
5/29/2023,P001,16,560,31,173,22.42857143,23.83333333,4.577377082,24.96815287,-1.285714286,0.04005102,0,0,Balanced,1.650381492,0,0,0,0
5/30/2023,P001,29,531,13,173,23.57142857,23.8,5.126959556,22.52727273,1.142857143,0.044390638,0,0,Balanced,1.788854614,0,0,0,0
5/31/2023,P001,22,509,33,173,23.42857143,24.1,5.15936504,21.72560976,-0.142857143,0.046028628,0,0,Balanced,1.599395254,0,0,0,0
6/1/2023,P001,32,477,24,173,24.57142857,24.36666667,6.106202935,19.4127907,1.142857143,0.051512429,0,0,Balanced,2.086188524,0,0,0,0
6/2/2023,P001,23,454,19,173,23.42857143,24.56666667,5.411627693,19.37804878,-1.142857143,0.051604783,0,0,Balanced,1.877862128,0,0,0,0
6/3/2023,P001,28,426,7,173,24.28571429,24.76666667,5.61884584,17.54117647,0.857142857,0.057008719,0,0,Balanced,1.885586683,0,0,0,0
6/4/2023,P001,27,399,27,173,25.28571429,24.53333333,5.345224838,15.77966102,1,0.063372718,0,0,Balanced,1.83525381,0,0,0,0
6/5/2023,P001,25,374,13,173,26.57142857,24.46666667,3.505098328,14.07526882,1.285714286,0.0710466,0,0,Balanced,1.344195656,0,0,0,0
6/6/2023,P001,18,356,34,173,25,24.23333333,4.546060566,14.24,-1.571428571,0.070224719,0,0,Balanced,1.713216244,0,0,0,0
6/7/2023,P001,28,328,23,173,25.85714286,24.3,4.450789122,12.68508287,0.857142857,0.078832753,0,0,Balanced,1.546081684,0,0,0,0
6/8/2023,P001,25,303,7,173,24.85714286,24.23333333,3.532165126,12.18965517,-1,0.082036775,0,0,Balanced,1.300667925,0,0,0,0
6/9/2023,P001,20,283,7,173,24.42857143,23.86666667,3.95209408,11.58479532,-0.428571429,0.08632004,0,0,Balanced,1.31450253,0,0,0,0
6/10/2023,P001,19,264,38,173,23.14285714,23.76666667,4.059087395,11.40740741,-1.285714286,0.087662338,0,0,Balanced,1.518700244,0,0,0,0
6/11/2023,P001,21,243,6,173,22.28571429,23.83333333,3.728908943,10.90384615,-0.857142857,0.091710758,0,0,Balanced,1.335956634,0,0,0,0
6/12/2023,P001,20,223,31,173,21.57142857,23.56666667,3.598941643,10.33774834,-0.714285714,0.096732864,0,0,Balanced,1.270906068,0,0,0,0
6/13/2023,P001,30,193,27,173,23.28571429,23.93333333,4.38612531,8.288343558,1.714285714,0.120651369,0,0,Balanced,1.719020421,0,0,0,0
6/14/2023,P001,21,172,36,173,22.28571429,23.83333333,3.903600292,7.717948718,-1,0.129568106,0,0,Balanced,1.435864141,0,0,0,0
6/15/2023,P001,29,143,39,173,22.85714286,24,4.598136268,6.25625,0.571428571,0.15984016,0,0,Balanced,1.573646675,0,0,0,0
6/16/2023,P001,20,415,22,173,22.85714286,23.83333333,4.598136268,18.15625,0,0.055077453,0,0,Balanced,1.406979607,0,0,0,0
6/17/2023,P001,26,389,31,173,23.85714286,23.73333333,4.375255095,16.30538922,1,0.061329416,0,0,Balanced,1.543241236,0,0,0,0
6/18/2023,P001,28,361,15,173,24.85714286,23.86666667,4.413183712,14.52298851,1,0.068856351,0,0,Balanced,1.558383289,0,0,0,0
6/19/2023,P001,24,337,23,173,25.42857143,23.73333333,3.90969491,13.25280899,0.571428571,0.075455702,0,0,Balanced,1.324922038,0,0,0,0
6/20/2023,P001,19,318,29,173,23.85714286,23.86666667,3.97611919,13.32934132,-1.571428571,0.075022462,0,0,Balanced,1.544632702,0,0,0,0
6/21/2023,P001,26,292,11,173,24.57142857,23.9,3.823486317,11.88372093,0.714285714,0.084148728,0,0,Balanced,1.331977402,0,0,0,0
6/22/2023,P001,22,270,35,173,23.57142857,23.93333333,3.359421719,11.45454545,-1,0.087301587,0,0,Balanced,1.251477309,0,0,0,0
6/23/2023,P001,24,246,6,173,24.14285714,23.96666667,2.968084199,10.18934911,0.571428571,0.098141696,0,0,Balanced,1.053781822,0,0,0,0
6/24/2023,P001,21,225,9,173,23.42857143,23.86666667,3.047247001,9.603658537,-0.714285714,0.104126984,0,0,Balanced,1.109094735,0,0,0,0
6/25/2023,P001,21,204,18,173,22.42857143,23.53333333,2.370453041,9.095541401,-1,0.109943978,0,0,Balanced,0.966107901,0,0,0,0
6/26/2023,P001,27,177,22,173,22.85714286,23.7,2.911389784,7.74375,0.428571429,0.1291364,0,0,Balanced,1.023699421,0,0,0,0
6/27/2023,P001,29,148,8,173,24.28571429,24,3.14718317,6.094117647,1.428571429,0.164092664,0,0,Balanced,1.311915569,0,0,0,0
6/28/2023,P001,33,549,28,173,25.28571429,24.56666667,4.572172559,21.71186441,1,0.046057767,0,0,Balanced,1.594680651,0,0,0,0
6/29/2023,P001,23,526,17,173,25.42857143,24.36666667,4.466808811,20.68539326,0.142857143,0.048343292,0,0,Balanced,1.392785718,0,0,0,0
6/30/2023,P001,20,506,25,173,24.85714286,24.3,4.913538149,20.35632184,-0.571428571,0.049124788,0,0,Balanced,1.612909553,0,0,0,0
7/1/2023,P001,35,471,37,173,26.85714286,24.4,5.843188953,17.53723404,2,0.057021535,0,0,Balanced,2.181467453,0,0,0,0
7/2/2023,P001,25,446,24,173,27.42857143,24.46666667,5.349677338,16.26041667,0.571428571,0.061499039,0,0,Balanced,1.749938435,0,0,0,0
