date,product_id,sales_qty,inventory_qty,purchase_qty,unit_price,avg_demand_7,avg_demand_30,demand_volatility,inventory_coverage,demand_change,inventory_stress
2023-03-04,P001,25,171,30,173,24.0,25.033333333333335,4.1231056256176615,7.125,-0.42857142857142705,0.14035087719298245
2023-03-05,P001,20,151,33,173,22.571428571428573,24.666666666666668,3.359421718944242,6.689873417721518,-1.428571428571427,0.14947965941343425
2023-03-06,P001,22,129,29,173,22.571428571428573,24.3,3.359421718944242,5.715189873417721,0.0,0.17497231450719825
2023-03-07,P001,26,322,14,173,22.571428571428573,24.4,3.359421718944242,14.265822784810126,0.0,0.07009760425909495
2023-03-08,P001,29,293,24,173,24.285714285714285,24.533333333333335,3.0937725468153903,12.064705882352941,1.7142857142857117,0.08288639687957093
2023-03-09,P001,24,269,18,173,24.571428571428573,24.566666666666666,2.9358214555806414,10.94767441860465,0.28571428571428825,0.09134360063728095
2023-03-10,P001,26,243,37,173,24.571428571428573,24.8,2.9358214555806414,9.88953488372093,0.0,0.1011169900058789
2023-03-11,P001,25,218,9,173,24.571428571428573,24.7,2.9358214555806414,8.872093023255813,0.0,0.11271297509829621
2023-03-12,P001,34,184,10,173,26.571428571428573,25.0,3.9096949095440077,6.924731182795698,2.0,0.14440993788819875
2023-03-13,P001,26,158,26,173,27.142857142857142,25.166666666666668,3.387652649872847,5.821052631578947,0.5714285714285694,0.1717902350813743
2023-03-14,P001,22,136,21,173,26.571428571428573,24.833333333333332,3.9096949095440077,5.118279569892473,-0.5714285714285694,0.1953781512605042
2023-03-15,P001,24,521,19,173,25.857142857142858,24.866666666666667,3.8483144114694996,20.14917127071823,-0.7142857142857153,0.04962983273923773
2023-03-16,P001,34,487,32,173,27.285714285714285,25.133333333333333,4.785891965429429,17.848167539267017,1.428571428571427,0.056028160750953356
2023-03-17,P001,21,466,6,173,26.571428571428573,25.166666666666668,5.34967733784456,17.53763440860215,-0.7142857142857117,0.05702023298589823
2023-03-18,P001,28,438,22,173,27.0,25.166666666666668,5.3229064742237755,16.22222222222222,0.42857142857142705,0.06164383561643835
2023-03-19,P001,19,419,31,173,24.857142857142858,24.8,5.047394424471944,16.856321839080458,-2.1428571428571423,0.05932492328673713
2023-03-20,P001,23,396,25,173,24.428571428571427,24.9,5.061526214398934,16.210526315789476,-0.4285714285714306,0.06168831168831168
2023-03-21,P001,26,370,27,173,25.0,24.933333333333334,4.96655480858378,14.8,0.571428571428573,0.06756756756756757
2023-03-22,P001,19,351,11,173,24.285714285714285,24.7,5.4685246552211755,14.452941176470588,-0.7142857142857153,0.06919006919006919
2023-03-23,P001,32,319,23,173,24.0,25.1,4.898979485566352,13.291666666666666,-0.2857142857142847,0.07523510971786834
2023-03-24,P001,24,295,13,173,24.428571428571427,24.833333333333332,4.720774754816657,12.076023391812866,0.42857142857142705,0.08280871670702179
2023-03-25,P001,16,279,16,173,22.714285714285715,24.666666666666668,5.3452248382484795,12.283018867924527,-1.7142857142857117,0.08141321044546851
2023-03-26,P001,30,249,34,173,24.285714285714285,24.866666666666667,5.677860093212513,10.25294117647059,1.5714285714285694,0.09753298909925416
2023-03-27,P001,27,222,11,173,24.857142857142858,24.833333333333332,5.727959829601094,8.931034482758621,0.571428571428573,0.11196911196911197
2023-03-28,P001,24,198,6,173,24.571428571428573,24.633333333333333,5.711308748355983,8.05813953488372,-0.2857142857142847,0.12409812409812411
2023-03-29,P001,21,177,21,173,24.857142857142858,24.6,5.429197958832451,7.120689655172414,0.2857142857142847,0.14043583535108958
2023-03-30,P001,28,149,15,173,24.285714285714285,24.666666666666668,4.715728494951252,6.135294117647059,-0.571428571428573,0.1629913710450623
2023-03-31,P001,31,389,16,173,25.285714285714285,25.133333333333333,5.3452248382484875,15.384180790960453,1.0,0.06500183621006243
2023-04-01,P001,18,371,7,173,25.571428571428573,25.0,4.790864322059326,14.508379888268156,0.28571428571428825,0.06892568348093955
2023-04-02,P001,22,349,25,173,24.428571428571427,24.866666666666667,4.5039665058384095,14.28654970760234,-1.142857142857146,0.06999590667212444
2023-04-03,P001,27,322,18,173,24.428571428571427,24.933333333333334,4.5039665058384095,13.181286549707604,0.0,0.07586512866015971
2023-04-04,P001,16,306,19,173,23.285714285714285,24.8,5.529143565818173,13.141104294478529,-1.1428571428571423,0.07609710550887021
2023-04-05,P001,28,278,14,173,24.285714285714285,25.0,5.677860093212512,11.447058823529412,1.0,0.08735868448098663
2023-04-06,P001,19,259,14,173,23.0,24.766666666666666,5.715476066494075,11.26086956521739,-1.2857142857142847,0.0888030888030888
2023-04-07,P001,29,230,21,173,22.714285714285715,24.766666666666666,5.282495802626047,10.125786163522012,-0.2857142857142847,0.09875776397515529
2023-04-08,P001,16,214,29,173,22.428571428571427,24.5,5.623081683476377,9.54140127388535,-0.28571428571428825,0.1048064085447263
2023-04-09,P001,24,190,31,173,22.714285714285715,24.433333333333334,5.6484300389366435,8.364779874213836,0.28571428571428825,0.11954887218045113
2023-04-10,P001,27,163,37,173,22.714285714285715,24.5,5.6484300389366435,7.176100628930818,0.0,0.13935144609991237
2023-04-11,P001,28,135,15,173,24.428571428571427,24.3,5.061526214398932,5.526315789473685,1.7142857142857117,0.18095238095238095
2023-04-12,P001,31,598,17,173,24.857142857142858,24.466666666666665,5.520524474738832,24.057471264367816,0.4285714285714306,0.041567128523650264
2023-04-13,P001,20,578,5,173,25.0,24.4,5.354126134736336,23.12,0.14285714285714235,0.04325259515570934
2023-04-14,P001,24,554,35,173,24.285714285714285,24.4,5.056820005836527,22.811764705882354,-0.7142857142857153,0.04383702939659618
2023-04-15,P001,36,518,37,173,27.142857142857142,24.466666666666665,5.241773600241669,19.08421052631579,2.8571428571428577,0.05239933811362383
2023-04-16,P001,26,492,25,173,27.428571428571427,24.633333333333333,5.09434794182543,17.9375,0.2857142857142847,0.05574912891986063
2023-04-17,P001,37,455,20,173,28.857142857142858,24.933333333333334,6.229729031789738,15.767326732673267,1.4285714285714306,0.06342229199372057
2023-04-18,P001,22,433,27,173,28.0,25.033333333333335,6.757711644237769,15.464285714285714,-0.8571428571428577,0.06466512702078522
2023-04-19,P001,20,413,14,173,26.428571428571427,24.933333333333334,7.2078000077957896,15.627027027027028,-1.571428571428573,0.06399169837426495
2023-04-20,P001,27,386,37,173,27.428571428571427,24.966666666666665,6.629659188252516,14.072916666666668,1.0,0.07105847520355292
2023-04-21,P001,20,366,26,173,26.857142857142858,25.0,7.1280799525204435,13.627659574468085,-0.5714285714285694,0.07338017174082748
2023-04-22,P001,31,335,10,173,26.142857142857142,24.966666666666665,6.256425268702341,12.814207650273225,-0.7142857142857153,0.07803837953091684
2023-04-23,P001,23,312,14,173,25.714285714285715,24.933333333333334,6.369570517030845,12.133333333333333,-0.42857142857142705,0.08241758241758242
2023-04-24,P001,23,289,20,173,23.714285714285715,25.166666666666668,3.9880774697542996,12.186746987951807,-2.0,0.08205635195254572
2023-04-25,P001,38,251,17,173,26.0,25.433333333333334,6.582805886043833,9.653846153846153,2.2857142857142847,0.10358565737051793
2023-04-26,P001,21,230,24,173,26.142857142857142,25.233333333333334,6.440201120787338,8.797814207650273,0.14285714285714235,0.11366459627329192
2023-04-27,P001,28,202,8,173,26.285714285714285,25.366666666666667,6.473388749701497,7.684782608695652,0.14285714285714235,0.13012729844413012
2023-04-28,P001,16,186,24,173,25.714285714285715,25.2,7.250615737399726,7.233333333333333,-0.5714285714285694,0.1382488479262673
2023-04-29,P001,20,166,26,173,24.142857142857142,24.933333333333334,7.104659772022194,6.875739644970414,-1.571428571428573,0.14543889845094665
2023-04-30,P001,30,136,33,173,25.142857142857142,24.9,7.4033454471288715,5.409090909090909,1.0,0.18487394957983194
2023-05-01,P001,13,408,20,173,23.714285714285715,24.733333333333334,8.731442906993962,17.204819277108435,-1.428571428571427,0.05812324929971989
2023-05-02,P001,24,384,27,173,21.714285714285715,24.8,6.129553700835686,17.684210526315788,-2.0,0.05654761904761905
2023-05-03,P001,17,367,34,173,21.142857142857142,24.466666666666665,6.388233230676826,17.35810810810811,-0.571428571428573,0.057609964966913195
2023-05-04,P001,22,345,34,173,20.285714285714285,24.666666666666668,5.677860093212502,17.007042253521128,-0.8571428571428577,0.0587991718426501
2023-05-05,P001,34,311,7,173,22.857142857142858,24.866666666666667,7.267016155859552,13.60625,2.571428571428573,0.07349563619660082
2023-05-06,P001,27,284,28,173,23.857142857142858,25.133333333333333,7.289914755527468,11.904191616766466,1.0,0.08400402414486921
2023-05-07,P001,25,259,17,173,23.142857142857142,25.0,6.817344825970769,11.191358024691358,-0.7142857142857153,0.0893546607832322
2023-05-08,P001,26,233,36,173,25.0,25.333333333333332,5.163977794943223,9.32,1.8571428571428577,0.1072961373390558
2023-05-09,P001,27,206,16,173,25.428571428571427,25.433333333333334,5.1915682555833715,8.10112359550562,0.42857142857142705,0.1234396671289875
2023-05-10,P001,31,175,12,173,27.428571428571427,25.566666666666666,3.952094080237427,6.380208333333334,2.0,0.156734693877551
2023-05-11,P001,22,153,28,173,27.428571428571427,25.366666666666667,3.952094080237427,5.578125,0.0,0.1792717086834734
2023-05-12,P001,19,134,20,173,25.285714285714285,24.966666666666665,3.860668582611297,5.299435028248587,-2.1428571428571423,0.18869936034115137
2023-05-13,P001,28,451,36,173,25.428571428571427,25.233333333333334,3.952094080237418,17.735955056179776,0.14285714285714235,0.0563826417484954
2023-05-14,P001,19,432,38,173,24.571428571428573,25.066666666666666,4.64962876142253,17.58139534883721,-0.8571428571428541,0.05687830687830688
2023-05-15,P001,24,408,39,173,24.285714285714285,24.666666666666668,4.608480795022935,16.8,-0.28571428571428825,0.05952380952380952
2023-05-16,P001,24,384,36,173,23.857142857142858,24.6,4.45078912211349,16.095808383233532,-0.42857142857142705,0.06212797619047619
2023-05-17,P001,25,359,21,173,23.0,24.2,3.265986323710894,15.608695652173912,-0.8571428571428577,0.06406685236768803
2023-05-18,P001,29,330,6,173,24.0,24.433333333333334,3.91578004149024,13.75,1.0,0.07272727272727272
2023-05-19,P001,24,306,30,173,24.714285714285715,24.566666666666666,3.251373336211726,12.38150289017341,0.7142857142857153,0.080765639589169
2023-05-20,P001,28,278,21,173,24.714285714285715,24.6,3.251373336211726,11.248554913294797,0.0,0.08890030832476876
2023-05-21,P001,15,263,6,173,24.142857142857142,24.433333333333334,4.525062483125559,10.893491124260356,-0.571428571428573,0.09179793590439977
2023-05-22,P001,25,238,12,173,24.285714285714285,24.233333333333334,4.535573676110725,9.8,0.14285714285714235,0.10204081632653061
2023-05-23,P001,21,217,10,173,23.857142857142858,24.166666666666668,4.705619740571597,9.095808383233532,-0.42857142857142705,0.10994075049374588
2023-05-24,P001,23,194,13,173,23.571428571428573,24.166666666666668,4.6853368024487745,8.23030303030303,-0.2857142857142847,0.12150220913107512
2023-05-25,P001,24,170,5,173,22.857142857142858,23.7,4.059087394500196,7.4375,-0.7142857142857153,0.13445378151260504
2023-05-26,P001,31,139,9,173,23.857142857142858,24.033333333333335,5.113008619478077,5.826347305389222,1.0,0.17163412127440905
2023-05-27,P001,22,596,13,173,23.0,23.833333333333332,4.795831523312712,25.91304347826087,-0.8571428571428577,0.03859060402684564
2023-05-28,P001,20,576,18,173,23.714285714285715,23.966666666666665,3.6384193323605785,24.289156626506024,0.7142857142857153,0.04117063492063492
2023-05-29,P001,16,560,31,173,22.428571428571427,23.833333333333332,4.577377082170623,24.96815286624204,-1.2857142857142883,0.04005102040816326
2023-05-30,P001,29,531,13,173,23.571428571428573,23.8,5.126959555693241,22.527272727272727,1.142857142857146,0.0443906376109766
2023-05-31,P001,22,509,33,173,23.428571428571427,24.1,5.159365040297843,21.725609756097562,-0.1428571428571459,0.04602862756104406
2023-06-01,P001,32,477,24,173,24.571428571428573,24.366666666666667,6.106202935189288,19.412790697674417,1.142857142857146,0.05151242887091944
2023-06-02,P001,23,454,19,173,23.428571428571427,24.566666666666666,5.4116276928216545,19.378048780487806,-1.142857142857146,0.05160478288231592
2023-06-03,P001,28,426,7,173,24.285714285714285,24.766666666666666,5.618845839799181,17.541176470588237,0.8571428571428577,0.05700871898054997
2023-06-04,P001,27,399,27,173,25.285714285714285,24.533333333333335,5.345224838248492,15.779661016949154,1.0,0.06337271750805586
2023-06-05,P001,25,374,13,173,26.571428571428573,24.466666666666665,3.5050983275386716,14.0752688172043,1.2857142857142883,0.07104660045836517
2023-06-06,P001,18,356,34,173,25.0,24.233333333333334,4.546060565661954,14.24,-1.571428571428573,0.0702247191011236
2023-06-07,P001,28,328,23,173,25.857142857142858,24.3,4.450789122113502,12.685082872928177,0.8571428571428577,0.07883275261324042
2023-06-08,P001,25,303,7,173,24.857142857142858,24.233333333333334,3.5321651258386106,12.189655172413794,-1.0,0.08203677510608204
2023-06-09,P001,20,283,7,173,24.428571428571427,23.866666666666667,3.9520940802374134,11.584795321637428,-0.4285714285714306,0.08632004038364462
2023-06-10,P001,19,264,38,173,23.142857142857142,23.766666666666666,4.059087394500197,11.407407407407408,-1.2857142857142847,0.08766233766233766
2023-06-11,P001,21,243,6,173,22.285714285714285,23.833333333333332,3.7289089429432014,10.903846153846155,-0.8571428571428577,0.09171075837742504
2023-06-12,P001,20,223,31,173,21.571428571428573,23.566666666666666,3.598941643369727,10.33774834437086,-0.7142857142857117,0.09673286354900705
2023-06-13,P001,30,193,27,173,23.285714285714285,23.933333333333334,4.386125310350261,8.28834355828221,1.7142857142857117,0.12065136935603256
2023-06-14,P001,21,172,36,173,22.285714285714285,23.833333333333332,3.9036002917941173,7.717948717948718,-1.0,0.12956810631229235
2023-06-15,P001,29,143,39,173,22.857142857142858,24.0,4.5981362684088705,6.25625,0.571428571428573,0.15984015984015984
2023-06-16,P001,20,415,22,173,22.857142857142858,23.833333333333332,4.5981362684088705,18.15625,0.0,0.055077452667814115
2023-06-17,P001,26,389,31,173,23.857142857142858,23.733333333333334,4.375255094603868,16.305389221556887,1.0,0.06132941608520015
2023-06-18,P001,28,361,15,173,24.857142857142858,23.866666666666667,4.413183712037204,14.522988505747126,1.0,0.06885635140482786
2023-06-19,P001,24,337,23,173,25.428571428571427,23.733333333333334,3.909694909544007,13.252808988764047,0.5714285714285694,0.07545570156846121
2023-06-20,P001,19,318,29,173,23.857142857142858,23.866666666666667,3.9761191895520143,13.32934131736527,-1.5714285714285694,0.07502246181491465
2023-06-21,P001,26,292,11,173,24.571428571428573,23.9,3.823486317361109,11.883720930232558,0.7142857142857153,0.08414872798434443
2023-06-22,P001,22,270,35,173,23.571428571428573,23.933333333333334,3.3594217189442332,11.454545454545453,-1.0,0.08730158730158731
2023-06-23,P001,24,246,6,173,24.142857142857142,23.966666666666665,2.9680841985233135,10.189349112426036,0.5714285714285694,0.09814169570267131
2023-06-24,P001,21,225,9,173,23.428571428571427,23.866666666666667,3.0472470011002093,9.603658536585366,-0.7142857142857153,0.10412698412698412
2023-06-25,P001,21,204,18,173,22.428571428571427,23.533333333333335,2.3704530408863826,9.095541401273886,-1.0,0.10994397759103641
2023-06-26,P001,27,177,22,173,22.857142857142858,23.7,2.911389784310988,7.7437499999999995,0.4285714285714306,0.12913640032284102
2023-06-27,P001,29,148,8,173,24.285714285714285,24.0,3.1471831698777706,6.094117647058824,1.428571428571427,0.1640926640926641
2023-06-28,P001,33,549,28,173,25.285714285714285,24.566666666666666,4.572172558506727,21.71186440677966,1.0,0.046057767369242775
2023-06-29,P001,23,526,17,173,25.428571428571427,24.366666666666667,4.466808810815727,20.685393258426966,0.14285714285714235,0.04834329168929929
2023-06-30,P001,20,506,25,173,24.857142857142858,24.3,4.9135381491199555,20.356321839080458,-0.5714285714285694,0.04912478825522304
2023-07-01,P001,35,471,37,173,26.857142857142858,24.4,5.843188953205029,17.53723404255319,2.0,0.0570215347285411
2023-07-02,P001,25,446,24,173,27.428571428571427,24.466666666666665,5.349677337844573,16.260416666666668,0.5714285714285694,0.06149903907751441
2023-07-03,P001,20,426,9,173,26.428571428571427,24.2,6.0513674172907175,16.11891891891892,-1.0,0.06203890006706908
2023-07-04,P001,24,402,28,173,25.714285714285715,24.1,5.992058236095671,15.633333333333333,-0.7142857142857117,0.06396588486140725
2023-07-05,P001,25,377,39,173,24.571428571428573,24.1,5.061526214398933,15.343023255813952,-1.1428571428571423,0.0651762031072376
2023-07-06,P001,29,348,34,173,25.428571428571427,24.466666666666665,5.25538272812244,13.685393258426966,0.8571428571428541,0.07307060755336617
2023-07-07,P001,27,321,32,173,26.428571428571427,24.433333333333334,4.6853368024487905,12.145945945945947,1.0,0.08233199821984868
2023-07-08,P001,18,303,11,173,24.0,24.2,3.829708431025344,12.625,-2.428571428571427,0.07920792079207921
2023-07-09,P001,29,274,39,173,24.571428571428573,24.5,4.276179870598787,11.151162790697674,0.571428571428573,0.08967674661105318
2023-07-10,P001,19,255,34,173,24.428571428571427,24.5,4.466808810815717,10.43859649122807,-0.1428571428571459,0.09579831932773109
2023-07-11,P001,26,229,38,173,24.714285714285715,24.666666666666668,4.498677054212185,9.265895953757225,0.28571428571428825,0.10792264504054898
2023-07-12,P001,18,211,13,173,23.714285714285715,24.6,5.154748157905338,8.897590361445783,-1.0,0.11238997968855789
2023-07-13,P001,21,190,16,173,22.571428571428573,24.3,4.6496287614225125,8.41772151898734,-1.1428571428571423,0.11879699248120301
2023-07-14,P001,22,168,33,173,21.857142857142858,24.333333333333332,4.22013315068655,7.686274509803922,-0.7142857142857153,0.13010204081632654
2023-07-15,P001,24,144,14,173,22.714285714285715,24.166666666666668,3.903600291794112,6.339622641509433,0.8571428571428577,0.15773809523809523
2023-07-16,P001,25,444,31,173,22.142857142857142,24.333333333333332,3.023715784073784,20.051612903225806,-0.571428571428573,0.04987129987129987
2023-07-17,P001,29,415,23,173,23.571428571428573,24.433333333333334,3.598941643369736,17.606060606060606,1.4285714285714306,0.05679862306368331
2023-07-18,P001,24,391,17,173,23.285714285714285,24.3,3.450327796711754,16.791411042944787,-0.28571428571428825,0.059554256485202774
2023-07-19,P001,31,360,36,173,25.142857142857142,24.533333333333335,3.6253078686998665,14.318181818181818,1.8571428571428577,0.06984126984126984
2023-07-20,P001,23,337,19,173,25.428571428571427,24.666666666666668,3.3094381626464937,13.252808988764047,0.2857142857142847,0.07545570156846121
2023-07-21,P001,31,306,25,173,26.714285714285715,24.833333333333332,3.4982989063393903,11.454545454545453,1.2857142857142883,0.08730158730158731
2023-07-22,P001,23,283,7,173,26.571428571428573,24.866666666666667,3.644957377763753,10.650537634408602,-0.14285714285714235,0.093891973750631
2023-07-23,P001,21,262,12,173,26.0,24.766666666666666,4.203173404306173,10.076923076923077,-0.571428571428573,0.09923664122137404
2023-07-24,P001,16,246,10,173,24.142857142857142,24.6,5.367450401216925,10.189349112426036,-1.8571428571428577,0.09814169570267131
2023-07-25,P001,35,211,33,173,25.714285714285715,25.066666666666666,6.750661343263237,8.205555555555556,1.571428571428573,0.12186865267433988
2023-07-26,P001,28,183,23,173,25.285714285714285,25.1,6.44759091222672,7.237288135593221,-0.4285714285714306,0.13817330210772832
2023-07-27,P001,29,154,21,173,26.142857142857142,25.1,6.4917530100010135,5.890710382513661,0.8571428571428577,0.16975881261595546
2023-07-28,P001,30,504,14,173,26.0,25.0,6.377042156569669,19.384615384615383,-0.14285714285714235,0.051587301587301584
2023-07-29,P001,29,475,37,173,26.857142857142858,25.2,6.309478885734062,17.68617021276596,0.8571428571428577,0.05654135338345865
2023-07-30,P001,19,456,17,173,26.571428571428573,25.166666666666668,6.654751256486931,17.161290322580644,-0.2857142857142847,0.05827067669172933
2023-07-31,P001,30,426,31,173,28.571428571428573,25.0,4.790864322059351,14.909999999999998,2.0,0.0670690811535882
