order_item_id,order_id,product_id,quantity,price
304,122,25,3,1090.57
305,123,27,2,1405.02
306,123,30,3,3499.96
307,123,2,1,4716.05
308,123,6,3,2994.1
309,124,13,1,2867.03
310,124,10,1,414.37
311,124,12,1,1282.01
312,124,23,2,4161.52
313,125,14,1,1756.98
314,125,36,1,546.6
315,125,11,2,3400.04
316,126,24,2,677.78
317,126,8,1,930.58
318,126,12,1,1282.01
319,126,14,3,1756.98
320,127,32,1,1721.2
321,127,5,2,589.21
322,127,31,1,1804.53
323,127,8,3,930.58
324,128,26,2,396.95
325,128,25,1,1090.57
326,128,15,3,2620.98
327,128,18,1,3706.97
328,129,24,2,677.78
329,129,20,3,4688.81
330,129,6,3,2994.1
331,130,29,3,1518.22
332,130,22,3,3115.88
333,130,8,1,930.58
334,131,32,2,1721.2
335,131,11,2,3400.04
336,131,25,1,1090.57
337,132,38,3,3245.43
338,133,38,1,3245.43
339,134,18,1,3706.97
340,134,30,1,3499.96
341,135,27,2,1405.02
342,135,32,1,1721.2
343,136,38,2,3245.43
344,136,26,3,396.95
345,137,20,2,4688.81
346,137,19,2,3858.84
347,137,15,2,2620.98
348,138,22,3,3115.88
349,139,37,3,3692.8
350,139,14,1,1756.98
351,140,29,3,1518.22
352,140,2,2,4716.05
353,141,34,1,859.91
354,142,18,1,3706.97
355,142,33,2,2320.66
356,143,19,2,3858.84
357,144,30,3,3499.96
358,144,28,3,1570.25
359,144,25,2,1090.57
360,145,4,2,1750.76
361,145,12,2,1282.01
362,145,21,1,4157.75
363,146,33,3,2320.66
364,147,34,2,859.91
365,148,5,1,589.21
366,148,24,1,677.78
367,148,38,1,3245.43
368,149,32,2,1721.2
369,149,25,3,1090.57
370,149,33,3,2320.66
371,149,13,1,2867.03
372,150,17,1,1064.42
373,151,23,2,4161.52
374,151,35,2,4044.29
375,151,22,1,3115.88
376,152,35,1,4044.29
377,152,14,1,1756.98
378,152,27,2,1405.02
379,153,40,2,378.74
380,153,35,2,4044.29
381,153,9,1,2497.12
382,153,37,2,3692.8
383,154,7,1,1818.5
384,155,9,3,2497.12
385,156,23,3,4161.52
386,156,9,2,2497.12
387,157,3,2,4033.76
388,157,39,3,980.85
389,157,22,1,3115.88
390,157,14,2,1756.98
391,158,31,3,1804.53
392,158,28,3,1570.25
393,158,15,3,2620.98
394,159,40,3,378.74
395,159,25,2,1090.57
396,159,7,2,1818.5
397,159,16,2,2998.3
398,160,2,2,4716.05
399,161,12,2,1282.01
400,162,27,3,1405.02
401,162,17,2,1064.42
402,162,33,1,2320.66
403,163,39,2,980.85
404,163,4,1,1750.76
405,164,25,1,1090.57
406,165,4,3,1750.76
407,165,39,2,980.85
408,166,37,1,3692.8
409,166,33,3,2320.66
410,166,3,2,4033.76
411,167,36,1,546.6
412,167,30,3,3499.96
413,167,18,1,3706.97
414,168,21,1,4157.75
415,169,29,1,1518.22
416,170,29,3,1518.22
417,170,31,2,1804.53
418,171,26,1,396.95
419,171,32,2,1721.2
420,171,34,2,859.91
421,171,22,1,3115.88
422,172,38,1,3245.43
423,172,27,2,1405.02
424,173,1,3,4826.06
425,173,31,1,1804.53
426,174,29,1,1518.22
427,175,11,3,3400.04
428,175,22,2,3115.88
429,175,7,1,1818.5
430,176,17,3,1064.42
431,176,7,3,1818.5
432,177,26,3,396.95
433,178,14,1,1756.98
434,179,17,1,1064.42
435,180,27,1,1405.02
436,180,4,3,1750.76
437,180,11,3,3400.04
438,181,17,3,1064.42
439,182,6,2,2994.1
440,183,26,1,396.95
441,183,31,3,1804.53
442,183,38,2,3245.43
443,183,13,2,2867.03
444,184,16,1,2998.3
445,184,14,1,1756.98
446,184,37,1,3692.8
447,185,8,2,930.58
448,185,13,1,2867.03
449,185,31,3,1804.53
450,186,13,2,2867.03
451,186,31,3,1804.53
452,186,8,1,930.58
453,186,28,3,1570.25
454,187,37,3,3692.8
455,187,9,2,2497.12
456,187,23,2,4161.52
457,188,12,3,1282.01
458,188,39,1,980.85
459,188,11,3,3400.04
460,188,9,3,2497.12
461,189,20,3,4688.81
462,190,37,2,3692.8
463,190,40,1,378.74
464,190,38,3,3245.43
465,190,23,1,4161.52
466,191,31,3,1804.53
467,191,34,3,859.91
468,191,9,1,2497.12
469,191,8,3,930.58
470,192,11,3,3400.04
471,193,11,3,3400.04
472,193,36,3,546.6
473,193,21,1,4157.75
474,194,33,3,2320.66
475,195,20,3,4688.81
476,195,2,2,4716.05
477,195,17,2,1064.42
478,196,26,1,396.95
479,196,21,3,4157.75
480,197,28,2,1570.25
481,197,22,1,3115.88
482,197,26,1,396.95
483,198,30,2,3499.96
484,198,10,3,414.37
485,199,32,2,1721.2
486,199,7,3,1818.5
487,199,19,2,3858.84
488,199,33,1,2320.66
489,200,13,3,2867.03
490,201,15,3,2620.98
491,201,11,2,3400.04
492,201,20,1,4688.81
493,201,14,2,1756.98
494,202,23,2,4161.52
495,202,32,2,1721.2
496,203,29,3,1518.22
497,203,15,3,2620.98
498,204,28,1,1570.25
499,205,1,1,4826.06
500,206,24,3,677.78
501,206,30,2,3499.96
502,206,34,3,859.91
503,207,19,2,3858.84
504,207,14,3,1756.98
505,207,13,3,2867.03
506,208,7,2,1818.5
507,208,1,1,4826.06
508,208,8,3,930.58
509,209,29,3,1518.22
510,210,4,3,1750.76
511,211,3,3,4033.76
512,211,25,3,1090.57
513,212,32,3,1721.2
514,212,24,2,677.78
515,213,14,2,1756.98
516,213,8,2,930.58
517,213,16,3,2998.3
518,214,5,3,589.21
519,214,39,3,980.85
520,215,22,2,3115.88
521,215,15,2,2620.98
522,215,16,1,2998.3
523,215,20,2,4688.81
524,216,17,1,1064.42
525,216,21,1,4157.75
526,217,30,2,3499.96
527,217,1,3,4826.06
528,218,24,1,677.78
529,218,5,1,589.21
530,218,36,1,546.6
531,218,26,1,396.95
532,219,1,2,4826.06
533,219,9,3,2497.12
534,220,2,2,4716.05
535,221,15,2,2620.98
536,221,1,3,4826.06
537,221,39,3,980.85
538,222,35,2,4044.29
539,223,4,2,1750.76
540,223,28,2,1570.25
541,224,26,3,396.95
542,224,28,3,1570.25
543,224,12,3,1282.01
544,225,14,3,1756.98
545,225,9,3,2497.12
546,225,16,1,2998.3
547,226,20,2,4688.81
548,226,30,2,3499.96
549,226,26,2,396.95
550,227,21,1,4157.75
551,228,34,2,859.91
552,228,7,2,1818.5
553,228,11,1,3400.04
554,229,29,3,1518.22
555,229,32,1,1721.2
556,229,39,1,980.85
557,229,36,2,546.6
558,230,23,3,4161.52
559,231,30,1,3499.96
560,231,1,1,4826.06
561,231,28,3,1570.25
562,232,20,1,4688.81
563,232,14,3,1756.98
564,232,35,1,4044.29
565,232,18,1,3706.97
566,233,33,3,2320.66
567,233,8,2,930.58
568,233,27,1,1405.02
569,234,32,1,1721.2
570,234,34,2,859.91
571,234,9,2,2497.12
572,234,22,3,3115.88
573,235,30,2,3499.96
574,235,22,2,3115.88
575,236,1,1,4826.06
576,236,6,1,2994.1
577,236,26,3,396.95
578,237,21,3,4157.75
579,237,29,2,1518.22
580,238,40,3,378.74
581,238,37,2,3692.8
582,238,17,1,1064.42
583,239,35,3,4044.29
584,239,2,1,4716.05
585,240,34,2,859.91
586,240,24,2,677.78
587,241,30,1,3499.96
588,241,21,1,4157.75
589,242,40,2,378.74
590,242,19,2,3858.84
591,242,3,1,4033.76
592,242,32,2,1721.2
593,243,2,3,4716.05
594,243,39,1,980.85
595,243,11,1,3400.04
596,244,17,3,1064.42
597,244,7,3,1818.5
598,244,33,2,2320.66
599,245,10,3,414.37
600,246,26,2,396.95
601,246,1,2,4826.06
602,246,29,3,1518.22
603,246,25,2,1090.57
604,247,5,3,589.21
605,248,9,1,2497.12
606,248,39,3,980.85
607,249,36,1,546.6
608,249,5,3,589.21
609,249,8,1,930.58
610,249,7,1,1818.5
611,250,21,2,4157.75
612,250,33,2,2320.66
613,250,23,2,4161.52
614,250,36,1,546.6
615,251,22,3,3115.88
616,251,15,2,2620.98
617,251,34,1,859.91
618,252,10,2,414.37
619,252,3,3,4033.76
620,253,38,2,3245.43
621,253,5,3,589.21
622,253,10,1,414.37
623,254,30,3,3499.96
624,254,19,3,3858.84
625,254,15,3,2620.98
626,254,9,1,2497.12
627,255,26,3,396.95
628,255,24,2,677.78
629,255,18,3,3706.97
630,256,4,1,1750.76
631,256,2,3,4716.05
632,256,5,3,589.21
633,256,1,1,4826.06
634,257,6,3,2994.1
635,257,17,1,1064.42
636,257,9,3,2497.12
637,258,5,1,589.21
638,258,33,2,2320.66
639,258,34,2,859.91
640,258,15,3,2620.98
641,259,30,1,3499.96
642,259,38,2,3245.43
643,259,8,1,930.58
644,259,15,2,2620.98
645,260,24,2,677.78
646,260,16,2,2998.3
647,260,5,1,589.21
648,261,15,3,2620.98
649,261,3,3,4033.76
650,261,20,1,4688.81
651,261,19,1,3858.84
652,262,7,1,1818.5
653,263,6,3,2994.1
654,263,39,2,980.85
655,263,2,2,4716.05
656,264,4,3,1750.76
657,264,2,1,4716.05
658,264,10,3,414.37
659,265,31,2,1804.53
660,265,39,3,980.85
661,266,38,1,3245.43
662,266,15,2,2620.98
663,266,14,3,1756.98
664,267,26,3,396.95
665,267,29,1,1518.22
666,268,3,3,4033.76
667,269,5,1,589.21
668,270,22,3,3115.88
669,270,1,1,4826.06
670,270,31,2,1804.53
671,271,13,2,2867.03
672,271,26,3,396.95
673,271,16,1,2998.3
674,271,28,3,1570.25
675,272,2,1,4716.05
676,272,24,3,677.78
677,272,9,3,2497.12
678,273,8,3,930.58
679,274,24,3,677.78
680,274,20,3,4688.81
681,274,36,2,546.6
682,274,29,1,1518.22
683,275,9,1,2497.12
684,276,25,1,1090.57
685,276,24,1,677.78
686,276,3,1,4033.76
687,277,3,1,4033.76
688,277,16,1,2998.3
689,278,18,3,3706.97
690,278,33,3,2320.66
691,279,22,3,3115.88
692,280,28,3,1570.25
693,280,4,1,1750.76
694,280,30,3,3499.96
695,280,14,1,1756.98
696,281,35,1,4044.29
697,282,7,3,1818.5
698,282,35,1,4044.29
699,283,21,2,4157.75
700,284,21,3,4157.75
701,285,23,1,4161.52
702,285,3,2,4033.76
703,286,9,2,2497.12
704,286,33,2,2320.66
705,286,34,3,859.91
706,286,25,1,1090.57
707,287,38,1,3245.43
708,288,28,2,1570.25
709,288,13,2,2867.03
710,288,35,2,4044.29
711,288,39,3,980.85
712,289,33,2,2320.66
713,289,3,3,4033.76
714,289,23,2,4161.52
715,290,16,2,2998.3
716,290,4,3,1750.76
717,291,21,1,4157.75
718,291,40,3,378.74
719,292,12,2,1282.01
720,292,6,3,2994.1
721,292,32,1,1721.2
722,292,13,3,2867.03
723,293,40,2,378.74
724,294,9,2,2497.12
725,294,26,2,396.95
726,295,18,3,3706.97
727,296,16,3,2998.3
728,296,3,3,4033.76
729,297,20,3,4688.81
730,298,13,2,2867.03
731,299,26,3,396.95
732,299,13,1,2867.03
733,299,12,1,1282.01
734,299,15,1,2620.98
735,300,34,3,859.91
736,300,28,3,1570.25
737,300,17,2,1064.42
738,300,1,3,4826.06
739,301,36,2,546.6
740,301,33,2,2320.66
741,301,17,3,1064.42
742,301,10,3,414.37
743,302,16,1,2998.3
744,303,7,1,1818.5
745,303,1,3,4826.06
746,303,24,1,677.78
747,303,15,2,2620.98
748,304,5,2,589.21
749,305,20,3,4688.81
750,305,29,1,1518.22
751,305,38,1,3245.43
752,305,7,2,1818.5
753,306,38,1,3245.43
754,306,1,1,4826.06
755,307,33,1,2320.66
756,308,30,2,3499.96
757,309,28,1,1570.25
758,310,36,2,546.6
759,311,27,3,1405.02
760,311,35,3,4044.29
761,311,7,1,1818.5
762,311,8,2,930.58
763,312,30,1,3499.96
764,312,36,1,546.6
765,312,27,2,1405.02
766,313,21,1,4157.75
767,313,24,1,677.78
768,314,38,1,3245.43
769,314,24,3,677.78
770,314,7,2,1818.5
771,315,36,3,546.6
772,315,30,2,3499.96
773,315,8,2,930.58
774,315,7,1,1818.5
775,316,31,2,1804.53
776,317,15,2,2620.98
777,318,34,1,859.91
778,319,3,3,4033.76
779,319,18,3,3706.97
780,319,12,3,1282.01
781,319,39,2,980.85
782,320,7,1,1818.5
783,320,37,2,3692.8
784,320,3,3,4033.76
785,320,23,1,4161.52
786,321,31,1,1804.53
787,321,37,1,3692.8
788,321,19,1,3858.84
789,322,8,3,930.58
790,322,9,3,2497.12
791,322,21,2,4157.75
792,323,1,2,4826.06
793,323,4,3,1750.76
794,323,23,3,4161.52
795,324,18,2,3706.97
796,324,37,1,3692.8
797,324,29,2,1518.22
798,325,16,3,2998.3
799,325,4,3,1750.76
800,325,34,3,859.91
801,325,7,1,1818.5
802,326,21,3,4157.75
803,326,17,1,1064.42
804,327,39,3,980.85
805,327,33,2,2320.66
806,328,20,3,4688.81
807,328,4,3,1750.76
808,329,34,2,859.91
809,329,13,3,2867.03
810,329,36,1,546.6
811,330,35,3,4044.29
812,331,9,2,2497.12
813,332,31,2,1804.53
814,332,12,2,1282.01
815,332,10,1,414.37
816,332,37,1,3692.8
817,333,5,2,589.21
818,334,19,2,3858.84
819,334,1,2,4826.06
820,335,14,2,1756.98
821,335,1,3,4826.06
822,335,18,1,3706.97
823,336,36,2,546.6
824,336,28,3,1570.25
825,336,40,3,378.74
826,337,16,3,2998.3
827,337,12,2,1282.01
828,337,5,3,589.21
829,337,26,2,396.95
830,338,23,2,4161.52
831,338,32,2,1721.2
832,339,24,3,677.78
833,339,31,2,1804.53
834,340,6,2,2994.1
835,340,29,3,1518.22
836,340,31,1,1804.53
837,341,32,3,1721.2
838,342,5,3,589.21
839,342,24,2,677.78
840,342,16,1,2998.3
841,343,17,2,1064.42
842,343,6,1,2994.1
843,344,40,1,378.74
844,344,3,1,4033.76
845,345,3,3,4033.76
846,345,17,2,1064.42
847,345,31,1,1804.53
848,346,30,2,3499.96
849,347,1,3,4826.06
850,347,8,1,930.58
851,347,7,3,1818.5
852,348,6,1,2994.1
853,348,29,3,1518.22
854,348,37,3,3692.8
855,348,14,1,1756.98
856,349,36,2,546.6
857,349,32,3,1721.2
858,349,18,1,3706.97
859,349,15,2,2620.98
860,350,23,1,4161.52
861,350,37,3,3692.8
862,350,11,2,3400.04
863,351,7,2,1818.5
864,351,29,1,1518.22
865,351,2,3,4716.05
866,351,23,2,4161.52
867,352,30,3,3499.96
868,352,9,2,2497.12
869,352,11,2,3400.04
870,353,15,1,2620.98
871,353,29,3,1518.22
872,354,10,2,414.37
873,354,37,3,3692.8
874,354,15,3,2620.98
875,355,31,3,1804.53
876,355,28,1,1570.25
877,355,17,1,1064.42
878,356,20,2,4688.81
879,356,5,1,589.21
880,356,25,1,1090.57
881,356,26,3,396.95
882,357,1,2,4826.06
883,357,22,3,3115.88
884,358,10,3,414.37
885,358,17,3,1064.42
886,358,8,2,930.58
887,359,12,1,1282.01
888,359,25,2,1090.57
889,359,40,2,378.74
890,360,37,1,3692.8
891,360,22,1,3115.88
892,360,27,2,1405.02
893,361,37,3,3692.8
894,361,10,2,414.37
895,362,26,3,396.95
896,363,39,2,980.85
897,363,20,3,4688.81
898,363,29,1,1518.22
899,364,5,1,589.21
900,365,26,2,396.95
901,365,13,2,2867.03
902,366,28,1,1570.25
903,366,17,1,1064.42
904,366,30,3,3499.96
905,367,11,3,3400.04
906,368,19,2,3858.84
907,369,6,1,2994.1
908,370,28,1,1570.25
909,371,10,2,414.37
910,371,25,3,1090.57
911,372,9,2,2497.12
912,373,5,3,589.21
913,373,29,3,1518.22
914,373,26,3,396.95
915,374,22,3,3115.88
916,374,9,3,2497.12
917,374,19,1,3858.84
918,374,38,1,3245.43
919,375,6,2,2994.1
920,375,38,1,3245.43
921,375,18,2,3706.97
922,375,21,2,4157.75
923,376,38,1,3245.43
924,376,25,1,1090.57
925,377,33,1,2320.66
926,377,36,3,546.6
927,378,27,1,1405.02
928,378,8,3,930.58
929,379,29,3,1518.22
930,379,27,1,1405.02
931,380,12,1,1282.01
932,380,38,1,3245.43
933,380,17,3,1064.42
934,380,37,1,3692.8
935,381,10,2,414.37
936,381,36,3,546.6
937,382,9,3,2497.12
938,383,27,2,1405.02
939,383,37,2,3692.8
940,383,25,1,1090.57
941,384,14,3,1756.98
942,384,36,2,546.6
943,384,31,3,1804.53
944,384,12,3,1282.01
945,385,36,3,546.6
946,385,39,1,980.85
947,386,21,3,4157.75
948,387,32,1,1721.2
949,387,36,2,546.6
950,387,25,1,1090.57
951,388,5,1,589.21
952,388,26,1,396.95
953,388,27,1,1405.02
954,388,30,1,3499.96
955,389,32,3,1721.2
956,389,3,1,4033.76
957,389,24,2,677.78
958,390,18,2,3706.97
959,390,4,3,1750.76
960,390,33,2,2320.66
961,391,13,1,2867.03
962,391,12,2,1282.01
963,392,32,3,1721.2
964,392,33,3,2320.66
965,393,3,1,4033.76
966,393,22,2,3115.88
967,393,12,3,1282.01
968,393,15,2,2620.98
969,394,31,3,1804.53
970,395,32,3,1721.2
971,395,22,1,3115.88
972,395,2,3,4716.05
973,396,35,3,4044.29
974,396,22,1,3115.88
975,396,24,3,677.78
976,396,34,1,859.91
977,397,5,3,589.21
978,398,37,2,3692.8
979,398,18,2,3706.97
980,398,33,3,2320.66
981,399,32,3,1721.2
982,399,2,1,4716.05
983,399,27,3,1405.02
984,399,20,1,4688.81
985,400,27,2,1405.02
986,401,8,3,930.58
987,402,27,1,1405.02
988,402,26,3,396.95
989,402,12,1,1282.01
990,402,24,3,677.78
991,403,37,2,3692.8
992,404,35,3,4044.29
993,404,17,2,1064.42
994,404,25,1,1090.57
995,404,24,1,677.78
996,405,32,3,1721.2
997,405,21,1,4157.75
998,406,13,3,2867.03
999,406,33,1,2320.66
1000,406,11,3,3400.04
1001,407,10,2,414.37
1002,407,11,1,3400.04
1003,408,15,1,2620.98
1004,408,23,1,4161.52
1005,409,22,1,3115.88
1006,409,36,3,546.6
1007,410,15,1,2620.98
1008,410,25,1,1090.57
1009,410,37,3,3692.8
1010,411,37,1,3692.8
1011,412,10,2,414.37
1012,412,40,2,378.74
1013,413,16,1,2998.3
1014,413,11,1,3400.04
1015,414,13,1,2867.03
1016,414,12,3,1282.01
1017,415,29,3,1518.22
1018,415,8,1,930.58
1019,415,6,1,2994.1
1020,416,22,1,3115.88
1021,416,40,2,378.74
1022,416,11,3,3400.04
1023,417,37,1,3692.8
1024,417,32,3,1721.2
1025,417,11,3,3400.04
1026,417,5,2,589.21
1027,418,36,1,546.6
1028,418,19,2,3858.84
1029,418,2,3,4716.05
1030,419,1,1,4826.06
1031,419,36,1,546.6
1032,419,33,2,2320.66
1033,420,13,1,2867.03
1034,420,30,1,3499.96
1035,421,14,2,1756.98
1036,421,26,2,396.95
1037,421,37,3,3692.8
1038,422,29,1,1518.22
1039,422,39,1,980.85
1040,422,16,3,2998.3
1041,423,4,3,1750.76
1042,424,36,1,546.6
1043,424,20,2,4688.81
1044,425,14,2,1756.98
1045,425,27,2,1405.02
1046,425,36,2,546.6
1047,425,21,3,4157.75
1048,426,24,2,677.78
1049,426,40,3,378.74
1050,427,17,1,1064.42
1051,427,40,2,378.74
1052,428,20,2,4688.81
1053,428,29,1,1518.22
1054,429,29,3,1518.22
1055,430,31,2,1804.53
1056,430,13,1,2867.03
1057,430,23,1,4161.52
1058,431,11,2,3400.04
1059,432,7,1,1818.5
1060,432,40,3,378.74
1061,433,19,3,3858.84
1062,433,16,1,2998.3
1063,433,38,1,3245.43
1064,433,18,2,3706.97
1065,434,18,1,3706.97
1066,434,22,2,3115.88
1067,434,21,2,4157.75
1068,435,2,2,4716.05
1069,435,19,3,3858.84
1070,435,28,3,1570.25
1071,436,8,3,930.58
1072,436,25,2,1090.57
1073,437,30,3,3499.96
1074,437,34,1,859.91
1075,437,37,1,3692.8
1076,438,27,2,1405.02
1077,438,15,2,2620.98
1078,438,13,2,2867.03
1079,439,7,3,1818.5
1080,440,38,3,3245.43
1081,440,13,1,2867.03
1082,440,39,2,980.85
1083,440,3,1,4033.76
1084,441,33,2,2320.66
1085,441,8,1,930.58
1086,441,19,3,3858.84
1087,441,17,1,1064.42
