user_id,subscription_plan,churn_flag,avg_watch_minutes,avg_sessions,engagement_volatility,avg_watch_7d,avg_watch_30d,revenue_30d,engagement_trend,engagement_score,churn_risk_score,churn_risk_segment
U00061,Basic,1,125.7375746,4.689860835,67.88321276,125.7937234,125.6855736,14.63866799,-0.096755834,31.33702424,22.5204488142,Medium Risk
U00062,Free,1,126.3082353,4.762352941,66.40376155,126.2990364,126.5882517,5.164305882,0.016509434,32.03087154,21.7750006112,Low Risk
U00063,Basic,1,121.1104294,4.687116564,63.27075058,121.624759,123.7637899,13.56748466,-0.170194004,30.86908157,21.3459186792,Low Risk
U00064,Basic,1,120.8705882,4.741176471,65.40341101,121.5962932,123.274508,14.16862745,-0.176602925,30.14956493,22.275446140499998,Low Risk
U00065,Free,1,120.2620865,4.608142494,69.42677041,120.2411305,120.4303604,5.19778626,-0.013483965,28.65924623,24.0296457525,High Risk
U00066,Free,1,122.9423077,4.314903846,69.40565003,123.2548878,123.3453023,4.982307692,-0.350430293,29.64969922,23.7282123409,High Risk
U00067,Basic,1,117.4620939,4.483754513,67.53747367,116.7424875,116.2794397,13.81407942,0.406832298,28.0687218,23.8170710024,High Risk
U00068,Basic,1,118.8191126,4.515358362,66.9269976,119.5321957,119.7773421,13.95051195,-0.3962818,28.80415328,23.336590440000002,High Risk
U00069,Premium,1,123.3730835,4.66439523,66.74488402,123.3398029,123.3642044,23.4548552,-0.088980985,30.72508675,22.421392733500003,Low Risk
U00070,Basic,1,123.2319202,4.705735661,67.85157878,123.5741777,123.2636748,14.53553616,-0.027142857,30.34901514,22.8852783671,Medium Risk
U00071,Basic,1,121.3782506,4.63356974,65.99641165,121.350501,121.8187557,14.44976359,-0.008124577,30.14244766,22.405649736100003,Low Risk
U00072,Premium,1,123.8790698,4.711627907,69.58889488,123.5178738,121.6732638,22.35162791,0.349799733,30.08844781,23.6074971919,High Risk
U00073,Free,1,131.1009615,5.036057692,69.32838084,131.6931376,132.7591215,5.597451923,-0.203098107,33.15268767,22.259636548099998,Low Risk
U00074,Premium,1,126.0102828,4.712082262,70.50436751,125.3943751,124.4679331,23.08791774,0.263622975,30.66642754,23.6250940615,High Risk
U00075,Premium,1,123.3786008,4.621399177,69.93663074,124.5919459,125.5421822,22.5399177,-0.5094451,29.75687086,23.89234234,High Risk
U00076,Free,1,122.7354086,4.743190661,69.13865543,122.9119233,123.5370436,5.043618677,-0.263392857,29.77552399,23.571672822100002,High Risk
U00077,Premium,1,124.5120482,4.686746988,68.02706878,125.0858577,124.5708035,22.00963855,-0.07965368,30.80272274,22.772195573999998,Medium Risk
U00078,Free,1,120.9878419,4.537993921,70.40502127,120.8046244,120.7074579,4.985106383,-0.052700348,28.63502857,24.3445729894,High Risk
U00079,Basic,1,129.4439462,4.921524664,68.55702707,129.1686259,129.0958587,14.91591928,0.147030498,32.68692775,22.1977141024,Low Risk
U00080,Free,1,127.8888889,4.973544974,71.30342892,126.0099395,124.8824521,5.465714286,0.813829787,31.25659037,23.793809396100002,High Risk
U00081,Free,1,125.5708955,4.839552239,67.58600495,126.106521,126.1542079,5.043246269,-0.479935795,31.4044224,22.5192811955,Medium Risk
U00082,Basic,1,125.3715415,4.739130435,67.18132091,125.1732637,124.0783566,14.25395257,0.236961451,31.41595946,22.3203688563,Low Risk
U00083,Premium,1,126.6625,4.695833333,69.26755034,127.0230754,127.9310571,22.53166667,-0.246861925,31.2934849,22.9981976515,Medium Risk
U00084,Free,1,123.8329519,4.675057208,70.3705284,123.9504359,124.8375449,5.304851259,-0.179226737,29.82453942,23.896378705100002,High Risk
U00085,Basic,1,119.5036364,4.469090909,63.85962319,119.3952424,118.9122673,14.24590909,0.031746032,29.98429486,21.8349607546,Low Risk
U00086,Basic,1,125.1061321,4.778301887,68.74437,124.9903639,124.7130002,14.73643868,0.092536305,30.8526324,22.9712868635,Medium Risk
U00087,Free,1,122.52,4.624,64.12969529,123.9284762,124.3570758,4.81104,-0.753456221,31.15629141,21.6636968213,Low Risk
U00088,Free,1,122.9201183,4.923076923,67.48811839,123.6770499,124.8698237,5.458047337,-0.261975413,30.3985349,22.826882112899998,Medium Risk
U00089,Free,1,127.2764858,4.775193798,67.01014944,127.7825889,128.3878939,5.216434109,-0.246854182,32.24010762,21.942325970600002,Low Risk
U00090,Basic,1,130.3557692,4.919230769,71.64361014,130.2094231,130.3070485,15.04278846,0.037985136,32.12499388,23.315748962800004,High Risk
U00091,Free,1,126.6816547,4.857913669,67.71662345,127.0173176,126.5214106,5.365359712,-0.127155727,31.81504894,22.2883821091,Low Risk
U00092,Free,1,122.4587156,4.547400612,67.13407087,122.5062764,122.136851,5.051100917,-0.055652936,30.20748516,22.7351910098,Medium Risk
U00093,Free,1,122.391129,4.491935484,66.76172343,121.8772849,122.4084149,4.968870968,0.355696935,30.27551523,22.686287949500002,Medium Risk
U00094,Basic,1,125.637827,4.623742455,66.21123251,126.149818,127.0207085,14.56891348,-0.171947005,31.77888377,21.8646682785,Low Risk
U00095,Free,1,128.4585799,4.75147929,68.33085023,129.0472668,129.9802939,5.183431953,-0.168291649,32.30962067,22.287162227699998,Low Risk
U00096,Free,1,123.0666667,4.538888889,67.18894527,121.9927249,122.6136663,4.68,0.575418994,30.43164975,22.817917311200002,Medium Risk
U00097,Basic,1,127.2109929,4.622340426,71.48854806,127.1875971,127.0068737,14.4552305,0.090839888,30.82453487,23.8052703684,High Risk
U00098,Free,1,126.9375,4.702702703,67.45320651,126.7842865,126.3955547,5.307415541,0.03891709,31.94984886,22.128965468,Low Risk
U00099,Premium,1,123.3043478,4.614130435,66.58113242,122.9532824,121.9372963,23.21594203,0.155820586,30.73163854,22.389698417800002,Low Risk
U00100,Basic,1,119.2246696,4.49339207,64.33920394,118.7195196,116.5801768,13.67731278,0.213021492,29.73612428,22.132485849600002,Low Risk
U00101,Basic,1,122.2463768,4.649758454,68.19945228,122.6438061,122.2973316,14.3236715,-0.34520927,29.83364258,23.291209365000004,Medium Risk
U00102,Basic,1,121.7429112,4.604914934,64.31990805,121.4864974,121.1261701,14.50378072,0.137987013,30.78266653,21.685569838899998,Low Risk
U00103,Basic,1,121.5170648,4.551194539,66.67815139,121.3875102,121.2434657,14.40827645,0.167765568,29.96873888,22.7275474674,Medium Risk
U00104,Free,1,129.9909502,4.950226244,74.44109341,129.7974898,132.1204724,5.1160181,0.001298701,31.14911994,24.5343375893,High Risk
U00105,Basic,1,122.0218182,4.54,69.01745057,121.6614502,122.0714378,14.36818182,0.066874837,29.4654921,23.6003687141,High Risk
U00106,Basic,1,119.1414634,4.485365854,66.70629102,119.0880372,119.2300044,14.1152439,-0.005937827,28.99030782,23.0788134581,Medium Risk
U00107,Basic,1,120.9918033,4.31557377,72.92717899,121.372219,122.6079903,13.50512295,-0.086419753,27.81323975,25.4400516549,High Risk
U00108,Premium,1,123.187747,4.488142292,65.02965398,122.9575475,123.0564178,22.76442688,0.052333805,31.11264531,21.740806143500002,Low Risk
U00109,Premium,1,127.556962,4.662447257,67.08264335,127.2196655,126.7554525,23.21772152,0.142555119,32.29672598,21.9101370807,Low Risk
U00110,Basic,1,114.2,4.1,68.2520965,116.9659524,118.0732177,11.675,-1.744783307,26.43437105,25.0865834541,High Risk
U00111,Free,1,120.7819549,4.706766917,64.46351674,119.329198,117.735449,4.947293233,0.807359307,30.38575701,22.0882279421,Low Risk
U00112,Free,1,123.6252927,4.693208431,66.10209728,123.6215568,124.2871101,5.078641686,-0.105298457,31.02745044,22.112506477100002,Low Risk
U00113,Free,1,131.1238938,4.775221239,67.51879008,130.9023135,130.6935188,5.266725664,0.002026342,33.62648687,21.466918110599998,Low Risk
U00114,Premium,1,125.0760626,4.655480984,67.2866296,125.1446735,125.0619613,23.28322148,0.046444587,31.24108047,22.3647580001,Low Risk
U00115,Basic,1,123.1464286,4.667857143,66.18071786,123.473801,123.3689945,14.28839286,-0.05734767,30.80471321,22.210802307,Low Risk
U00116,Premium,1,115.3371429,4.645714286,66.08168608,115.1813061,116.5346317,22.09142857,0.195402299,27.7040656,23.4627682057,High Risk
U00117,Free,1,119.9622642,4.509433962,69.17317766,120.2080503,120.088894,5.131358491,0.254329004,28.58578255,24.055206911199996,High Risk
U00118,Premium,1,119.8784648,4.618336887,66.36887605,119.7132856,120.0061791,23.22985075,0.018925519,29.42622418,22.8071187307,Medium Risk
U00119,Free,1,120.0,4.421348315,65.71497487,119.4552167,119.9644712,4.85241573,0.20804829,29.61191203,22.593410068000004,Medium Risk
U00120,Free,1,121.5290698,4.662790698,66.32808694,121.2537929,121.4863516,5.063546512,-0.043441938,30.11203903,22.5279109834,Medium Risk
U00121,Premium,1,122.7167235,4.638225256,67.76359457,123.0627661,124.112378,22.93924915,-0.282778865,30.14907863,23.015548510499997,Medium Risk
U00122,Free,1,126.2964072,4.763473054,72.06499855,126.4063373,126.9120783,5.220718563,0.175890176,30.32810522,24.2022924618,High Risk
U00123,Premium,1,120.1657895,4.613157895,60.53789787,120.0399248,119.8759963,22.94105263,0.074632492,31.2888938,20.3294695206,Low Risk
U00124,Basic,1,124.9391026,4.551282051,73.23462369,125.9282051,127.4546113,14.28365385,-0.52733119,29.37063853,25.041598984,High Risk
U00125,Premium,1,121.1288344,4.36809816,71.2662953,120.1359626,118.2170103,20.96932515,0.116402116,28.3820746,24.7232473168,High Risk
U00126,Premium,1,125.4026549,4.840707965,64.31698586,123.9954699,123.9619267,22.84247788,0.326349206,32.31817858,21.1269970198,Low Risk
U00127,Premium,1,125.442623,4.62295082,71.44282126,124.2906193,122.9845229,22.12677596,0.409733124,30.13108805,24.1645990272,High Risk
U00128,Free,1,134.5032538,4.967462039,70.75074868,134.4187326,135.1849768,5.245509761,0.11863354,34.06631553,22.295556386000005,Low Risk
U00129,Basic,1,122.2921569,4.664705882,67.51745851,122.0614332,121.5592528,14.60343137,0.115071569,30.06103696,22.9266121717,Medium Risk
U00130,Premium,1,121.9307958,4.577854671,67.2002059,121.9928448,121.5924204,23.15363322,0.143352315,29.98561297,22.870090208500002,Medium Risk
U00131,Basic,1,116.1614173,4.480314961,64.02485476,115.9453318,115.1673534,13.91338583,0.108977979,28.60120499,22.4609357577,Medium Risk
U00132,Premium,1,119.9589905,4.495268139,64.08894824,120.1449301,120.7492931,22.54511041,0.122513562,30.10549218,21.882509600600002,Low Risk
U00133,Free,1,123.0066667,4.47,67.60628131,123.4508889,123.9684361,5.0945,-0.13473483,30.26178227,22.878859866,Medium Risk
U00134,Basic,1,125.9779116,4.608433735,67.27069626,126.1956636,125.9355749,14.375,-0.185685542,31.5924859,22.261188112599996,Low Risk
U00135,Free,1,123.9428571,4.521428571,67.79478591,124.5332426,125.7284943,5.157928571,-0.155131265,30.59513566,22.8081888205,Medium Risk
U00136,Basic,1,118.7912621,4.514563107,70.21569847,120.2386269,120.5965628,13.71480583,-1.012543554,27.80616424,24.907274843200003,High Risk
U00137,Free,1,126.7788018,4.767281106,68.82536185,126.5202655,126.2713924,5.237834101,0.123721544,31.49409651,22.7483543462,Medium Risk
U00138,Basic,1,124.8521739,4.669565217,66.18141095,125.933882,127.5651484,14.05652174,-0.692451653,31.48731585,22.1285003729,Low Risk
U00139,Free,1,126.1570881,4.785440613,61.76354205,125.088597,124.9111347,5.09183908,0.352197802,33.36940482,19.948227959599997,Low Risk
U00140,Free,1,118.4986877,4.527559055,69.29547477,118.3348706,117.742638,5.142204724,0.063533835,27.96910035,24.2813303735,High Risk
U00141,Free,1,123.0395683,4.737410072,69.50492824,123.2106501,123.2242489,5.204892086,-0.169111969,29.78557189,23.649251238700003,High Risk
U00142,Free,1,132.7918089,4.726962457,71.33858479,132.5659678,133.9464278,5.264232082,-0.013209393,33.13323685,22.813511446899998,Medium Risk
U00143,Free,1,128.1455939,4.626436782,69.28527729,128.0701149,127.8528497,5.303735632,0.012887305,31.86058539,22.7064831545,Medium Risk
U00144,Premium,1,128.638191,4.522613065,65.81025639,128.5913257,129.0639282,21.68442211,0.217171717,33.06898339,21.2419030081,Low Risk
U00145,Free,1,128.8294011,4.760435572,68.15490522,129.1673537,129.8747712,5.419981851,-0.091688312,32.51341954,22.129878175600002,Low Risk
U00146,Free,1,121.4556452,4.669354839,65.35660628,121.8449213,121.9089472,5.164233871,-0.200694043,30.37608263,22.178024976899998,Low Risk
U00147,Basic,1,121.9037037,4.638888889,68.43660342,122.8330644,123.6817491,14.54814815,-0.270341903,29.62216712,23.4244846809,High Risk
U00148,Free,1,123.4618644,4.690677966,71.99283218,122.4992131,120.8229411,5.364661017,0.27781155,29.1940995,24.664821251,High Risk
U00149,Premium,1,131.2689394,5.25,72.32618364,131.9728806,132.1584807,24.13333333,-0.138511678,32.38472066,23.4467882634,High Risk
U00150,Premium,1,128.069869,4.899563319,68.20905549,127.9215637,127.1726736,23.01135371,-0.04197995,32.23509995,22.242538584,Low Risk
U00151,Free,1,125.3074792,4.905817175,67.7761691,125.5558567,125.6036781,5.351883657,-0.273015873,31.26188611,22.5712689799,Medium Risk
U00152,Basic,1,121.7716263,4.674740484,66.3601882,121.68529,121.3973797,14.57785467,0.086407527,30.2030162,22.5140401701,Medium Risk
U00153,Basic,1,121.1061947,4.407079646,68.0848821,120.5023283,119.4475316,13.5619469,-0.055873016,29.33913714,23.367839610800004,High Risk
U00154,Free,1,126.5823389,4.735083532,70.93390953,126.3773838,124.9199994,5.128353222,0.065618592,30.77328776,23.6518112646,High Risk
U00155,Basic,1,121.1262376,4.715346535,68.19652275,121.0269389,120.2455143,14.56002475,-0.052463665,29.40614218,23.3735069845,High Risk
U00156,Free,1,126.3663366,4.801980198,65.23367114,126.4210396,126.2210391,5.393465347,-0.172279334,32.41702737,21.3162421262,Low Risk
U00157,Free,1,125.3898917,4.472924188,66.665462,124.5138216,125.2216108,5.041083032,0.422360248,31.49819534,22.188336470400003,Low Risk
U00158,Premium,1,118.8382066,4.516569201,63.89963765,118.8414044,118.5800352,22.88421053,-0.020089286,29.72036212,21.9490411648,Low Risk
U00159,Free,1,122.0177778,4.635555556,70.07803959,121.3499577,123.1111981,5.244533333,0.5625,29.1743659,24.183683449,High Risk
U00160,Free,1,125.9023747,4.530343008,69.33165578,125.3756942,123.2598426,5.088126649,0.355253212,30.92055604,23.199118213600002,Medium Risk
U00161,Premium,1,123.5666667,4.703333333,64.38554427,122.8028016,123.1880341,22.9,0.227902532,31.52200339,21.4365006166,Low Risk
U00162,Free,1,121.1333333,4.536,65.79443197,120.8613714,120.4373972,5.10792,0.054621849,30.07580374,22.3856625817,Low Risk
U00163,Basic,1,127.7383178,4.663551402,67.32862119,127.3952993,127.3361437,14.48656542,0.275008364,32.29580617,22.024034330200003,Low Risk
U00164,Premium,1,127.9928058,4.882494005,67.96585943,128.8481158,129.9176136,23.91654676,-0.375,32.27211267,22.254680692999997,Low Risk
U00165,Free,1,120.3024194,4.552419355,65.06878483,119.8652938,119.5229814,5.074233871,0.286871024,29.9660581,22.281541448200002,Low Risk
U00166,Premium,1,120.8324421,4.704099822,66.9666763,120.6434895,120.7366483,23.40534759,0.093367347,29.65420388,22.9175994741,Medium Risk
U00167,Basic,1,126.7486819,4.794376098,67.38608267,127.3072014,127.5752438,14.8387522,-0.209758551,31.92196079,22.171235982299997,Low Risk
U00168,Basic,1,125.1801802,4.720720721,70.46291921,124.2666452,121.1948555,13.14864865,0.883116883,30.34941253,23.9253137479,High Risk
U00169,Premium,1,124.5318275,4.788501027,68.17128035,124.2738975,123.4913446,23.67967146,0.188124633,30.79789721,22.8499305429,Medium Risk
U00170,Basic,1,128.6904762,4.833333333,75.37203814,127.757979,126.5009733,13.8735119,0.401197605,30.31457904,25.2674070395,High Risk
U00171,Free,1,123.4223706,4.711185309,68.7673513,123.4255426,123.2412138,5.224557596,-0.082895366,30.15209845,23.255502551800003,Medium Risk
U00172,Premium,1,127.6297872,4.910638298,66.654808,127.4514944,127.3526882,23.96765957,0.030155346,32.52866398,21.655291343800002,Low Risk
U00173,Free,1,118.0529412,4.352941176,65.91988923,118.6304762,119.3315405,4.804411765,-0.009298394,28.75109205,22.939587399199997,Medium Risk
U00174,Premium,1,123.0546559,4.659919028,67.65203597,122.6216937,121.4955303,23.11255061,0.086641553,30.32422727,22.8531802809,Medium Risk
U00175,Premium,1,128.7922078,5.038961039,73.54933972,128.3150278,129.8588403,22.61818182,0.378151261,30.96376951,24.454007422300002,High Risk
U00176,Basic,1,121.3322148,4.577181208,72.33155145,120.9875439,119.5121412,14.08389262,0.22991823,28.20657483,25.147078904,High Risk
U00177,Basic,1,120.427027,4.416216216,68.1878212,119.9167568,117.0998232,13.34459459,0.152173913,29.03932932,23.5475347379,High Risk
U00178,Premium,1,123.5896552,4.544827586,67.5897941,123.4981404,123.3705072,22.99655172,0.025166543,30.52237211,22.736807280900003,Medium Risk
U00179,Free,1,130.8169014,5.246478873,72.8572718,131.3967136,130.5815376,5.303028169,-0.149949341,32.04352268,23.746025202300004,High Risk
U00180,Premium,1,130.408,4.808,72.00186007,130.6312571,131.5317078,21.5616,0.155529954,32.00504198,23.506468147200003,High Risk
U00181,Basic,1,123.0180587,4.652370203,70.229996,122.994319,122.4365374,14.43679458,-0.056561086,29.53393574,23.9336607618,High Risk
U00182,Free,1,121.9952038,4.712230216,73.35006037,122.3872331,122.8417608,5.393021583,-0.224244505,28.20673249,25.4508663985,High Risk
U00183,Basic,1,118.4824561,4.471929825,68.53400433,118.6462322,118.2273172,14.23464912,-0.043936731,28.1743601,23.9649062103,High Risk
U00184,Free,1,122.0859813,4.74953271,67.79371501,122.1947085,121.5668406,5.294074766,0.02835741,29.92113783,23.039434526,Medium Risk
U00185,Free,1,122.1190476,4.571428571,64.63072415,122.9554422,122.9279419,4.952380952,-0.391576551,30.82983037,21.8360259943,Low Risk
U00186,Basic,1,116.5147929,4.668639053,68.57178099,117.2820654,118.4190804,13.72633136,-0.078231293,27.43497458,24.282281784899997,High Risk
U00187,Basic,1,123.6474576,4.969491525,68.930011,123.2589185,122.447933,14.88898305,0.048104956,30.27082721,23.246371834799998,Medium Risk
U00188,Free,1,123.1698113,4.704402516,74.84166511,122.3267745,121.2942091,4.924716981,0.046112116,28.22674575,25.8369027998,High Risk
U00189,Basic,1,119.8340807,4.533632287,65.4171414,119.7831732,120.1188174,14.24495516,0.009309791,29.66857955,22.4217714693,Low Risk
U00190,Premium,1,119.2461538,4.353846154,59.96502624,119.6794139,120.2756175,20.50461538,-0.765227021,31.01510751,20.4743009063,Low Risk
U00191,Free,1,122.1080586,4.774725275,68.38721364,121.9554989,121.2327314,5.330989011,0.010484928,29.75947693,23.2767867304,Medium Risk
U00192,Free,1,125.683908,4.586206897,68.5957044,124.5400383,126.3848293,4.877068966,0.125516102,31.07071397,22.8493484946,Medium Risk
U00193,Free,1,120.2695313,4.4921875,66.56733117,120.1383464,120.9219362,5.143710938,-0.004481793,29.4852694,22.838704060900003,Medium Risk
U00194,Free,1,119.8205128,4.579487179,68.57590062,119.6271673,117.2789054,5.128153846,-0.029455081,28.7292811,23.7511622023,High Risk
U00195,Basic,1,115.3706294,4.331002331,64.69622898,115.3787435,115.8909103,13.96095571,-0.108477971,28.03868375,22.8872065173,Medium Risk
