user_id,signup_date,country,device
293,2021-06-03,India,TV
294,2022-03-14,India,Tablet
295,2024-08-22,Canada,Mobile
296,2023-12-14,Canada,Mobile
297,2023-09-17,India,Tablet
298,2022-02-05,Canada,Tablet
299,2024-08-19,UK,Tablet
300,2024-06-06,USA,TV
301,2022-08-01,UK,Tablet
302,2021-04-13,India,TV
303,2023-03-17,India,TV
304,2023-03-09,UK,Tablet
305,2022-03-11,UK,TV
306,2024-08-24,USA,TV
307,2023-09-11,UK,TV
308,2023-01-29,India,Tablet
309,2021-03-22,USA,Mobile
310,2023-06-19,India,Mobile
311,2024-09-15,USA,Mobile
312,2022-06-30,India,Mobile
313,2021-07-24,India,Tablet
314,2021-02-12,Canada,Tablet
315,2021-04-21,USA,Tablet
316,2024-04-21,Canada,Tablet
317,2024-10-29,Canada,Mobile
318,2024-05-03,Canada,Tablet
319,2022-10-29,USA,TV
320,2021-03-02,India,Tablet
321,2024-11-27,USA,Mobile
322,2022-08-27,India,Mobile
323,2022-06-18,USA,TV
324,2022-10-07,USA,TV
325,2023-12-06,India,Mobile
326,2024-01-07,India,Mobile
327,2024-01-02,India,Mobile
328,2021-02-16,USA,TV
329,2021-08-27,Canada,TV
330,2021-04-17,UK,Mobile
331,2021-12-03,India,Mobile
332,2021-01-08,USA,Tablet
333,2024-06-30,Canada,Tablet
334,2021-10-30,UK,TV
335,2022-06-10,India,Tablet
336,2021-03-19,Canada,TV
337,2021-12-31,India,TV
338,2022-11-30,Canada,Tablet
339,2023-10-28,UK,Tablet
340,2023-07-08,India,Tablet
341,2024-07-21,India,TV
342,2023-01-09,UK,Tablet
343,2024-04-30,USA,Tablet
344,2022-04-30,Canada,TV
345,2023-11-29,USA,Mobile
346,2024-06-08,India,TV
347,2021-05-06,Canada,Mobile
348,2021-05-25,USA,Mobile
349,2024-11-18,UK,Mobile
350,2021-04-19,India,Tablet
351,2021-08-16,UK,TV
352,2021-02-03,UK,Mobile
353,2023-01-18,UK,TV
354,2022-03-01,USA,TV
355,2022-11-23,India,TV
356,2021-11-11,USA,TV
357,2024-11-01,USA,Mobile
358,2022-10-24,USA,TV
359,2022-09-16,Canada,TV
360,2023-04-23,India,TV
361,2021-12-16,UK,Tablet
362,2024-03-06,UK,Tablet
363,2021-08-31,UK,Mobile
364,2022-07-02,Canada,Tablet
365,2021-01-06,India,Tablet
366,2021-01-04,UK,TV
367,2021-04-28,USA,TV
368,2022-05-19,India,Tablet
369,2022-07-28,USA,TV
370,2023-04-27,UK,TV
371,2024-12-29,USA,Mobile
372,2021-11-22,India,TV
373,2023-04-16,UK,Mobile
374,2022-06-16,USA,Tablet
375,2021-01-01,India,TV
376,2021-11-16,India,Mobile
377,2021-05-19,UK,Mobile
378,2021-09-16,USA,TV
379,2022-11-21,Canada,TV
380,2021-09-18,UK,TV
381,2021-06-21,India,Mobile
382,2024-04-06,India,Mobile
383,2024-09-04,USA,Mobile
384,2023-02-24,USA,Tablet
385,2023-06-30,Canada,TV
386,2024-12-13,India,Tablet
387,2021-11-14,Canada,TV
388,2021-11-30,USA,Tablet
389,2024-03-06,India,Tablet
390,2022-05-28,Canada,TV
391,2024-10-04,Canada,Tablet
392,2023-05-23,USA,TV
393,2023-03-09,UK,Mobile
394,2024-04-03,USA,Tablet
395,2024-11-03,India,TV
396,2022-07-28,Canada,Mobile
397,2023-12-02,USA,TV
398,2021-10-23,Canada,Tablet
399,2022-09-08,India,Tablet
400,2022-02-26,USA,Tablet
401,2022-07-29,UK,Mobile
402,2022-10-27,USA,Mobile
403,2023-10-04,UK,TV
404,2023-04-01,Canada,Tablet
405,2023-11-29,UK,TV
406,2022-08-02,UK,Tablet
407,2022-07-08,Canada,Tablet
408,2024-08-05,Canada,TV
409,2024-06-08,UK,Mobile
410,2022-07-04,USA,Mobile
411,2023-10-18,USA,Tablet
412,2023-08-09,USA,TV
413,2021-07-15,India,TV
414,2022-06-01,UK,TV
415,2023-05-15,India,TV
416,2024-03-28,UK,Mobile
417,2021-08-04,Canada,Tablet
418,2024-03-26,Canada,Mobile
419,2024-03-26,UK,Mobile
420,2021-05-10,UK,Tablet
421,2022-09-19,UK,TV
422,2024-07-30,USA,Tablet
423,2024-07-01,India,TV
424,2024-03-03,Canada,Tablet
425,2023-03-26,India,TV
426,2021-12-29,Canada,TV
427,2021-05-21,Canada,TV
428,2024-05-18,USA,Mobile
429,2023-04-08,UK,Mobile
430,2023-06-07,USA,Tablet
431,2024-02-04,USA,Tablet
432,2024-11-02,USA,TV
433,2021-02-20,USA,TV
434,2024-08-12,USA,TV
435,2023-02-18,UK,Mobile
436,2023-03-25,USA,Mobile
437,2024-10-01,India,TV
438,2023-09-10,USA,Mobile
439,2022-07-21,UK,Tablet
440,2022-10-23,UK,Mobile
441,2024-08-25,USA,TV
442,2024-12-30,USA,Mobile
443,2023-07-26,UK,Tablet
444,2021-09-01,USA,TV
445,2021-03-16,India,TV
446,2024-05-18,UK,TV
447,2021-12-13,USA,Tablet
448,2023-08-13,Canada,Tablet
449,2024-04-17,India,Mobile
450,2024-04-18,India,Mobile
451,2024-03-30,USA,Mobile
452,2021-03-04,UK,TV
453,2022-10-28,Canada,TV
454,2023-12-09,UK,Mobile
455,2024-01-13,USA,Mobile
456,2021-05-28,India,TV
457,2022-04-21,UK,Mobile
458,2024-10-15,USA,Tablet
459,2024-03-10,India,Tablet
460,2022-03-11,UK,Tablet
461,2024-09-03,Canada,TV
462,2021-10-12,USA,Mobile
463,2021-10-13,Canada,Tablet
464,2021-01-18,USA,TV
465,2024-10-26,UK,TV
466,2021-07-13,India,Mobile
467,2021-04-24,India,TV
468,2023-08-05,UK,Mobile
469,2024-07-11,USA,Tablet
470,2023-03-11,India,TV
471,2021-06-11,Canada,Mobile
472,2021-03-28,UK,TV
473,2024-11-15,USA,Mobile
474,2021-11-09,UK,Tablet
475,2022-03-19,UK,Mobile
476,2021-11-24,India,Mobile
477,2024-06-16,USA,Tablet
478,2023-12-11,USA,Tablet
479,2024-07-11,India,Tablet
480,2021-04-06,Canada,TV
481,2024-08-04,Canada,TV
482,2022-05-06,Canada,Mobile
483,2021-07-01,USA,TV
484,2023-01-05,UK,TV
485,2021-01-07,India,Tablet
486,2021-05-31,USA,Tablet
487,2024-11-05,UK,Mobile
488,2022-12-01,India,TV
489,2023-03-26,USA,Tablet
490,2023-01-16,UK,TV
491,2022-12-08,UK,Tablet
492,2022-01-31,Canada,Mobile
493,2023-03-16,India,TV
494,2023-06-24,India,Mobile
495,2023-07-29,UK,TV
496,2023-05-04,Canada,Mobile
497,2022-12-15,India,Tablet
498,2021-05-08,Canada,Mobile
499,2024-02-13,USA,TV
500,2022-06-05,Canada,TV
501,2021-08-25,USA,Tablet
502,2024-05-09,India,TV
503,2024-06-12,India,TV
504,2022-03-18,USA,Mobile
505,2022-09-02,UK,Mobile
506,2021-03-16,India,TV
507,2021-05-08,USA,TV
508,2024-10-11,USA,TV
509,2021-02-03,USA,Mobile
510,2024-03-22,India,TV
511,2022-08-11,UK,Mobile
512,2021-12-08,USA,Tablet
513,2024-08-03,India,Tablet
514,2021-06-17,India,Mobile
515,2023-04-01,UK,TV
516,2024-11-25,India,Mobile
517,2022-12-03,India,TV
518,2021-05-10,Canada,TV
519,2024-10-18,USA,Tablet
520,2022-11-24,Canada,Tablet
521,2023-03-05,USA,Mobile
522,2024-08-12,UK,Mobile
523,2021-07-06,UK,Tablet
524,2024-08-26,India,Tablet
525,2022-09-15,Canada,TV
526,2022-02-10,USA,Mobile
527,2023-01-21,Canada,Tablet
528,2024-06-21,UK,Mobile
529,2023-08-16,UK,Mobile
530,2022-04-27,USA,TV
531,2021-03-14,USA,Mobile
532,2024-05-25,USA,Tablet
533,2021-02-11,USA,Tablet
534,2021-05-11,India,Mobile
535,2021-04-18,Canada,Tablet
536,2021-04-12,India,Tablet
537,2023-12-04,UK,Tablet
538,2023-03-28,USA,Mobile
539,2021-11-26,USA,Tablet
540,2021-01-12,India,Tablet
541,2022-10-23,USA,Tablet
542,2022-01-09,Canada,TV
543,2024-05-08,USA,TV
544,2024-01-18,Canada,Tablet
545,2022-05-04,USA,TV
546,2021-02-16,Canada,TV
547,2023-11-06,UK,Mobile
548,2023-09-08,India,TV
549,2022-01-26,India,Tablet
550,2022-09-21,UK,Mobile
551,2023-06-02,Canada,TV
552,2023-04-07,UK,Mobile
553,2022-08-17,UK,TV
554,2022-01-07,UK,Tablet
555,2022-02-06,UK,TV
556,2022-09-07,USA,TV
557,2024-03-28,Canada,Tablet
558,2022-09-12,Canada,Mobile
559,2024-01-27,UK,Mobile
560,2024-04-09,Canada,TV
561,2021-07-02,UK,Tablet
562,2022-05-12,Canada,Mobile
563,2023-09-09,USA,Mobile
564,2022-12-23,USA,Mobile
565,2024-12-20,Canada,TV
566,2021-11-07,UK,TV
567,2022-06-30,India,Tablet
568,2023-01-29,USA,Mobile
569,2024-07-21,Canada,Tablet
570,2023-11-29,India,Mobile
571,2023-08-16,USA,Mobile
572,2021-11-14,USA,Mobile
573,2021-09-29,Canada,Tablet
574,2022-01-12,India,TV
575,2023-07-10,UK,Tablet
576,2021-12-06,USA,Mobile
577,2021-01-03,USA,TV
578,2022-01-11,India,TV
579,2021-11-20,India,TV
580,2021-10-20,USA,Mobile
581,2023-08-07,India,Tablet
582,2022-08-08,UK,Mobile
583,2024-09-29,Canada,Tablet
584,2021-03-02,USA,Tablet
585,2024-11-04,India,Tablet
586,2024-09-04,India,Tablet
587,2023-12-22,USA,TV
588,2024-03-22,UK,Tablet
589,2024-08-26,USA,Tablet
590,2024-10-21,India,Tablet
591,2021-08-14,USA,TV
592,2023-07-26,USA,TV
593,2021-09-16,Canada,TV
594,2021-02-23,UK,Tablet
595,2022-11-20,USA,Tablet
596,2023-11-10,India,Mobile
597,2022-02-23,India,TV
598,2021-03-03,USA,Tablet
599,2021-06-09,UK,TV
600,2023-02-20,Canada,Mobile
601,2024-01-18,USA,TV
602,2024-10-12,India,Tablet
603,2023-08-10,UK,Tablet
604,2023-09-15,USA,Mobile
605,2024-05-03,USA,TV
606,2024-09-17,India,Mobile
607,2021-02-09,USA,Mobile
608,2024-11-19,UK,TV
609,2023-09-11,Canada,Tablet
610,2021-02-07,Canada,Tablet
611,2024-04-14,India,TV
612,2022-03-30,USA,Mobile
613,2023-03-07,USA,Mobile
614,2022-08-16,India,Mobile
615,2021-08-12,India,Mobile
616,2021-04-25,India,Tablet
617,2023-11-30,India,Tablet
618,2024-08-05,India,Tablet
619,2021-12-02,Canada,Mobile
620,2022-07-25,UK,Mobile
621,2023-02-20,UK,Mobile
622,2024-09-30,USA,TV
623,2021-12-22,UK,Tablet
624,2022-02-26,Canada,Tablet
625,2021-05-13,UK,Mobile
626,2023-04-06,USA,Tablet
627,2023-11-21,UK,TV
628,2024-11-18,Canada,Tablet
629,2024-12-31,India,Tablet
630,2021-03-23,Canada,TV
631,2022-08-12,USA,Tablet
632,2024-06-01,USA,TV
633,2024-02-11,USA,Mobile
634,2021-12-26,UK,TV
635,2022-12-01,Canada,Mobile
636,2022-11-06,Canada,TV
637,2022-04-12,India,Tablet
638,2022-08-09,USA,TV
639,2024-12-06,Canada,Tablet
640,2024-05-30,USA,Mobile
641,2021-10-05,Canada,TV
642,2024-09-09,UK,Mobile
643,2022-06-08,India,Mobile
644,2023-06-05,USA,TV
645,2022-04-19,Canada,Tablet
646,2021-07-29,India,TV
647,2022-12-05,UK,Mobile
648,2022-12-17,Canada,Tablet
649,2024-06-04,Canada,Mobile
650,2022-04-05,UK,Mobile
651,2023-06-26,USA,TV
652,2023-05-29,UK,Tablet
653,2022-04-04,India,Tablet
654,2024-12-24,India,Mobile
655,2022-05-31,USA,Tablet
656,2022-02-01,USA,Tablet
657,2024-07-18,UK,Mobile
658,2021-06-06,UK,TV
659,2023-09-01,Canada,TV
660,2023-04-29,India,Mobile
661,2021-01-21,UK,Mobile
662,2021-03-25,India,Tablet
663,2024-11-11,UK,Mobile
664,2022-07-24,Canada,TV
665,2024-03-31,USA,Tablet
666,2023-10-06,USA,TV
667,2024-07-18,Canada,Tablet
668,2023-12-20,India,Mobile
669,2024-08-25,Canada,Tablet
670,2023-11-17,India,TV
671,2021-07-18,UK,Mobile
672,2023-08-18,Canada,Mobile
673,2022-01-13,UK,TV
674,2022-06-11,USA,TV
675,2021-07-25,UK,Mobile
676,2024-06-13,Canada,Mobile
677,2023-10-14,Canada,Tablet
678,2022-12-27,India,Mobile
679,2021-04-27,India,Tablet
680,2023-12-24,USA,Mobile
681,2021-03-13,USA,TV
682,2024-09-05,India,TV
683,2022-08-30,India,Tablet
684,2024-08-17,USA,Mobile
685,2021-04-12,USA,Tablet
686,2021-08-02,UK,Mobile
687,2022-02-05,Canada,Mobile
688,2023-12-06,Canada,Tablet
689,2022-08-15,India,TV
690,2021-04-02,Canada,Mobile
691,2022-12-15,Canada,TV
692,2021-01-02,USA,Mobile
693,2022-08-12,Canada,TV
694,2023-07-07,UK,TV
695,2024-04-04,UK,TV
696,2021-05-02,India,Tablet
697,2023-09-21,India,Tablet
698,2022-03-04,USA,Tablet
699,2021-11-13,UK,Tablet
700,2021-01-09,India,Mobile
701,2024-10-14,UK,Mobile
702,2024-10-25,Canada,TV
703,2024-09-03,Canada,TV
704,2021-04-21,UK,Tablet
705,2021-01-07,UK,TV
706,2024-08-30,India,TV
707,2023-06-14,UK,Tablet
708,2023-03-20,Canada,TV
709,2021-01-14,UK,TV
710,2023-10-11,Canada,Tablet
711,2023-06-28,USA,Mobile
712,2024-06-20,India,Tablet
713,2023-01-20,Canada,Mobile
714,2021-11-05,UK,Tablet
715,2023-07-03,UK,TV
716,2022-07-03,Canada,Mobile
717,2023-12-19,UK,TV
718,2023-01-25,UK,Mobile
719,2021-04-03,India,Tablet
720,2024-05-15,USA,Tablet
721,2024-09-17,USA,TV
722,2021-06-08,India,Mobile
723,2021-01-24,Canada,Mobile
724,2022-05-31,Canada,TV
725,2022-06-16,Canada,TV
726,2023-08-05,Canada,Mobile
727,2022-02-24,India,Mobile
728,2023-05-16,Canada,TV
729,2021-12-01,India,TV
730,2021-10-22,India,Tablet
731,2024-10-26,India,TV
732,2022-09-29,Canada,Tablet
733,2024-06-14,India,Mobile
734,2023-06-30,USA,Tablet
735,2023-03-05,Canada,TV
736,2024-08-14,Canada,TV
737,2021-11-30,India,Tablet
738,2021-10-20,USA,TV
739,2023-10-02,USA,TV
740,2022-01-16,UK,TV
741,2022-05-19,UK,Mobile
742,2024-01-13,India,Tablet
743,2023-04-18,USA,Tablet
744,2021-01-28,India,Tablet
745,2024-06-06,USA,Tablet
746,2024-12-18,Canada,Mobile
747,2023-07-08,UK,Tablet
748,2024-11-19,India,Tablet
749,2022-09-22,India,TV
750,2023-04-24,India,Mobile
751,2024-07-04,USA,Tablet
752,2023-08-30,USA,Mobile
753,2022-07-30,India,Mobile
754,2024-02-05,USA,Tablet
755,2024-05-12,USA,Mobile
756,2021-06-05,UK,Tablet
757,2022-09-12,UK,Mobile
758,2021-11-30,India,Mobile
759,2022-05-26,USA,TV
760,2023-03-08,USA,Tablet
761,2023-11-25,India,Mobile
762,2023-12-19,USA,Mobile
763,2023-10-06,UK,TV
764,2023-11-02,India,Mobile
765,2021-08-30,Canada,Tablet
766,2021-05-06,India,Mobile
767,2024-08-22,USA,Mobile
768,2023-11-29,UK,Tablet
769,2022-03-03,India,Tablet
770,2024-12-22,India,Tablet
771,2022-01-19,India,Mobile
772,2021-11-04,Canada,TV
773,2023-01-16,Canada,Tablet
774,2023-10-29,India,Mobile
775,2021-05-09,UK,Mobile
776,2024-10-07,India,Mobile
777,2021-03-27,UK,TV
778,2024-05-01,UK,Tablet
779,2024-05-26,UK,TV
780,2024-12-08,India,TV
781,2024-03-14,India,Tablet
782,2023-01-14,USA,Tablet
783,2021-12-11,India,Mobile
784,2023-10-22,UK,Tablet
785,2023-12-13,Canada,Mobile
786,2021-12-27,India,TV
787,2024-05-28,India,TV
788,2022-12-05,India,Tablet
789,2024-03-30,USA,Mobile
790,2022-11-19,USA,Mobile
791,2022-08-12,UK,Mobile
792,2023-08-29,Canada,TV
793,2024-11-05,India,TV
794,2021-01-19,India,TV
795,2022-02-01,USA,Tablet
796,2023-05-01,USA,Tablet
797,2024-09-29,India,TV
798,2022-03-31,USA,Mobile
799,2023-12-25,Canada,TV
800,2022-12-12,UK,Mobile
801,2023-04-08,USA,Mobile
802,2024-12-11,USA,Mobile
803,2021-10-18,Canada,TV
804,2024-07-14,UK,TV
805,2023-09-01,India,TV
806,2023-07-31,USA,Tablet
807,2021-03-26,India,TV
808,2022-03-30,Canada,Mobile
809,2024-05-29,India,Mobile
810,2021-01-12,USA,TV
811,2021-10-31,USA,Tablet
812,2024-08-16,Canada,Tablet
813,2021-02-12,Canada,Tablet
814,2024-09-11,India,TV
815,2021-12-30,UK,Tablet
816,2023-10-02,USA,Tablet
817,2022-09-11,UK,Tablet
818,2024-02-15,Canada,Tablet
819,2023-03-04,Canada,Tablet
820,2021-02-20,UK,Mobile
821,2021-05-21,India,Tablet
822,2024-09-19,USA,Mobile
823,2022-05-09,UK,Mobile
824,2023-01-21,Canada,Tablet
825,2024-03-13,India,TV
826,2021-01-02,USA,Mobile
827,2022-10-06,India,Mobile
828,2021-12-16,UK,Tablet
829,2024-10-06,Canada,TV
830,2023-11-29,USA,Tablet
831,2023-08-17,Canada,Mobile
832,2022-03-21,India,TV
833,2024-11-09,Canada,Mobile
834,2024-10-17,UK,Tablet
835,2021-05-21,UK,TV
836,2024-02-16,USA,TV
837,2024-05-28,USA,TV
838,2022-06-05,UK,TV
839,2023-09-11,India,Mobile
840,2022-11-13,Canada,Mobile
841,2024-03-23,UK,Mobile
842,2021-02-19,Canada,Tablet
843,2023-12-20,UK,TV
844,2023-05-07,India,Tablet
845,2023-09-20,UK,TV
846,2022-08-04,UK,Mobile
847,2022-04-28,Canada,TV
848,2022-11-04,UK,Mobile
849,2022-10-24,Canada,Mobile
850,2022-02-23,Canada,Tablet
851,2024-03-29,UK,TV
852,2023-08-27,India,Mobile
853,2022-05-24,USA,TV
854,2023-07-10,India,Tablet
855,2021-09-20,USA,TV
