order_id,customer_id,order_date
217,273,2023-06-04
218,96,2023-11-03
219,240,2023-09-13
220,66,2023-02-22
221,385,2023-12-31
222,239,2023-10-02
223,457,2023-10-19
224,493,2023-03-29
225,218,2023-05-09
226,433,2023-02-18
227,291,2023-11-04
228,60,2023-06-16
229,262,2023-11-20
230,374,2023-12-23
231,425,2023-07-18
232,201,2023-12-14
233,84,2023-12-22
234,433,2023-03-10
235,26,2023-06-20
236,233,2023-03-31
237,162,2023-11-22
238,239,2023-12-19
239,74,2023-06-12
240,490,2023-12-08
241,222,2023-09-04
242,260,2023-02-04
243,359,2023-06-21
244,226,2023-01-10
245,265,2023-11-08
246,69,2023-10-27
247,490,2023-08-18
248,9,2023-07-15
249,281,2023-09-19
250,40,2023-11-24
251,195,2023-04-30
252,281,2023-09-15
253,307,2023-10-28
254,377,2023-12-27
255,146,2023-01-07
256,494,2023-04-30
257,443,2023-01-11
258,459,2023-11-12
259,343,2023-03-05
260,187,2023-06-08
261,162,2023-05-02
262,309,2023-08-08
263,482,2023-05-05
264,303,2023-11-14
265,408,2023-02-10
266,61,2023-01-31
267,242,2023-03-12
268,240,2023-07-11
269,57,2023-09-13
270,194,2023-06-01
271,333,2023-04-14
272,404,2023-03-19
273,71,2023-07-12
274,457,2023-04-15
275,371,2023-11-25
276,162,2023-01-20
277,54,2023-05-02
278,65,2023-11-03
279,245,2023-08-16
280,200,2023-06-18
281,435,2023-03-10
282,373,2023-05-23
283,297,2023-06-12
284,385,2023-11-26
285,153,2023-01-21
286,241,2023-09-24
287,221,2023-08-01
288,52,2023-11-28
289,337,2023-05-28
290,248,2023-01-13
291,71,2023-04-28
292,483,2023-06-19
293,144,2023-06-25
294,277,2023-05-05
295,386,2023-04-16
296,218,2023-10-04
297,325,2023-01-28
298,5,2023-12-07
299,73,2023-05-08
300,495,2023-12-18
301,437,2023-12-23
302,240,2023-04-24
303,402,2023-11-08
304,275,2023-07-15
305,191,2023-09-24
306,6,2023-06-14
307,319,2023-04-04
308,411,2023-08-15
309,497,2023-11-19
310,438,2023-01-04
311,415,2023-02-03
312,448,2023-09-09
313,405,2023-02-05
314,14,2023-04-09
315,208,2023-01-27
316,2,2023-11-21
317,402,2023-03-14
318,18,2023-04-15
319,35,2023-03-06
320,462,2023-02-16
321,250,2023-03-30
322,82,2023-10-31
323,339,2023-10-09
324,281,2023-04-15
325,483,2023-05-01
326,391,2023-09-17
327,387,2023-02-10
328,486,2023-08-07
329,57,2023-08-28
330,460,2023-06-09
331,310,2023-03-26
332,16,2023-04-12
333,404,2023-05-06
334,133,2023-08-06
335,317,2023-04-01
336,415,2023-11-07
337,280,2023-05-08
338,235,2023-06-05
339,128,2023-05-27
340,63,2023-10-23
341,173,2023-08-18
342,428,2023-11-22
343,344,2023-04-14
344,125,2023-05-20
345,80,2023-09-04
346,111,2023-02-10
347,167,2023-07-04
348,284,2023-07-23
349,380,2023-07-13
350,123,2023-03-27
351,261,2023-08-30
352,205,2023-08-14
353,15,2023-08-05
354,105,2023-09-16
355,49,2023-11-09
356,260,2023-08-10
357,14,2023-03-21
358,219,2023-09-04
359,394,2023-01-11
360,87,2023-07-15
361,381,2023-08-07
362,357,2023-02-12
363,220,2023-06-03
364,300,2023-11-01
365,333,2023-10-03
366,164,2023-03-20
367,384,2023-10-11
368,443,2023-03-31
369,160,2023-05-12
370,365,2023-07-14
371,485,2023-08-26
372,65,2023-06-06
373,192,2023-08-21
374,4,2023-05-26
375,126,2023-07-12
376,257,2023-10-15
377,124,2023-11-07
378,210,2023-09-04
379,77,2023-02-06
380,217,2023-06-20
381,21,2023-03-11
382,335,2023-08-29
383,169,2023-04-11
384,297,2023-03-21
385,10,2023-04-08
386,117,2023-01-03
387,483,2023-01-07
388,388,2023-09-14
389,197,2023-07-11
390,172,2023-09-09
391,187,2023-07-27
392,166,2023-08-01
393,230,2023-07-22
394,280,2023-07-11
395,152,2023-07-16
396,232,2023-09-08
397,275,2023-06-07
398,340,2023-11-25
399,116,2023-10-29
400,476,2023-02-06
401,427,2023-07-29
402,75,2023-01-20
403,379,2023-03-05
404,87,2023-07-17
405,79,2023-10-17
406,85,2023-03-25
407,100,2023-04-10
408,127,2023-08-12
409,397,2023-05-11
410,32,2023-06-28
411,266,2023-09-18
412,315,2023-12-30
413,302,2023-09-08
414,101,2023-11-22
415,379,2023-12-19
416,288,2023-07-08
417,433,2023-12-23
418,84,2023-01-30
419,295,2023-11-30
420,495,2023-07-17
421,179,2023-08-06
422,144,2023-05-07
423,295,2023-05-05
424,316,2023-09-02
425,389,2023-01-18
426,337,2023-07-05
427,228,2023-11-20
428,192,2023-12-28
429,176,2023-12-13
430,26,2023-01-15
431,51,2023-12-24
432,324,2023-12-07
433,102,2023-11-27
434,110,2023-03-17
435,154,2023-05-14
436,20,2023-11-06
437,205,2023-08-22
438,494,2023-12-15
439,71,2023-03-17
440,152,2023-05-11
441,67,2023-05-07
442,195,2023-11-05
443,306,2023-10-24
444,374,2023-12-06
445,16,2023-03-24
446,223,2023-01-07
447,161,2023-03-01
448,206,2023-02-17
449,178,2023-11-26
450,372,2023-12-31
451,496,2023-07-16
452,89,2023-07-23
453,375,2023-12-28
454,115,2023-10-28
455,386,2023-02-11
456,59,2023-09-23
457,297,2023-04-07
458,461,2023-08-05
459,191,2023-03-26
460,466,2023-08-07
461,318,2023-05-10
462,84,2023-12-21
463,130,2023-06-04
464,263,2023-09-14
465,126,2023-09-30
466,374,2023-12-04
467,205,2023-07-15
468,136,2023-10-28
469,259,2023-06-07
470,398,2023-07-30
471,343,2023-02-15
472,328,2023-02-25
473,33,2023-11-22
474,248,2023-10-21
475,155,2023-06-26
476,267,2023-03-15
477,353,2023-05-18
478,267,2023-04-18
479,486,2023-07-23
480,363,2023-12-24
481,274,2023-06-07
482,92,2023-01-04
483,489,2023-03-28
484,346,2023-09-09
485,350,2023-01-01
486,365,2023-02-19
487,74,2023-02-05
488,170,2023-12-23
489,259,2023-08-02
490,288,2023-09-26
491,36,2023-08-02
492,394,2023-12-02
493,213,2023-05-28
494,371,2023-08-09
495,55,2023-03-29
496,498,2023-04-01
497,455,2023-07-11
498,117,2023-04-06
499,25,2023-12-27
500,446,2023-03-10
501,418,2023-04-12
502,153,2023-09-07
503,457,2023-04-04
504,8,2023-09-15
505,53,2023-02-26
506,483,2023-08-19
507,236,2023-10-18
508,476,2023-04-19
509,10,2023-04-06
510,78,2023-04-13
511,349,2023-01-31
512,129,2023-04-04
513,186,2023-04-09
514,403,2023-05-13
515,462,2023-07-29
516,276,2023-08-14
517,486,2023-11-17
518,304,2023-11-16
519,484,2023-02-25
520,233,2023-11-22
521,72,2023-03-27
522,254,2023-02-10
523,314,2023-05-31
524,294,2023-02-13
525,170,2023-07-13
526,252,2023-03-05
527,344,2023-05-22
528,7,2023-02-02
529,491,2023-06-25
530,453,2023-01-16
531,206,2023-10-27
532,457,2023-05-01
533,20,2023-09-02
534,436,2023-09-06
535,26,2023-12-11
536,89,2023-02-21
537,500,2023-01-05
538,340,2023-02-01
539,56,2023-05-17
540,198,2023-01-04
541,255,2023-12-07
542,455,2023-10-26
543,228,2023-01-22
544,62,2023-02-19
545,241,2023-04-19
546,384,2023-09-25
547,446,2023-01-04
548,292,2023-07-12
549,276,2023-11-05
550,494,2023-09-24
551,402,2023-05-17
552,456,2023-09-06
553,27,2023-08-31
554,389,2023-06-22
555,351,2023-11-06
556,430,2023-08-08
557,297,2023-06-22
558,85,2023-07-09
559,52,2023-12-16
560,387,2023-06-25
561,314,2023-06-11
562,346,2023-05-03
563,465,2023-07-04
564,251,2023-12-07
565,478,2023-07-24
566,215,2023-07-13
567,409,2023-11-09
568,498,2023-01-30
569,196,2023-07-02
570,120,2023-06-19
571,425,2023-02-21
572,203,2023-01-02
573,446,2023-08-22
574,297,2023-12-24
575,230,2023-07-25
576,466,2023-03-13
577,289,2023-01-14
578,228,2023-11-05
579,38,2023-03-04
580,146,2023-09-29
581,438,2023-05-24
582,49,2023-12-25
583,317,2023-05-08
584,16,2023-07-08
585,214,2023-08-20
586,85,2023-11-13
587,242,2023-12-18
588,300,2023-12-04
589,31,2023-09-01
590,95,2023-09-21
591,155,2023-07-31
592,500,2023-12-05
593,169,2023-04-07
594,114,2023-01-02
595,485,2023-11-23
596,259,2023-06-14
597,95,2023-01-09
598,162,2023-11-21
599,474,2023-07-04
600,216,2023-01-24
601,138,2023-06-16
602,57,2023-12-14
603,413,2023-08-16
604,166,2023-04-30
605,205,2023-11-07
606,101,2023-09-06
607,487,2023-07-24
608,371,2023-11-10
609,262,2023-02-11
610,142,2023-06-28
611,222,2023-08-08
612,231,2023-09-01
613,241,2023-12-04
614,388,2023-12-25
615,429,2023-02-21
616,476,2023-07-17
617,295,2023-05-31
618,202,2023-11-07
619,54,2023-04-10
620,154,2023-12-31
621,226,2023-03-15
622,285,2023-09-24
623,62,2023-10-20
624,392,2023-09-16
625,167,2023-01-17
626,402,2023-03-07
627,201,2023-09-12
628,278,2023-02-14
629,146,2023-06-04
630,165,2023-12-11
631,367,2023-10-08
632,161,2023-08-28
633,432,2023-03-28
634,237,2023-08-17
635,48,2023-03-01
636,386,2023-09-04
637,249,2023-12-06
638,26,2023-10-04
639,145,2023-05-04
640,260,2023-05-05
641,9,2023-04-19
642,500,2023-03-29
643,266,2023-12-04
644,241,2023-12-25
645,325,2023-02-15
646,422,2023-02-24
647,305,2023-08-11
648,40,2023-01-15
649,177,2023-03-24
650,470,2023-06-17
651,489,2023-07-16
652,19,2023-05-24
653,37,2023-04-23
654,225,2023-05-12
655,305,2023-12-07
656,242,2023-09-01
657,390,2023-12-10
658,320,2023-03-05
659,407,2023-12-07
660,462,2023-03-11
661,31,2023-10-01
662,53,2023-11-21
663,33,2023-09-09
664,17,2023-02-16
665,65,2023-12-21
666,255,2023-06-20
667,460,2023-04-25
668,67,2023-10-22
669,173,2023-11-04
670,228,2023-02-03
671,88,2023-11-26
672,233,2023-06-25
673,240,2023-07-13
674,206,2023-07-15
675,37,2023-12-01
676,348,2023-11-25
677,283,2023-10-15
678,148,2023-08-12
679,463,2023-04-30
680,426,2023-04-25
681,409,2023-05-13
682,108,2023-03-01
683,70,2023-05-29
684,179,2023-02-14
685,110,2023-02-27
686,462,2023-02-15
687,167,2023-06-24
688,377,2023-10-31
689,362,2023-04-07
690,30,2023-03-01
691,47,2023-10-21
692,175,2023-07-08
693,50,2023-03-07
694,284,2023-06-10
695,287,2023-07-14
696,201,2023-10-23
697,252,2023-01-01
698,304,2023-06-09
699,194,2023-02-01
700,437,2023-10-30
701,316,2023-10-02
702,47,2023-04-08
703,173,2023-07-18
704,129,2023-08-05
705,194,2023-06-13
706,496,2023-07-06
707,119,2023-12-14
708,476,2023-03-06
709,356,2023-09-24
710,23,2023-12-06
711,404,2023-11-05
712,417,2023-10-30
713,350,2023-04-24
714,230,2023-02-24
715,89,2023-07-22
716,48,2023-01-05
717,400,2023-10-03
718,102,2023-08-24
719,495,2023-06-11
720,423,2023-03-16
721,135,2023-06-01
722,318,2023-04-23
723,172,2023-09-13
724,353,2023-12-15
725,226,2023-08-22
726,337,2023-03-17
727,433,2023-11-04
728,104,2023-05-26
729,4,2023-03-16
730,269,2023-12-07
731,282,2023-12-26
732,397,2023-01-18
733,352,2023-11-03
734,427,2023-06-13
735,396,2023-06-08
736,376,2023-09-15
737,462,2023-12-19
738,85,2023-03-05
739,289,2023-05-21
740,489,2023-12-28
741,323,2023-10-21
742,263,2023-09-02
743,207,2023-11-20
744,7,2023-04-21
745,299,2023-09-11
746,176,2023-05-30
747,218,2023-12-27
748,154,2023-07-12
749,76,2023-01-31
750,443,2023-06-20
751,116,2023-03-20
752,184,2023-04-18
753,168,2023-04-26
754,365,2023-12-25
755,66,2023-01-27
756,104,2023-04-02
757,143,2023-09-07
758,44,2023-07-20
759,223,2023-06-03
760,443,2023-12-04
761,357,2023-03-23
762,418,2023-01-12
763,140,2023-10-08
764,134,2023-07-20
765,123,2023-06-22
766,488,2023-08-05
767,224,2023-12-14
768,100,2023-08-31
769,138,2023-06-28
770,80,2023-07-20
771,381,2023-07-20
772,409,2023-02-06
773,478,2023-09-28
774,40,2023-05-25
775,221,2023-05-25
776,432,2023-12-23
777,343,2023-04-10
778,487,2023-12-25
779,440,2023-10-08
780,316,2023-07-21
781,108,2023-02-19
782,391,2023-03-09
783,113,2023-06-15
784,175,2023-10-25
785,380,2023-01-28
786,14,2023-12-30
787,357,2023-06-05
788,130,2023-08-23
789,191,2023-12-02
790,293,2023-03-25
791,325,2023-10-23
792,102,2023-03-12
793,238,2023-08-15
794,278,2023-12-23
795,326,2023-09-05
796,301,2023-05-30
797,263,2023-03-16
798,498,2023-04-18
799,484,2023-04-22
800,261,2023-04-11
801,154,2023-11-30
802,92,2023-01-05
803,47,2023-07-05
804,343,2023-10-22
805,66,2023-02-22
806,488,2023-12-14
807,242,2023-03-17
808,149,2023-07-12
809,377,2023-08-07
810,253,2023-12-14
811,322,2023-03-28
812,258,2023-01-29
813,274,2023-02-19
814,231,2023-07-02
815,219,2023-08-31
816,192,2023-04-02
817,302,2023-01-27
818,197,2023-03-02
819,265,2023-09-21
820,142,2023-11-29
821,68,2023-06-23
822,193,2023-10-31
823,296,2023-08-11
824,150,2023-03-18
825,15,2023-11-18
826,409,2023-07-26
827,320,2023-05-06
828,179,2023-01-18
829,160,2023-03-02
830,223,2023-05-04
831,426,2023-07-23
832,215,2023-09-08
833,145,2023-06-04
834,382,2023-12-19
835,162,2023-11-02
836,453,2023-03-30
837,47,2023-12-01
838,170,2023-07-12
839,350,2023-12-21
840,50,2023-12-10
841,109,2023-12-04
842,181,2023-02-15
843,478,2023-08-26
844,14,2023-11-29
845,473,2023-07-15
846,67,2023-05-21
847,230,2023-11-20
848,20,2023-12-01
849,445,2023-08-16
850,151,2023-07-08
851,23,2023-01-06
852,405,2023-03-03
853,428,2023-03-01
854,389,2023-02-12
855,52,2023-03-04
856,201,2023-09-08
857,423,2023-11-25
858,22,2023-12-09
859,211,2023-09-18
860,69,2023-04-26
861,196,2023-01-12
862,149,2023-10-28
863,466,2023-10-21
864,133,2023-10-21
865,445,2023-09-03
866,231,2023-05-21
867,77,2023-12-22
868,254,2023-02-18
869,218,2023-10-31
870,208,2023-04-03
871,124,2023-07-16
872,11,2023-09-05
873,67,2023-11-27
874,324,2023-12-26
875,369,2023-08-11
876,393,2023-06-02
877,350,2023-10-20
878,51,2023-03-06
879,316,2023-02-20
880,301,2023-06-16
881,444,2023-02-02
882,58,2024-01-01
883,76,2023-10-03
884,182,2023-04-05
885,255,2023-07-27
886,49,2023-12-25
887,397,2023-01-11
888,149,2023-07-21
889,235,2023-10-12
890,234,2023-10-02
891,277,2023-09-29
892,411,2023-09-08
893,325,2023-02-02
894,81,2023-09-23
895,311,2023-10-27
896,85,2023-10-03
897,449,2024-01-01
898,16,2023-11-30
899,488,2023-03-05
900,406,2023-04-17
901,343,2023-12-04
902,148,2023-03-02
903,384,2023-04-03
904,433,2023-11-03
905,328,2023-12-22
906,302,2023-04-03
907,305,2023-01-03
908,361,2023-10-12
909,102,2023-08-17
910,222,2023-06-10
911,66,2023-03-04
912,62,2023-01-21
913,376,2023-03-07
914,121,2023-10-22
915,191,2023-04-16
916,160,2023-12-01
917,467,2023-03-24
918,269,2023-02-14
919,170,2023-10-15
920,472,2023-05-12
921,266,2023-01-18
922,175,2023-02-13
923,197,2023-03-05
924,219,2023-09-17
925,444,2023-06-02
926,445,2023-07-06
927,58,2023-10-06
928,244,2023-03-29
929,250,2023-08-05
930,25,2023-12-03
931,71,2023-01-01
932,380,2023-05-08
933,318,2023-06-03
934,61,2023-01-24
935,173,2023-09-23
936,27,2023-05-31
937,308,2023-12-04
938,187,2023-10-01
939,469,2023-08-16
940,299,2023-03-13
941,28,2023-10-23
942,277,2023-09-09
943,162,2023-12-22
944,85,2023-06-10
945,47,2023-09-25
946,283,2023-06-30
947,271,2023-11-07
948,499,2023-10-03
949,5,2023-09-19
950,320,2023-04-18
951,273,2023-12-19
952,392,2023-02-20
953,57,2023-12-06
954,313,2023-01-23
955,48,2023-05-02
956,239,2023-01-19
957,344,2023-04-07
958,384,2023-03-14
959,402,2023-06-03
960,498,2023-04-21
961,495,2023-03-10
962,298,2023-11-05
963,453,2023-10-10
964,310,2023-04-21
965,144,2023-10-30
966,85,2023-07-03
967,204,2023-05-23
968,401,2023-03-07
969,428,2023-11-15
970,289,2023-08-05
971,395,2023-02-08
972,168,2023-10-09
973,165,2023-05-11
974,488,2023-05-14
975,75,2023-07-15
976,28,2023-11-29
977,107,2023-03-25
978,158,2023-07-24
979,430,2023-08-22
980,334,2023-02-12
981,115,2023-05-11
982,427,2023-12-13
983,341,2023-08-06
984,224,2023-12-22
985,91,2023-03-15
986,253,2023-10-02
987,354,2023-04-15
988,264,2023-02-06
989,43,2023-11-19
990,289,2023-05-18
991,485,2023-11-21
992,55,2023-12-23
993,314,2023-11-27
994,21,2023-04-09
995,431,2024-01-01
996,307,2023-07-10
997,413,2023-10-16
998,16,2023-12-03
999,324,2023-11-28
1000,492,2023-09-19
1001,345,2023-11-06
1002,69,2023-03-25
1003,147,2023-08-03
1004,107,2023-03-20
1005,167,2023-06-11
1006,326,2023-08-11
1007,30,2023-07-14
1008,28,2023-01-14
1009,447,2023-11-06
1010,269,2023-05-07
1011,239,2023-02-09
1012,67,2023-05-19
1013,64,2023-03-05
1014,58,2023-09-30
1015,483,2023-02-26
1016,324,2023-12-17
1017,266,2023-10-08
1018,435,2023-07-28
1019,326,2023-02-03
1020,257,2023-06-18
1021,1,2023-11-24
1022,391,2023-02-15
1023,80,2023-07-05
1024,216,2023-06-20
1025,384,2023-05-20
1026,4,2023-03-16
1027,272,2023-04-26
1028,199,2023-05-21
1029,370,2023-01-06
1030,25,2023-02-20
1031,399,2023-07-13
1032,393,2023-04-24
1033,267,2023-07-13
1034,199,2023-02-23
1035,53,2023-03-05
1036,39,2023-03-31
1037,471,2023-09-27
1038,131,2023-06-06
1039,199,2023-10-29
1040,3,2023-09-08
1041,396,2023-02-18
1042,3,2023-09-28
1043,327,2023-06-28
1044,23,2023-12-25
1045,422,2023-10-20
1046,463,2023-05-25
1047,215,2023-10-10
1048,378,2023-05-19
1049,42,2023-11-08
1050,133,2023-02-20
1051,41,2023-01-25
1052,369,2023-03-29
1053,437,2023-06-12
1054,62,2023-07-19
1055,477,2023-04-03
1056,339,2023-06-26
1057,382,2023-12-14
1058,408,2023-09-30
1059,471,2023-10-10
1060,28,2023-11-01
1061,337,2023-07-26
1062,9,2023-09-02
1063,445,2023-10-31
1064,437,2023-03-07
1065,145,2023-05-13
1066,65,2023-01-05
1067,360,2023-12-18
1068,499,2023-09-20
1069,393,2024-01-01
1070,232,2023-03-21
1071,454,2023-12-03
1072,271,2023-03-06
1073,111,2023-03-15
1074,262,2023-07-13
1075,373,2023-10-18
1076,495,2023-05-17
1077,402,2023-01-28
1078,374,2023-11-24
1079,472,2023-07-09
1080,486,2023-12-29
1081,247,2023-05-08
1082,114,2023-12-14
1083,114,2023-11-08
1084,222,2023-08-03
1085,211,2023-12-28
1086,58,2023-08-23
1087,348,2023-04-04
1088,23,2023-08-13
1089,472,2023-07-01
1090,500,2023-08-28
1091,27,2023-09-15
1092,333,2023-05-27
1093,75,2023-05-22
1094,382,2023-08-08
1095,15,2023-09-24
1096,414,2023-04-28
1097,390,2023-06-06
1098,281,2023-11-22
1099,31,2023-02-14
1100,267,2023-06-06
1101,324,2023-07-28
1102,463,2023-06-10
1103,368,2023-02-16
1104,280,2023-11-21
1105,270,2023-02-10
1106,24,2023-02-09
1107,343,2023-05-03
1108,69,2023-02-17
1109,111,2023-03-26
1110,154,2023-10-22
1111,94,2023-01-30
1112,298,2023-02-13
1113,102,2023-05-27
1114,112,2023-10-11
1115,48,2023-09-10
1116,250,2023-01-06
1117,307,2023-08-06
1118,451,2023-12-13
1119,116,2023-09-18
1120,402,2023-03-11
1121,86,2023-09-03
1122,499,2023-09-12
1123,28,2023-09-21
1124,30,2023-12-17
1125,2,2023-12-13
1126,457,2023-09-30
1127,449,2023-12-24
1128,292,2023-03-05
1129,277,2023-07-27
1130,62,2023-01-08
1131,438,2023-11-12
1132,28,2023-04-08
1133,484,2023-01-04
1134,288,2024-01-01
1135,186,2023-08-06
1136,70,2023-12-26
1137,125,2023-10-01
1138,151,2023-06-26
1139,326,2023-05-06
1140,380,2023-12-05
1141,448,2023-09-28
1142,470,2023-12-17
1143,159,2023-11-08
1144,19,2023-01-22
1145,200,2023-11-07
1146,8,2023-08-18
1147,468,2023-03-28
1148,255,2023-12-12
1149,320,2023-09-26
1150,216,2023-04-26
1151,205,2023-03-31
1152,126,2023-02-08
1153,380,2023-07-07
1154,41,2023-03-10
1155,373,2023-09-21
1156,179,2023-06-30
1157,7,2023-01-27
1158,180,2023-08-05
1159,72,2023-09-11
1160,219,2023-07-14
1161,235,2023-03-29
1162,259,2023-07-11
1163,145,2023-02-27
1164,261,2023-06-23
1165,486,2023-12-14
1166,444,2023-05-08
1167,495,2023-10-04
1168,73,2023-03-02
1169,371,2023-05-29
1170,70,2023-06-03
1171,136,2023-09-05
1172,428,2023-05-31
1173,410,2023-05-16
1174,176,2023-04-20
1175,84,2023-01-02
1176,282,2023-11-20
1177,58,2023-10-19
1178,374,2023-07-21
1179,451,2023-04-22
1180,496,2023-06-06
1181,442,2023-11-26
1182,281,2023-09-21
1183,271,2023-01-19
1184,267,2023-08-26
1185,96,2023-11-13
1186,224,2023-09-07
1187,6,2023-01-30
1188,2,2023-07-02
1189,23,2023-01-04
1190,93,2023-11-12
1191,7,2023-08-24
1192,446,2023-06-18
1193,30,2023-06-02
1194,80,2023-07-01
1195,1,2023-02-24
1196,205,2023-01-03
1197,420,2023-06-29
1198,257,2023-04-06
1199,406,2023-07-25
1200,357,2023-07-01
1201,477,2023-01-05
1202,62,2023-02-21
1203,80,2023-08-09
1204,243,2023-09-09
1205,44,2023-04-12
1206,9,2023-02-13
1207,89,2023-09-28
1208,38,2023-09-21
1209,22,2023-03-20
1210,169,2023-07-30
1211,258,2023-03-05
1212,129,2023-09-07
1213,10,2023-01-04
1214,99,2023-03-21
1215,88,2023-12-03
1216,178,2023-05-09
1217,408,2023-04-26
1218,236,2023-08-29
1219,431,2023-07-22
1220,174,2023-07-11
1221,202,2023-06-03
1222,102,2023-07-06
1223,404,2023-08-08
1224,116,2023-04-04
1225,204,2023-10-02
1226,188,2023-05-18
1227,23,2023-02-25
1228,279,2023-08-13
1229,73,2023-12-03
1230,318,2023-08-13
1231,132,2023-03-24
1232,221,2023-03-13
1233,155,2023-07-01
1234,477,2023-08-11
1235,313,2023-01-03
1236,324,2023-07-03
1237,322,2023-12-30
1238,199,2023-04-12
1239,313,2023-02-26
1240,43,2023-04-08
1241,432,2023-05-26
1242,426,2023-01-21
1243,495,2023-03-10
1244,226,2023-07-22
1245,12,2023-08-04
1246,91,2023-06-19
1247,438,2023-01-17
