date,close,high,low,open,volume
2019-02-21,1624.0528564453125,1645.9422327197678,1609.502470592427,1624.5195309794717,4683919
2019-02-22,1633.767822265625,1637.45844623667,1616.3326662945424,1626.5985767724962,2271955
2019-02-25,1684.248779296875,1688.3636146291044,1637.882390975621,1639.5792388295197,2934880
2019-02-26,1729.6817626953125,1735.1541589881795,1673.3040359935885,1683.273016813933,6453309
2019-02-27,1746.14111328125,1760.4369300930296,1715.5129311132248,1730.784559580108,4732082
2019-02-28,1682.8065185546875,1757.3831114243103,1677.8432589354643,1747.7534163009798,8454295
2019-03-01,1692.9451904296875,1701.0900397318858,1680.1763684052476,1692.648262757175,4148548
2019-03-05,1686.751953125,1702.787189524585,1676.995075855676,1701.0903413038332,2449622
2019-03-06,1696.508544921875,1709.5742947365632,1684.1640383335593,1687.7698401959071,2635047
2019-03-07,1708.1319580078125,1717.2525153530885,1697.0175215517618,1701.0899978863702,2539884
2019-03-08,1716.10693359375,1724.84574094877,1705.3744544097683,1718.0583499366746,2031071
2019-03-11,1709.4044189453125,1724.8456916293624,1699.944472279224,1721.3671745486001,3111689
2019-03-12,1707.41064453125,1717.8887626017156,1699.393080063739,1708.7682056318279,2658550
2019-03-13,1697.27197265625,1710.3377211272375,1678.6914689629355,1707.8772711607255,1833163
2019-03-14,1686.157958984375,1703.4658301259126,1680.7280244111141,1701.0477387563176,1905495
2019-03-15,1730.7423095703125,1755.3466029005024,1689.2120007037167,1695.914570289898,5184318
2019-03-18,1716.1922607421875,1751.6564285125182,1706.1808152278668,1733.3303856342775,2349915
2019-03-19,1716.1922607421875,1722.3008726566732,1692.6908517187032,1722.3008726566732,2373993
2019-03-20,1709.616455078125,1734.8570636516704,1696.8476351963284,1720.603502089077,3091165
2019-03-22,1701.6416015625,1710.4227691729025,1682.6793460403542,1709.574345180257,3148149
2019-03-25,1683.4852294921875,1703.4656550212128,1677.503799193915,1703.4656550212128,2429205
2019-03-26,1682.1278076171875,1692.5633603250265,1661.2565986341303,1683.2731592651069,2316539
2019-03-27,1669.61328125,1695.1508179033394,1663.7591360903148,1691.7571225722018,2266166
2019-03-28,1697.1021728515625,1709.2345710817776,1673.7705182926577,1679.8791282411366,4054489
2019-04-01,1723.700439453125,1730.7422956921178,1703.8472994531064,1705.3320412800915,2095740
2019-04-02,1764.127685546875,1769.8120836984447,1728.2393166317026,1728.3241382999993,3719663
2019-04-03,1764.127685546875,1772.866492296012,1746.1411420388208,1768.963659880756,2939886
2019-04-04,1709.150146484375,1764.4673498083682,1703.1263568031934,1763.1522511825813,4397518
2019-04-05,1737.8267822265625,1743.0020439335456,1712.7982762198308,1721.1552312408069,3152103
2019-04-08,1756.8740234375,1760.4798254897078,1724.5914483431325,1746.9050412931606,2194294
2019-04-09,1774.4783935546875,1779.9931483039609,1745.7591648141988,1756.237281691706,2690970
2019-04-10,1730.996826171875,1769.38800685281,1727.3910246714556,1767.2669471466809,3313062
2019-04-11,1713.3922119140625,1743.5112629281498,1708.4289523900056,1735.0270232058715,3422442
2019-04-12,1709.150146484375,1729.9365344659423,1702.7869664900177,1729.0881104666946,3198471
2019-04-15,1792.974365234375,1798.4891208794554,1731.6332725552234,1756.2375669717358,9189201
2019-04-16,1808.6700439453125,1829.1593975117298,1794.883156084855,1798.6586008720028,5771952
2019-04-18,1824.15380859375,1828.353465381949,1793.7377295756125,1824.0264207306307,3413728
2019-04-22,1833.8260498046875,1846.1706606768844,1820.3786534183946,1822.4147882049392,2007135
2019-04-23,1828.3963623046875,1837.2623525490012,1810.5794565538083,1835.1412923405633,2163524
2019-04-24,1852.4908447265625,1862.290180726347,1829.2865788284064,1830.8985011423492,3003071
2019-04-25,1862.29052734375,1870.7747666482774,1839.4255438449984,1845.3220487346953,4211526
2019-04-26,1899.239501953125,1903.820908494966,1860.72092978954,1869.0779886708633,2716958
2019-04-30,1917.7352294921875,1923.3347034893907,1892.0704040510798,1899.2395452680073,3488395
2019-05-02,1879.5985107421875,1916.9291680132123,1875.950453125792,1913.196185140019,2457699
2019-05-03,1808.839599609375,1854.6969488969607,1802.9006328189128,1853.8060624514467,3780886
2019-05-06,1830.771728515625,1836.8378769875706,1788.9019231539457,1790.1745590964313,2891422
2019-05-07,1825.7662353515625,1853.2553009961437,1814.6095410779274,1832.6385535464065,2201698
2019-05-08,1826.529541015625,1839.3830807044715,1807.4822580745165,1824.9598738908294,1824895
2019-05-09,1843.2430419921875,1853.0423776386067,1812.3180380251883,1819.8689264746288,2264162
2019-05-10,1812.063720703125,1859.7451001841857,1803.6219447273193,1845.3218945714434,2039633
2019-05-13,1806.0821533203125,1838.5343634739247,1800.05826152288,1809.6879544484916,1701744
2019-05-14,1775.2001953125,1832.4263577163226,1758.2317138207936,1811.38539923965,2456110
2019-05-15,1777.787353515625,1802.0523598591503,1768.5396158787187,1779.1449146067034,2346876
2019-05-16,1789.1138916015625,1802.0523560221548,1762.2188955116073,1778.296486922051,1946529
2019-05-17,1777.82958984375,1811.3847921749168,1773.205721613853,1792.3801821272953,1947908
2019-05-20,1818.9781494140625,1825.2988652444087,1739.2687754957258,1802.9005599650816,2625116
2019-05-21,1789.9622802734375,1823.008348962215,1783.8536697662842,1822.456956294281,1863157
2019-05-22,1766.2066650390625,1800.3132684707957,1760.4798030292086,1790.1746430803037,2595795
2019-05-23,1742.705322265625,1794.7137538074287,1739.269163710367,1779.9935148606585,2541294
2019-05-24,1737.5726318359375,1756.2379628419876,1724.209951683879,1756.2379628419876,2274208
2019-05-27,1743.63818359375,1755.3464740910688,1730.8694668566964,1743.3413595285992,2329820
2019-05-28,1759.4193115234375,1779.5693819989924,1735.027120947766,1747.7534812481165,5872979
2019-05-29,1788.0955810546875,1801.7975422638087,1762.2611183504516,1764.721464461441,3281320
2019-05-30,1820.971923828125,1829.6682672072482,1793.907082103983,1801.2036091588848,4971725
2019-05-31,1863.60546875,1870.7321463110827,1826.0202503726491,1832.5955352793226,4265370
2019-06-03,1902.420654296875,1906.9595971698,1854.3573236123204,1867.3807112905154,3682419
2019-06-04,1867.18359375,1902.1648695624167,1860.2556615549713,1902.1648695624167,2408658
2019-06-06,1852.6431884765625,1880.782137385084,1840.5835196237838,1880.782137385084,3735467
2019-06-07,1866.0284423828125,1872.913566744381,1832.1162867686778,1859.3999467126089,2659446
2019-06-10,1908.5792236328125,1912.299817855305,1869.2358921127095,1878.815096285841,2080593
2019-06-11,1926.797119140625,1936.3335179549858,1908.15175764882,1913.28349702394,3048937
2019-06-12,1933.7244873046875,1938.8562257384858,1897.8879307663851,1920.1254639795109,2404448
2019-06-13,1927.9085693359375,1954.336937171998,1918.4575765209008,1936.3758537231527,3320916
2019-06-14,1928.2508544921875,1935.606430298078,1910.7174135886214,1930.6029014426658,2131408
2019-06-17,1923.7177734375,1934.6655246228504,1917.0892774977003,1929.5337858307473,1489497
2019-06-18,1925.129150390625,1932.954968619712,1908.3225803547498,1919.2703316737318,1877447
2019-06-19,1932.869140625,1946.639388541087,1918.5430379193483,1928.6783045519119,1652817
2019-06-20,1948.3076171875,1953.4821629276855,1891.9012891401226,1907.2965075870134,2199377
2019-06-21,1924.2735595703125,1960.7515806988442,1917.559452094573,1954.3369081338535,3871804
2019-06-24,1946.2120361328125,1950.0608404231214,1925.086418790428,1927.9515144755044,1382424
2019-06-25,1939.6259765625,1945.3135694057078,1924.8294233477795,1941.5075720948498,1386077
2019-06-26,1927.993896484375,1938.770629650272,1924.401721699393,1937.2310665107223,1762224
2019-06-27,1926.5828857421875,1936.3759111987335,1916.9608764661336,1928.6783037778905,2813464
2019-06-28,1904.9012451171875,1934.622563238173,1900.88142514791,1932.9547900266712,2372928
2019-07-01,1915.464111328125,1928.678295582227,1887.2823571526528,1911.572501386376,2769940
2019-07-02,1926.1981201171875,1930.3889563473851,1895.706915391621,1920.0398668984042,1771746
2019-07-03,1913.8389892578125,1931.9284924137412,1909.0066857863703,1926.2834966464366,1656881
2019-07-04,1918.114990234375,1926.1120309030348,1907.3812736295451,1910.7168192883569,984140
2019-07-05,1850.0771484375,1924.4017364220413,1830.3198737525192,1921.8358674401454,4088470
2019-07-08,1860.59716796875,1872.0581754700986,1823.5632902489044,1838.017602950607,2788062
2019-07-09,1824.63232421875,1859.7417985698971,1799.999939647363,1859.39976622193,3977224
2019-07-10,1803.1217041015625,1819.9282719961573,1771.5615976902805,1779.0025763194242,6343581
2019-07-11,1798.28955078125,1820.911923474622,1784.177269551879,1820.0566337031448,2400346
2019-07-12,1802.60888671875,1813.0005743837696,1790.2071844762381,1797.9047927646936,1560725
2019-07-15,1835.1953125,1841.952227318528,1794.3980301263416,1817.4908551089018,2900415
2019-07-16,1805.447265625,1828.1653817404142,1800.30354122151,1822.5930136366335,2735399
2019-07-17,1815.0919189453125,1821.7358969223233,1793.5312225200416,1807.1620097469447,1802969
2019-07-18,1771.1126708984375,1814.191358096142,1766.011853279038,1814.191358096142,3072096
2019-07-19,1780.5430908203125,1797.7317456992541,1768.1553292821707,1780.5859970516694,1953177
2019-07-22,1808.7908935546875,1815.263456329365,1773.5565013055987,1780.586217260751,1920167
2019-07-23,1810.9769287109375,1826.0223661225332,1802.3611475180833,1824.2219786618036,3538588
2019-07-24,1797.560546875,1818.1354477336256,1780.1575680390029,1808.876700487501,2413196
2019-07-25,1824.2216796875,1830.308503629812,1793.9166972557825,1807.9332199362277,2544464
2019-07-26,1808.0621337890625,1825.8508483323562,1796.0172032867563,1825.8508483323562,1720592
2019-07-29,1826.0223388671875,1836.3097886636224,1803.1328049298602,1809.562461052632,1647090
2019-07-30,1868.1575927734375,1873.1728073501104,1817.8348685958927,1826.0220044191005,2851672
2019-07-31,1890.9190673828125,1896.062792574568,1840.7248405268547,1861.8141975325382,3000677
2019-08-01,1868.9298095703125,1901.0351872196438,1857.0991992399338,1886.0326547387672,2375236
2019-08-02,1890.575927734375,1894.605136617672,1856.4558476676784,1862.8855031086885,2500816
2019-08-05,1927.6968994140625,1930.8259153020117,1882.2606585389346,1885.9468276237885,3039682
2019-08-06,1898.8056640625,1930.568202177289,1895.8480645705486,1914.1512331765325,2885467
2019-08-07,1897.562744140625,1919.0378352625125,1892.247604147054,1911.7508923991077,2165362
2019-08-08,1935.841064453125,1955.4728652643512,1902.2352256777385,1910.8081010186606,2073298
2019-08-09,1925.681640625,1944.2418273649816,1921.481016480664,1937.4693412632164,1744550
2019-08-13,1885.5611572265625,1925.6822584953602,1881.14620983587,1924.610649002597,1647281
2019-08-14,1889.8040771484375,1901.3347589965815,1858.0844464316383,1869.8294501089497,1945002
2019-08-16,1856.1134033203125,1921.5242775355498,1837.38158617822,1921.5242775355498,3755507
2019-08-19,1854.3125,1874.0301086453999,1849.7688352785008,1868.8863846509478,974884
2019-08-20,1874.6734619140625,1890.318958966735,1857.313389841919,1862.0284711454642,1843611
2019-08-21,1874.20166015625,1887.746842850243,1870.8154168074218,1873.1300509130333,1214408
2019-08-22,1899.7491455078125,1916.5947615668606,1860.3139195631557,1874.8878074122679,2131601
2019-08-23,1926.9251708984375,1937.384037076088,1897.9488100498493,1898.849003830844,2826425
2019-08-26,1951.443359375,1956.3298557175378,1907.4644736947948,1926.3247965807657,2345475
2019-08-27,1917.3233642578125,1950.200421381844,1910.8937084420586,1946.04249356818,3432106
2019-08-28,1919.680908203125,1930.7398325067898,1899.74897513816,1920.3238737858658,1294621
2019-08-29,1914.7086181640625,1927.3536080834028,1905.0641343272773,1905.0641343272773,1670652
2019-08-30,1937.1268310546875,1942.6133870869105,1901.4635889491472,1921.1812005568254,2583625
2019-09-03,1930.2684326171875,1968.5033258516366,1917.7090463738477,1946.0424373768915,2545060
2019-09-04,1924.953369140625,1946.04272645963,1914.3230873058828,1941.7562887361507,2228092
2019-09-05,1899.149169921875,1932.0260222062202,1892.290869454897,1922.2101215226016,2055943
2019-09-06,1883.8887939453125,1914.7511359621642,1879.6881700013685,1899.7486085928613,1890550
2019-09-09,1871.330078125,1888.4758278962213,1868.715309425148,1886.032474834341,1703945
2019-09-11,1846.5972900390625,1881.7460778253212,1840.2105399717886,1874.030490262484,2627440
2019-09-12,1829.1083984375,1856.027137872393,1817.7493408962487,1847.4542642563542,2118859
2019-09-13,1836.2667236328125,1849.9833221752065,1813.634419757336,1830.308618000697,2291174
2019-09-16,1843.1680908203125,1863.2285342288294,1822.9360224760132,1851.6980594273916,2597948
2019-09-17,1819.72119140625,1848.7833626485633,1805.104607265397,1847.411618956783,2796530
2019-09-18,1833.3519287109375,1837.1239093818947,1811.5767041506394,1822.93576168999,1454663
2019-09-19,1801.9755859375,1830.9948542241477,1792.58832880137,1830.308982300777,1652691
2019-09-20,1770.68408203125,1825.5075651771226,1763.4400459191713,1804.504025495538,6941979
2019-09-23,1728.1199951171875,1799.446265446666,1693.1426270877396,1799.446265446666,6323401
2019-09-24,1752.8956298828125,1766.869457358732,1725.7196592251953,1727.434234147426,4620978
2019-09-25,1790.40185546875,1793.4452676440396,1766.0549766638019,1770.2985074975822,4002232
2019-09-26,1789.6728515625,1806.3041396078265,1768.5835026155416,1798.502742328605,4234281
2019-09-27,1762.7113037109375,1787.6155431267123,1758.6391887921357,1787.4441275161807,2046795
2019-09-30,1799.703369140625,1803.732577811173,1766.0119345489622,1767.5979998601363,2620039
2019-10-01,1765.9688720703125,1796.8312138268996,1748.6088048322322,1796.8312138268996,3342877
2019-10-03,1766.2269287109375,1784.1441573613247,1754.1391934486878,1774.5854835246405,2317618
2019-10-04,1782.6005859375,1789.9731317792077,1761.6826484198912,1766.5264476651612,2163251
2019-10-07,1755.467529296875,1795.588625183147,1749.723745045979,1783.1579567347558,2177916
2019-10-09,1731.8062744140625,1766.0120629713863,1727.8627732615676,1766.0120629713863,2066920
2019-10-10,1718.3897705078125,1748.0519997075542,1712.0887287417295,1738.5789316178468,2881452
2019-10-11,1703.301513671875,1710.288427173908,1650.278306922192,1655.4220315151963,12593069
2019-10-14,1732.577880859375,1742.6510080736737,1687.1416474672192,1710.2884078745437,3510704
2019-10-15,1746.5518798828125,1754.867526841028,1734.0353985610436,1742.0082142359397,2261310
2019-10-16,1754.3531494140625,1762.5830884301695,1728.2915886552635,1747.1519135314618,3034082
2019-10-17,1780.25537109375,1786.4351823123873,1752.5122410330896,1765.397672805274,3818774
2019-10-18,1803.3970947265625,1809.1384115583066,1775.0401941709092,1785.9972324065322,3087901
2019-10-22,1798.1810302734375,1850.8625456618206,1788.2321698562846,1823.2508145756983,5552505
2019-10-23,1814.572998046875,1826.6257382749409,1799.1454049531026,1805.7196268956839,2348134
2019-10-24,1825.0040283203125,1839.9055981961267,1806.8592183900985,1826.7571541880552,2798671
2019-10-25,1862.6524658203125,1867.0791516803877,1818.9120586198887,1835.5228843280431,3954245
2019-10-27,1854.5443115234375,1866.202642320071,1848.496112375642,1866.202642320071,224405
2019-10-29,1923.9241943359375,1929.928521884521,1859.6282190944135,1859.6282190944135,5064173
2019-10-30,1974.7208251953125,1981.0320348949424,1908.1459197439005,1950.3523352394898,5195136
2019-10-31,1989.4906005859375,2002.9020537358826,1960.8709118154968,1972.2662277983316,4879261
2019-11-01,1929.2271728515625,1994.1805683954296,1924.055537418887,1984.538376636155,4172620
2019-11-04,1923.135498046875,1954.0343461586756,1911.6963072215751,1934.5746888721746,2646411
2019-11-05,1930.0599365234375,1938.0804007483055,1901.2647621994909,1925.8085212320339,2693475
2019-11-06,1918.35791015625,1937.9053056629002,1910.0305625910296,1928.4383835246742,2540719
2019-11-07,1915.596923828125,1932.3830186788489,1906.699681504011,1932.3830186788489,1915598
2019-11-08,1867.0350341796875,1919.3221375545834,1861.8195279263894,1919.3221375545834,2788759
2019-11-11,1841.6146240234375,1874.9678823090976,1832.8928667173086,1871.461631009782,2983768
2019-11-13,1909.6802978515625,1914.238382794918,1856.5604927682334,1856.5604927682334,3823365
2019-11-14,1925.6336669921875,1928.4386258288284,1881.717774502138,1917.4815881820737,2995915
2019-11-15,1906.0421142578125,1938.5188118077633,1901.0457486358068,1924.9320871489253,2724180
2019-11-18,1886.889404296875,1917.7005049591417,1883.5145514939804,1909.50455615475,1611089
2019-11-19,1848.49609375,1888.686378822186,1845.1651115552907,1887.2401354767417,2975313
2019-11-20,1848.27685546875,1871.4619027510873,1835.9611031907039,1860.0227134251495,2894129
2019-11-21,1856.64794921875,1864.098733809064,1847.2685550601943,1851.3008299697387,2052574
2019-11-22,1815.9754638671875,1846.918179538406,1806.1580013948198,1838.152549830108,3742049
2019-11-25,1824.5655517578125,1827.5896507553862,1798.8822177407005,1818.4734828197381,2737010
2019-11-26,1794.017822265625,1838.9415724417793,1783.8497120900831,1831.8854109569806,6561580
2019-11-27,1800.7230224609375,1815.975129745283,1793.9296606869195,1798.7068851980525,2907521
2019-11-28,1820.92822265625,1835.873450512293,1805.7197690962303,1811.8995810098415,2924429
2019-11-29,1799.8026123046875,1827.6334818727742,1793.272262088843,1827.6334818727742,2064271
2019-12-02,1771.577392578125,1812.4689639699786,1767.150707380245,1805.7194728190996,3809860
2019-12-03,1797.83056640625,1807.472758620033,1761.8914863366956,1777.4066073706765,4664774
2019-12-04,1821.93603515625,1825.004005386246,1793.0094587020012,1799.5836806234213,3334301
2019-12-05,1859.4530029296875,1864.2740990880377,1813.0390381697684,1825.8805996078881,3902721
2019-12-06,1861.4686279296875,1865.3254181925456,1841.658225386531,1861.8191674064694,1829461
2019-12-09,1806.114013671875,1865.2820103774072,1800.021944219414,1865.2820103774072,2244747
2019-12-10,1764.3896484375,1806.4647755119568,1755.9746658235322,1805.719611429665,4520045
2019-12-11,1789.8538818359375,1795.2008943493086,1759.0426732106812,1775.3905933804865,4943024
2019-12-12,1771.44580078125,1826.4500100024904,1739.1006117529264,1797.9180617945924,7137306
2019-12-13,1815.581298828125,1820.9720762257987,1759.2621203370172,1773.2871297667095,5711133
2019-12-16,1864.2301025390625,1872.338309168185,1823.513799618607,1837.2757940152228,5574177
2019-12-17,1897.7147216796875,1901.264844064962,1857.4367010482501,1864.010922500757,6059673
2019-12-18,1900.16943359375,1931.4626897337967,1887.2401294094539,1905.6479523159092,8251081
2019-12-19,1953.90283203125,1960.4331836942258,1899.994206590966,1910.7321035282584,6251505
2019-12-20,1948.51171875,1969.3739600050058,1935.6701569841093,1945.9697717671108,5548338
2019-12-23,1956.225341796875,1965.2101113412257,1937.2039700502448,1937.2039700502448,2247329
2019-12-24,1942.1129150390625,1966.6128061534523,1938.212038793392,1962.6244020174768,1805896
2019-12-26,1930.1478271484375,1953.8588987566172,1924.2310269839659,1942.8141195144162,1880367
2019-12-27,1927.123291015625,1951.5793072192648,1907.4006282692746,1935.4506375085286,2720261
2019-12-30,1913.711669921875,1950.3520340821751,1908.3647657817392,1934.5739052671283,2288830
2019-12-31,1894.86572265625,1925.808431655362,1891.1403308335211,1918.7959294008137,1909289
2020-01-01,1900.037841796875,1914.3256459696258,1888.116500666217,1900.3883813576408,1354908
2020-01-02,1891.3160400390625,1910.8634374164,1883.9091256126053,1910.8634374164,2380752
2020-01-03,1929.0084228515625,1948.5996929507019,1896.882472130148,1896.882472130148,4655761
2020-01-06,1928.8326416015625,1951.184993826,1917.8317352548904,1932.8210452895876,3023209
2020-01-07,1933.5660400390625,1941.2796210846673,1914.237788477197,1928.8763436947784,2429317
2020-01-08,1976.868408203125,1981.0320818264327,1930.2353064229992,1932.8211240828691,5197454
2020-01-09,1941.017578125,1973.976222147009,1937.2044430537758,1971.1712630394472,3734173
2020-01-10,1940.3157958984375,1958.2414639018093,1935.4508291384043,1952.982086648716,1915807
2020-01-13,1919.9798583984375,1945.0494318706885,1915.0271490308307,1944.0853409705862,2843893
2020-01-14,1934.487060546875,1954.5604843626104,1924.0560450389635,1924.0560450389635,2948452
2020-01-15,1952.01806640625,1955.6120603215609,1923.354498999865,1939.8339262624895,2620681
2020-01-16,1962.448974609375,1971.3898729842833,1941.5867357315196,1952.0616191120848,3117214
2020-01-17,1945.181640625,1975.3792025153964,1939.8345190690643,1964.1591498436537,3281059
2020-01-20,1902.4483642578125,1965.429279844001,1890.0448708941021,1923.967812120634,5817599
2020-01-21,1903.0616455078125,1916.6483684492266,1891.666329492433,1902.0973408585244,1902980
2020-01-22,1934.487060546875,1937.2044918159952,1905.3852078146451,1911.7841613804007,1773686
2020-01-23,1924.866943359375,1948.4122224480566,1918.4974298376758,1941.427764312042,2069866
2020-01-24,1918.2333984375,1924.8665194733655,1906.4608687309674,1924.8665194733655,1319430
2020-01-27,1905.802490234375,1927.0634454985952,1902.0686372513183,1923.7688693370744,1549101
2020-01-28,1918.5411376953125,1922.0993221424483,1890.6470650579565,1909.9752413736048,1743024
2020-01-29,1892.93115234375,1921.3522248017414,1888.8897210977332,1919.6390886504869,2306761
2020-01-30,1878.2154541015625,1902.0680928882032,1866.9259572228323,1897.675325930032,2098567
2020-01-31,1826.5565185546875,1883.9260993957937,1820.0113385175005,1879.5770884033636,3287223
2020-02-03,1847.158203125,1928.1607696576293,1838.9876150240086,1890.646588882283,4728073
2020-02-04,1851.7708740234375,1877.2049513022794,1833.189555959817,1870.4401332206849,3509339
2020-02-05,1885.85888671875,1894.7761181360831,1848.7400047213953,1858.1404834178752,2439322
2020-02-06,1869.8690185546875,1910.1505590251898,1858.579522752618,1884.4968453341364,2640065
2020-02-07,1877.0731201171875,1889.7681725670982,1861.6544666060813,1879.225532831717,2083442
2020-02-10,1899.3887939453125,1903.8255322462237,1861.654962081102,1880.8951989226941,2383032
2020-02-11,1891.8768310546875,1910.6780027603704,1886.781392859032,1900.3110296036677,1335820
2020-02-12,1907.119873046875,1919.6392595220186,1888.8898892321922,1889.8563838089638,1620407
2020-02-13,1925.745361328125,1930.182099539252,1907.3397078287283,1909.052844308896,1645948
2020-02-14,1918.9364013671875,1943.3602301597175,1907.3395387327064,1922.2749473731744,1500115
2020-02-17,1935.6728515625,1947.7529612681549,1924.207686361925,1930.1379220356102,1774724
2020-02-18,1946.6544189453125,1951.2668236387403,1920.5614295777436,1932.7732343031728,2486223
2020-02-19,1929.6109619140625,1959.1741998054745,1924.4713384187855,1946.6548131026816,1760463
2020-02-20,1894.8638916015625,1945.468435424528,1889.9878776536057,1936.7708431318415,2317278
2020-02-24,1858.44775390625,1914.3236134369436,1850.8481393920104,1894.1608586972504,3092877
2020-02-25,1894.2928466796875,1912.3031915609604,1854.6262460666767,1858.579736406468,2674567
2020-02-26,1865.6956787109375,1901.1012014086173,1856.338958349384,1892.4036104437366,2686842
2020-02-27,1849.7943115234375,1862.4893661325689,1832.8381868336298,1862.4893661325689,2349001
2020-02-28,1757.23876953125,1818.1664320956393,1748.3214302345118,1816.8486018718443,4298076
2020-03-02,1758.2490234375,1804.504775759189,1744.543504124845,1787.8562311485757,2667076
2020-03-03,1788.91064453125,1809.8202613223184,1767.6496921264586,1774.6781203257685,2757585
2020-03-04,1830.2022705078125,1840.0859955586077,1779.070509143144,1806.3056626164464,3237002
2020-03-05,1866.9698486328125,1886.9129668792266,1830.9491611030494,1832.3986883415578,3937056
2020-03-06,1859.4141845703125,1865.7397257577074,1820.0111957320087,1843.2049182493115,2595027
2020-03-09,1732.8148193359375,1827.303175465061,1700.0008704940637,1822.9983494962182,4940975
2020-03-11,1716.429931640625,1745.9494150641888,1686.8227215613406,1698.243917071912,6796449
2020-03-12,1554.9080810546875,1676.6317262930647,1544.804714566684,1672.7660689703312,8728786
2020-03-13,1586.93115234375,1598.9672918070366,1323.1454768684407,1482.9104015815299,8029720
2020-03-16,1490.3779296875,1618.5149147914833,1472.3236153827022,1541.8611347314716,7844271
2020-03-17,1456.6417236328125,1520.7761300412535,1426.0241551731856,1519.8975765288092,5713248
2020-03-18,1453.478515625,1505.4449617177359,1430.065050105716,1473.1581298385252,7258778
2020-03-19,1448.1248779296875,1491.5770105495913,1368.8313553680316,1380.2917072119285,5135111
2020-03-20,1590.6939697265625,1654.01380298831,1439.850432028882,1442.5053498506932,8547498
2020-03-23,1477.6385498046875,1548.701885235918,1431.664271337375,1433.6554594755355,7003490
2020-03-24,1507.240966796875,1566.401358064908,1445.0273555220704,1462.9038652167444,6350865
2020-03-25,1548.9671630859375,1601.7999697038554,1486.7535630400425,1504.4530102190906,2765520
2020-03-26,1584.9415283203125,1621.3139861607938,1524.4094929684998,1620.915683700213,4556067
2020-03-27,1614.6319580078125,1637.1987516111005,1549.0555323193205,1610.6495826660557,4331250
2020-03-30,1573.92333984375,1685.8723432118886,1560.6930462936018,1562.8611853607324,8513547
