date,close,high,low,open,volume,daily_return,return_5d,return_10d,volatility_10d,rolling_max,drawdown,volume_mean_20d,volume_std_20d,volume_zscore,high_52w,dist_from_52w_high,panic_sell
2020-01-27,1905.802490234375,1927.0634454985952,1902.0686372513185,1923.7688693370744,1549101,-0.0064803939985877,0.0017630575628637,-0.0073841233813194,0.0109264662237339,1989.4906005859373,-0.0420650946161368,2792231.55,1250926.413659109,-0.993767927854121,1989.4906005859373,-0.0420650946161368,False
2020-01-28,1918.5411376953125,1922.0993221424485,1890.6470650579563,1909.9752413736048,1743024,0.0066841383229439,0.0081339940952724,-0.0082429720915552,0.0108566469863746,1989.4906005859373,-0.0356621252041748,2783918.3,1257637.4611334167,-0.827658472467827,1989.4906005859373,-0.0356621252041748,False
2020-01-29,1892.93115234375,1921.3522248017407,1888.8897210977327,1919.6390886504869,2306761,-0.0133486766837468,-0.0214816160059386,-0.0302696553271566,0.0109134824156922,1989.4906005859373,-0.0485347597087158,2831510.95,1218102.3881870476,-0.4307929736358266,1989.4906005859373,-0.0485347597087158,False
2020-01-30,1878.2154541015625,1902.0680928882032,1866.9259572228325,1897.675325930032,2098567,-0.0077740271873951,-0.0242362150894409,-0.0429226551098375,0.0105803999039339,1989.4906005859373,-0.0559314763546017,2817401.7,1225211.8381423298,-0.5867023788228325,1989.4906005859373,-0.0559314763546017,False
2020-01-31,1826.5565185546875,1883.9260993957937,1820.0113385175005,1879.577088403364,3287223,-0.027504264984118,-0.0477923489172319,-0.0609840847727708,0.0128655493039576,1989.4906005859373,-0.0818973871921099,2748974.8,1153239.35625111,0.466727221094595,1989.4906005859373,-0.0818973871921099,False
2020-02-03,1847.158203125,1928.160769657629,1838.9876150240088,1890.646588882283,4728073,0.0112789745956582,-0.0307714400678335,-0.0290626343251015,0.012630908441467,1989.4906005859373,-0.0715421311460421,2834218.0,1234707.6463935615,1.5338489281505074,1989.4906005859373,-0.0715421311460421,False
2020-02-04,1851.7708740234373,1877.20495130228,1833.189555959817,1870.4401332206849,3509339,0.0024971715420116,-0.0348026228679591,-0.0269517131015947,0.0127105082115776,1989.4906005859373,-0.0692236125779831,2888219.1,1239674.7798899272,0.5010345536392619,1989.4906005859373,-0.0692236125779831,False
2020-02-05,1885.85888671875,1894.7761181360831,1848.7400047213955,1858.1404834178752,2439322,0.0184083318155059,-0.003736145192731,-0.025137502762297,0.013037994564686,1989.4906005859373,-0.0520895719922808,2750312.5,1116565.5946165505,-0.2785241650821239,1989.4906005859373,-0.0520895719922808,False
2020-02-06,1869.8690185546875,1910.1505590251893,1858.579522752618,1884.4968453341364,2640065,-0.0084788253652867,-0.0044438115598763,-0.0285723254765352,0.013159471871423,1989.4906005859373,-0.0601267389732926,2695607.1,1092365.256692766,-0.05084572184963,1989.4906005859373,-0.0601267389732926,False
2020-02-07,1877.0731201171875,1889.7681725670984,1861.654466606081,1879.225532831717,2083442,0.0038527305875513,0.0276567415512949,-0.0214573880080701,0.0133220708169949,1989.4906005859373,-0.0565056605121135,2703988.85,1086695.330023344,-0.5710403209211082,1989.4906005859373,-0.0565056605121135,False
2020-02-10,1899.3887939453125,1903.825532246224,1861.654962081102,1880.895198922694,2383032,0.0118885479680896,0.0282761870271583,-0.0033653520351281,0.0139026432866114,1989.4906005859373,-0.0452888827994906,2680945.8,1088457.3475410289,-0.2737027782237191,1989.4906005859373,-0.0452888827994906,False
2020-02-11,1891.8768310546875,1910.6780027603704,1886.781392859032,1900.311029603668,1335820,-0.0039549369326442,0.0216581638656567,-0.0138982199113312,0.0137189464678875,1989.4906005859373,-0.049064705056913,2600314.2,1126658.3871020616,-1.1223403779494097,1989.4906005859373,-0.049064705056913,False
2020-02-12,1907.119873046875,1919.6392595220184,1888.889889232192,1889.856383808964,1620407,0.0080571006219731,0.0112739009678064,0.0074956348441712,0.0132958943919993,1989.4906005859373,-0.0414029237005707,2550300.5,1147711.6640845027,-0.8102152562348923,1989.4906005859373,-0.0414029237005707,False
2020-02-13,1925.745361328125,1930.182099539252,1907.3397078287285,1909.052844308896,1645948,0.009766291329917,0.0298824902808578,0.0253058865652333,0.0131917121995239,1989.4906005859373,-0.0320409853854239,2476737.2,1156579.1337359117,-0.7183159161072147,1989.4906005859373,-0.0320409853854239,False
2020-02-14,1918.9364013671875,1943.3602301597173,1907.3395387327064,1922.2749473731744,1500115,-0.0035357530116243,0.0223024243442293,0.0505759782815797,0.008439514229187,1989.4906005859373,-0.0354634493864763,2387690.0,1159947.8174808624,-0.7651852838756205,1989.4906005859373,-0.0354634493864763,False
2020-02-17,1935.6728515625,1947.7529612681549,1924.207686361925,1930.1379220356105,1774724,0.0087217326136437,0.0191030176301187,0.0479193651565696,0.0082642988582716,1989.4906005859373,-0.0270510194959388,2185546.25,838492.0519313039,-0.4899536603283842,1989.4906005859373,-0.0270510194959388,False
2020-02-18,1946.6544189453125,1951.2668236387403,1920.561429577744,1932.7732343031728,2486223,0.0056732558778969,0.0289540983807532,0.0512393548537226,0.0082302455516588,1989.4906005859373,-0.0215312309734003,2214708.4,838289.7283468996,0.3238911211943687,1989.4906005859373,-0.0215312309734003,False
2020-02-19,1929.6109619140625,1959.1741998054745,1924.4713384187853,1946.6548131026816,1760463,-0.0087552556146478,0.0117932224319254,0.0232000790215209,0.0077991091239912,1989.4906005859373,-0.030097975157178,2214047.25,838660.99694439,-0.5408433820728595,1989.4906005859373,-0.030097975157178,False
2020-02-20,1894.8638916015625,1945.468435424528,1889.9878776536057,1936.7708431318413,2317278,-0.0180072931789488,-0.016036112741959,0.0133671785557443,0.0096321594610992,1989.4906005859373,-0.0475632852733788,2226417.85,838246.9428932028,0.1083930585972634,1989.4906005859373,-0.0475632852733788,False
2020-02-24,1858.44775390625,1914.323613436944,1850.8481393920104,1894.1608586972504,3092877,-0.0192183395634465,-0.0315219657190519,-0.0099225576304532,0.0115447170911581,1989.4906005859373,-0.0658675374696884,2315090.2,831022.5025012983,0.9359395174726748,1989.4906005859373,-0.0658675374696884,False
2020-02-25,1894.2928466796875,1912.3031915609604,1854.626246066677,1858.579736406468,2674567,0.0192876515888569,-0.0213775818829148,-0.0026829405763945,0.0126428886247467,1989.4906005859373,-0.0478503159945628,2371363.5,814361.8755607848,0.3723203517984046,1989.4906005859373,-0.0478503159945628,False
2020-02-26,1865.6956787109373,1901.1012014086173,1856.338958349384,1892.4036104437369,2686842,-0.0150964873350365,-0.0415886556167675,-0.0138387192622654,0.0134744731400347,1989.4906005859373,-0.06222443164021,2418554.4,803305.5576087346,0.3339795143439985,1989.4906005859373,-0.06222443164021,False
2020-02-27,1849.7943115234373,1862.4893661325689,1832.8381868336296,1862.4893661325689,2349001,-0.0085230230036694,-0.0413641153403542,-0.0300587091213373,0.0132112089686536,1989.4906005859373,-0.0702171143816196,2420666.4,803051.6552535716,-0.0892413327725111,1989.4906005859373,-0.0702171143816196,False
2020-02-28,1757.23876953125,1818.1664320956395,1748.3214302345118,1816.8486018718445,4298076,-0.0500355858030296,-0.072630610926883,-0.0875020110035011,0.0190505381406794,1989.4906005859373,-0.1167393457331667,2530641.85,901226.4757056092,1.9611431728258972,1989.4906005859373,-0.1167393457331667,False
2020-03-02,1758.2490234375,1804.504775759189,1744.543504124845,1787.8562311485755,2667076,0.0005749098664147,-0.0539152797048738,-0.0837377298253356,0.0192238802600362,1989.4906005859373,-0.1162315504684128,2499634.5,884335.7357037972,0.1893415512228983,1989.4906005859373,-0.1162315504684128,False
2020-03-03,1788.91064453125,1809.8202613223184,1767.6496921264586,1774.6781203257683,2757585,0.0174387249388623,-0.0556314206291551,-0.0758197372623074,0.0202630169252185,1989.4906005859373,-0.1008197555673865,2401110.1,716916.0319207,0.4972338239458293,1989.4906005859373,-0.1008197555673865,False
2020-03-04,1830.2022705078125,1840.085995558608,1779.070509143144,1806.3056626164464,3237002,0.0230819946780416,-0.0190242216928154,-0.0598216855052234,0.0221923678731593,1989.4906005859373,-0.0800648819507927,2387493.25,697070.5220415184,1.2186840830853585,1989.4906005859373,-0.0800648819507927,False
2020-03-05,1866.9698486328125,1886.9129668792264,1830.9491611030487,1832.398688341557,3937056,0.0200893522631235,0.0092851064587986,-0.0324630790960648,0.0236127586949611,1989.4906005859373,-0.061583981305084,2462379.95,778613.3788719225,1.8939772806582813,1989.4906005859373,-0.061583981305084,False
2020-03-06,1859.4141845703125,1865.739725757708,1820.011195732009,1843.2049182493115,2595027,-0.0040470198637825,0.0581454363577,-0.0187083131344528,0.023035212809694,1989.4906005859373,-0.065381769573234,2460128.05,778137.4159260279,0.1733613462597255,1989.4906005859373,-0.065381769573234,False
2020-03-09,1732.8148193359375,1827.303175465061,1700.0008704940635,1822.9983494962185,4940975,-0.0680856187313804,-0.014465643809565,-0.0676010042823351,0.0309880676025518,1989.4906005859373,-0.1290158300694683,2603004.7,948929.9621976428,2.463796479337058,1989.4906005859373,-0.1290158300694683,True
2020-03-11,1716.429931640625,1745.9494150641888,1686.8227215613406,1698.243917071912,6796449,-0.0094556484123281,-0.0405166759514794,-0.0938940963382828,0.0296304024542599,1989.4906005859373,-0.1372515501530349,2823675.55,1331235.43762996,2.98427561173766,1989.4906005859373,-0.1372515501530349,False
2020-03-12,1554.9080810546875,1676.6317262930647,1544.804714566684,1672.7660689703312,8728786,-0.094103375621951,-0.1504173576272207,-0.1665800061620884,0.0400260012129735,1989.4906005859373,-0.2184390915962398,3193323.85,1829515.121164341,3.02564438301943,1989.4906005859373,-0.2184390915962398,True
2020-03-13,1586.93115234375,1598.9672918070366,1323.1454768684407,1482.91040158153,8029720,0.0205948323757771,-0.14999636790821,-0.1421039936938722,0.0417576409807054,1989.4906005859373,-0.2023429756962043,3513789.5,2083242.4327543003,2.1677412234875564,1989.4906005859373,-0.2023429756962043,False
2020-03-16,1490.3779296875,1618.5149147914833,1472.3236153827022,1541.8611347314716,7844271,-0.0608427293859912,-0.1984690973883757,-0.1518637333018415,0.0429065800981954,1989.4906005859373,-0.2508746061687552,3823705.65,2245479.1938592,1.7905155215845232,1989.4906005859373,-0.2508746061687552,False
2020-03-17,1456.6417236328125,1520.7761300412535,1426.0241551731856,1519.8975765288092,5713248,-0.022636007540558,-0.1593783089926262,-0.1715384429533332,0.0425683190016995,1989.4906005859373,-0.2678318142323427,4034362.3,2213417.5967081506,0.7585038189345203,1989.4906005859373,-0.2678318142323427,False
2020-03-18,1453.478515625,1505.444961717736,1430.065050105716,1473.1581298385252,7258778,-0.0021715758628165,-0.1531967085683985,-0.187506363121979,0.0411942753427439,1989.4906005859373,-0.269421772992078,4308565.0,2257994.9260672363,1.3065631662593695,1989.4906005859373,-0.269421772992078,False
2020-03-19,1448.1248779296875,1491.5770105495913,1368.8313553680316,1380.2917072119285,5135111,-0.003683327711941,-0.0686749296798107,-0.208762385849359,0.0389076243452958,1989.4906005859373,-0.272112732021357,4441009.4,2222891.646625216,0.3122516570044165,1989.4906005859373,-0.272112732021357,False
2020-03-20,1590.6939697265625,1654.01380298831,1439.850432028882,1442.5053498506932,8547498,0.098450826976123,0.0023711283109257,-0.1479809002317673,0.0535569276072147,1989.4906005859373,-0.2004516285434687,4780361.15,2308547.339948732,1.6318213557117958,1989.4906005859373,-0.2004516285434687,False
2020-03-23,1477.6385498046875,1548.701885235918,1431.664271337375,1433.6554594755355,7003490,-0.0710730172324152,-0.0085477512978763,-0.2053203842014621,0.0562177919493822,1989.4906005859373,-0.2572779437261483,5014671.75,2283071.79647514,0.8711150709629714,1989.4906005859373,-0.2572779437261483,False
2020-03-24,1507.240966796875,1566.401358064908,1445.0273555220704,1462.9038652167444,6350865,0.0200335982003856,0.0347369173511451,-0.1301777027885233,0.0549617373820916,1989.4906005859373,-0.2423985484761938,5177571.15,2254788.037408337,0.5203566058247268,1989.4906005859373,-0.2423985484761938,False
2020-03-25,1548.9671630859375,1601.7999697038554,1486.7535630400423,1504.4530102190906,2765520,0.027683825750661,0.0656966349584309,-0.0975645818496189,0.0564248047077806,1989.4906005859373,-0.2214252419037609,5182118.8,2249559.7245501378,-1.0742541189846675,1989.4906005859373,-0.2214252419037609,False
2020-03-26,1584.9415283203125,1621.3139861607938,1524.4094929684998,1620.915683700213,4556067,0.0232247436173564,0.0944784890279801,0.0193152557579181,0.0483278374539257,1989.4906005859373,-0.2033430427600303,5275580.05,2178129.262205933,-0.3303353306365767,1989.4906005859373,-0.2033430427600303,False
2020-03-27,1614.6319580078125,1637.1987516111003,1549.0555323193205,1610.6495826660555,4331250,0.0187328233609762,0.015048770371189,0.0174555812475865,0.0482558687049524,1989.4906005859373,-0.1884194087007613,5374692.5,2080879.4108464865,-0.501443041130161,1989.4906005859373,-0.1884194087007613,False
2020-03-30,1573.92333984375,1685.8723432118886,1560.6930462936018,1562.8611853607324,8513547,-0.0252123203446872,0.0651612602092639,0.0560565266648624,0.0441801885594879,1989.4906005859373,-0.2088812385541283,5585466.05,2177346.5022182344,1.344793282565239,1989.4906005859373,-0.2088812385541283,False
2020-03-31,1616.048095703125,1641.623819948526,1575.2508892228443,1626.0483271440046,3927593,0.0267641725571952,0.0721896042525187,0.1094341659201953,0.0433346151613553,1989.4906005859373,-0.1877075995095565,5648491.9,2105481.7605270604,-0.8173421077602742,1989.4906005859373,-0.1877075995095565,False
2020-04-01,1512.1964111328125,1623.7029204540909,1506.2228481334582,1615.8709372384842,4941878,-0.06426274369336,-0.0237388840960761,0.0403981860595741,0.0494869295146838,1989.4906005859373,-0.2399077378463381,5757706.55,2001728.4522979483,-0.4075620492197347,1989.4906005859373,-0.2399077378463381,False
2020-04-03,1463.92138671875,1539.8520663031763,1460.2045456323224,1539.8520663031763,5735369,-0.0319237792515979,-0.0763562184718682,0.0109082504069994,0.050829276828909,1989.4906005859373,-0.2641727554341793,5882624.9,1912092.747041129,-0.0770129483665851,1989.4906005859373,-0.2641727554341793,False
2020-04-07,1571.0028076171875,1580.427784361153,1508.877794424841,1513.3026559920695,5427577,0.0731469748785151,-0.0270211116373889,-0.0123789757704053,0.0458982904110469,1989.4906005859373,-0.2103492184609961,5957150.95,1860625.5653823544,-0.2846214519744998,1989.4906005859373,-0.2103492184609961,False
2020-04-08,1509.2760009765625,1598.26001102566,1505.337917361377,1557.551284277498,6285615,-0.0392913407546666,-0.0410740073742126,0.0214108187527028,0.0413247953081134,1989.4906005859373,-0.241375656395634,6141680.35,1684286.6924391612,0.0854573337461665,1989.4906005859373,-0.241375656395634,False
2020-04-09,1562.9942626953125,1574.189186857372,1532.0644078114144,1549.1001290927177,5307397,0.0355920730760921,-0.0328293651339191,0.0369903002417204,0.0423228031055612,1989.4906005859373,-0.2143746433207649,6160001.45,1672490.007848206,-0.5097814910696805,1989.4906005859373,-0.2143746433207649,False
2020-04-13,1556.8880615234375,1581.446051409625,1545.1621744606632,1558.4367635883325,2990438,-0.003906732940494,0.0295541307078923,0.0051136645283813,0.0415677720109182,1989.4906005859373,-0.2174438717805911,5969700.9,1807353.6148593572,-1.6484117305576846,1989.4906005859373,-0.2174438717805911,False
2020-04-15,1535.5596923828125,1603.569791342537,1529.0551676495263,1579.675539484784,4761399,-0.0136993594258503,0.0489358966362485,-0.0311568818502937,0.0410390859758676,1989.4906005859373,-0.2281643894519706,5771331.55,1703316.4184500969,-0.592921279370377,1989.4906005859373,-0.2281643894519706,False
2020-04-16,1518.6571044921875,1561.8879895870102,1482.3732319287387,1513.2586858096518,6245533,-0.0110074443699393,-0.0333199297106254,-0.0594406998075537,0.0404097684232085,1989.4906005859373,-0.2366603269978162,5682122.2,1623670.8259115869,0.3469981667519836,1989.4906005859373,-0.2366603269978162,False
2020-04-17,1598.4373779296875,1638.9248721259069,1551.356881442027,1592.950591326668,9895823,0.052533434441198,0.0590755944541847,0.0155751156777248,0.0435287350234927,1989.4906005859373,-0.1965594723297904,5784699.8,1820349.5295591173,2.258425172332536,1989.4906005859373,-0.1965594723297904,False
2020-04-20,1609.4552001953125,1619.4996160992257,1595.1628732343468,1619.4996160992257,3244282,0.0068928707610025,0.0297255969576499,-0.0040796406526155,0.0427390343332873,1989.4906005859373,-0.191021460608408,5661251.5,1907100.352959844,-1.2673530767527954,1989.4906005859373,-0.191021460608408,False
2020-04-21,1537.772216796875,1588.171348629868,1528.966677147377,1561.97618882531,5122541,-0.0445386633872993,-0.012278239649328,0.0169130183591053,0.039775261550209,1989.4906005859373,-0.2270522834619192,5554439.65,1872425.1938895097,-0.2306626995884602,1989.4906005859373,-0.2270522834619192,False
2020-04-22,1565.958740234375,1584.1006753430524,1521.4003992683472,1537.7723894883732,3829836,0.0183294529122208,0.0197967216789798,0.0697013886410475,0.0380989350898189,1989.4906005859373,-0.2128845746880258,5489175.9,1910177.4527532696,-0.8686836385846143,1989.4906005859373,-0.2128845746880258,False
2020-04-23,1662.199462890625,1681.4476131996207,1558.3036782376762,1575.250921839645,5934366,0.0614580194123415,0.094519268354811,0.0580499632663036,0.0359781123759533,1989.4906005859373,-0.164510019599449,5358519.3,1774530.5878108602,0.3245064942556951,1989.4906005859373,-0.164510019599449,False
2020-04-24,1609.3668212890625,1638.9248170676028,1599.8533666882358,1628.9688762062726,2987102,-0.0317847784102183,0.0068375799454407,0.0663171084995304,0.0349873368370082,1989.4906005859373,-0.1910658834904383,5157699.9,1805566.5405249917,-1.2021699844797031,1989.4906005859373,-0.1910658834904383,False
2020-04-27,1625.34033203125,1659.323294712739,1615.0746735203993,1621.535015426025,3374741,0.0099253386679074,0.0098698813325215,0.0398888664046819,0.0335683769232895,1989.4906005859373,-0.1830369384240564,5008893.7,1824594.7479843104,-0.8956250158043598,1989.4906005859373,-0.1830369384240564,False
2020-04-28,1645.208251953125,1653.1287130143148,1621.8006633353564,1650.4737953809945,2678505,0.0122238521559636,0.0698647263767291,0.0567286708739129,0.0335112958012115,1989.4906005859373,-0.1730505027424686,5004542.95,1830320.3810404832,-1.2708365016826817,1989.4906005859373,-0.1730505027424686,False
2020-04-29,1686.44775390625,1692.5540853553166,1637.2433077892472,1658.43835454102,4241510,0.025066432717054,0.0769426489831026,0.0982625828692442,0.0332159069907355,1989.4906005859373,-0.1523218288090611,4988815.1,1835720.460136855,-0.407090903123827,1989.4906005859373,-0.1523218288090611,False
2020-04-30,1782.73291015625,1798.2642216204772,1718.793643418022,1752.2456490199531,5915544,0.0570934711893555,0.0725144304017599,0.1738877096633113,0.0353626537572422,1989.4906005859373,-0.1039249395643255,5068029.8,1840029.430070298,0.4605981763930923,1989.4906005859373,-0.1039249395643255,False
2020-05-04,1708.394775390625,1739.8555846418476,1693.5273052018383,1739.8555846418476,3729348,-0.0416989748392032,0.061532245347424,0.0687905569396503,0.0372630955830262,1989.4906005859373,-0.1412903509634702,4828819.85,1671817.635949236,-0.6576505872159519,1989.4906005859373,-0.1412903509634702,False
2020-05-05,1710.43017578125,1749.5901992081394,1705.3415851664563,1730.2092846521136,2905528,0.0011914110368076,0.052352016419638,0.0627386059417396,0.0373135445574827,1989.4906005859373,-0.1402672748101948,4777716.6,1715856.711160426,-1.091110107168475,1989.4906005859373,-0.1402672748101948,False
2020-05-06,1684.633544921875,1728.970643342912,1675.7838203656254,1716.6696126328166,3517431,-0.015081954951825,0.0239637097139198,0.0955026541127832,0.0338155521786786,1989.4906005859373,-0.1532337250421172,4706494.25,1738103.006713416,-0.6841155244581293,1989.4906005859373,-0.1532337250421172,False
2020-05-07,1674.05810546875,1711.9348603534588,1666.712791146767,1690.2973278240097,3166754,-0.0062775904498657,-0.0073465948819358,0.0690307876299447,0.0340103294434818,1989.4906005859373,-0.1585493769230612,4578063.5,1752912.8661857208,-0.805122449167118,1989.4906005859373,-0.1585493769230612,False
2020-05-08,1675.60693359375,1716.4041437629028,1669.279358686659,1716.050133161251,2686530,0.0009251937671341,-0.0600908728122996,0.0080661021751318,0.0281676248393393,1989.4906005859373,-0.1577708720512393,4441011.15,1789765.1371130242,-0.9802856886742476,1989.4906005859373,-0.1577708720512393,False
2020-05-11,1712.6871337890625,1726.9351678637013,1689.4123163915076,1689.4123163915076,2449841,0.022129414394213,0.0025125096729801,0.0641993553820396,0.0262564478159526,1989.4906005859373,-0.1391328346639846,4249222.45,1787212.8075263947,-1.006808726091465,1989.4906005859373,-0.1391328346639846,False
2020-05-12,1725.25390625,1731.4487138128366,1690.5187352726662,1711.00587046125,3256595,0.0073374594886663,0.0086666679988729,0.0614724019638914,0.0262322218604867,1989.4906005859373,-0.1328162567132085,4146682.35,1782129.8494011797,-0.4994514570860714,1989.4906005859373,-0.1328162567132085,False
2020-05-13,1725.3868408203125,1764.6353537885186,1704.1474985480334,1764.6353537885186,2656665,7.705217755549221e-05,0.0241911934030303,0.0487346138532933,0.0262081878397277,1989.4906005859373,-0.1327494383174476,4129993.7,1795043.3169971192,-0.820776126152038,1989.4906005859373,-0.1327494383174476,False
2020-05-14,1683.5272216796875,1701.890398959459,1673.5712821906548,1690.297282138001,2263146,-0.0242610052136038,0.0056563844349273,-0.0017317656119484,0.0266657577715121,1989.4906005859373,-0.1537898087159289,4005081.05,1835265.8486263691,-0.9491458969302872,1989.4906005859373,-0.1537898087159289,False
2020-05-15,1675.164306640625,1696.8461308169435,1650.6505059178387,1695.607147829668,3173682,-0.0049674961778869,-0.0002641591797282,-0.0603391584363566,0.0176295961307972,1989.4906005859373,-0.1579933546068215,3851488.5,1765094.3016305345,-0.3840058286822779,1989.4906005859373,-0.1579933546068215,False
2020-05-18,1721.802490234375,1728.3070165634413,1656.7570108859732,1687.6425730258863,3727694,0.0278409606800171,0.0053222542900441,0.0078481361784101,0.0156103623529443,1989.4906005859373,-0.1345510807001168,3543082.05,1045659.065440773,0.1765508052303657,1989.4906005859373,-0.1345510807001168,False
2020-05-19,1724.5015869140625,1740.2540317123694,1684.1025729513642,1684.1025729513642,3198693,0.0015675994749666,-0.0004360629662752,0.0082268258196422,0.0156116190498589,1989.4906005859373,-0.1331944034286119,3540802.6,1046394.1385756686,-0.3269414338135275,1989.4906005859373,-0.1331944034286119,False
2020-05-20,1728.8822021484375,1737.112489361271,1709.5012833783433,1725.6963228504867,2778505,0.0025402210514713,0.0020258421157675,0.0262660430572243,0.0145628766355482,1989.4906005859373,-0.130992525604668,3423600.8,989639.7323782224,-0.6518491314508539,1989.4906005859373,-0.130992525604668,False
2020-05-21,1762.156982421875,1768.17483789452,1717.864179052692,1722.156273544913,3400908,0.0192464126428555,0.0467053693754575,0.0526259373347477,0.0150450647030919,1989.4906005859373,-0.1142672491627298,3402154.4,985009.7023867528,-0.0012653682466068,1989.4906005859373,-0.1142672491627298,False
2020-05-22,1787.9541015625,1798.2640524057372,1735.6522503842284,1749.6790423762068,3663418,0.0146395124826903,0.0673305863041362,0.0670486411319593,0.0152315919769286,1989.4906005859373,-0.1013005535005199,3288607.0,789168.1497394287,0.4749444083922506,1989.4906005859373,-0.1013005535005199,False
2020-05-26,1719.50146484375,1791.1842330642048,1703.57196079476,1783.21948103971,4575317,-0.0382854552356399,-0.0013364049614725,0.0039787366415322,0.0197156799115686,1989.4906005859373,-0.1357076709297702,3368017.75,835764.2899092797,1.4445451481673734,1989.4906005859373,-0.1357076709297702,False
2020-05-27,1774.63525390625,1778.7945811082425,1717.952726654913,1733.660987259227,3482160,0.0320638220959643,0.0290713951048893,0.0286226551798307,0.022068380985252,1989.4906005859373,-0.1079951554515557,3373388.7,836154.8372895052,0.130085117192642,1989.4906005859373,-0.1079951554515557,False
2020-05-28,1773.7506103515625,1782.3348012872227,1744.54651479919,1759.7680001785711,3475681,-0.0004984931707742,0.0259522645020975,0.0280306818082929,0.0220777333683289,1989.4906005859373,-0.1084398137748606,3413247.5,820133.7890181137,0.0761259941195046,1989.4906005859373,-0.1084398137748606,False
2020-05-29,1745.4757080078125,1772.2904213373934,1736.6702737383634,1754.0157153112448,7237735,-0.0159407428410388,-0.0094663952079547,0.036796842682661,0.0210704981347121,1989.4906005859373,-0.1226519454307843,3563058.75,1175889.0670492633,3.125019487783069,1989.4906005859373,-0.1226519454307843,False
2020-06-01,1809.989990234375,1823.0433344983803,1753.2189832363338,1761.0952600251344,3747773,0.0369608593981496,0.012324638900192,0.0804850503674647,0.0231922822979304,1989.4906005859373,-0.0902244073426114,3454670.2,1039649.6831391955,0.2819245797439993,1989.4906005859373,-0.0902244073426114,False
2020-06-02,1811.6712646484373,1841.6275586897823,1805.387982233691,1823.2200896153145,2443886,0.0009288860287257,0.053602629418558,0.0521945896371824,0.02217499485768,1989.4906005859373,-0.0893793295053162,3390397.1,1061284.5738429131,-0.8918541956872904,1989.4906005859373,-0.0893793295053162,False
